year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2020,ETH,Total,Lower-middle income (Medium risk),9,,,,
2021,ETH,Total,Lower-middle income (Medium risk),8,,,,
2022,ETH,Total,Lower-middle income (Medium risk),8.7,,,,
2023,ETH,Total,Lower-middle income (Medium risk),9.4,,,,
2024,ETH,Total,Lower-middle income (Medium risk),0,,,,
2013,ETH,Total,Medium-income (Low risk),0.25,,,,
2014,ETH,Total,Medium-income (Low risk),0.28,,,,
2015,ETH,Total,Medium-income (Low risk),0.32,,,,
2016,ETH,Total,Medium-income (Low risk),0.36,,,,
2017,ETH,Total,Medium-income (Low risk),0.42,,,,
2018,ETH,Total,Medium-income (Low risk),0.49,,,,
2019,ETH,Total,Medium-income (Low risk),0.56,,,,
2020,ETH,Total,Medium-income (Low risk),0.62,,,,
2021,ETH,Total,Medium-income (Low risk),0.56,,,,
2022,ETH,Total,Medium-income (Low risk),0.61,,,,
2023,ETH,Total,Medium-income (Low risk),0.66,,,,
2024,ETH,Total,Medium-income (Low risk),1.3,,,,
2013,ETH,Total,Rural poor (High risk),2.9,,,,
2014,ETH,Total,Rural poor (High risk),2.9,,,,
2015,ETH,Total,Rural poor (High risk),2.9,,,,
2016,ETH,Total,Rural poor (High risk),2.9,,,,
2017,ETH,Total,Rural poor (High risk),2.7,,,,
2018,ETH,Total,Rural poor (High risk),2.4,,,,
2019,ETH,Total,Rural poor (High risk),2.2,,,,
2020,ETH,Total,Rural poor (High risk),2,,,,
2021,ETH,Total,Rural poor (High risk),1.8,,,,
2022,ETH,Total,Rural poor (High risk),2,,,,
2023,ETH,Total,Rural poor (High risk),2.1,,,,
2024,ETH,Total,Rural poor (High risk),0.15,,,,
2013,ETH,Total,Urban poor (High risk),1.7,,,,
2014,ETH,Total,Urban poor (High risk),1.7,,,,
2015,ETH,Total,Urban poor (High risk),1.8,,,,
2016,ETH,Total,Urban poor (High risk),1.9,,,,
2017,ETH,Total,Urban poor (High risk),1.9,,,,
2018,ETH,Total,Urban poor (High risk),1.8,,,,
2019,ETH,Total,Urban poor (High risk),1.8,,,,
2020,ETH,Total,Urban poor (High risk),1.8,,,,
2021,ETH,Total,Urban poor (High risk),1.7,,,,
2022,ETH,Total,Urban poor (High risk),1.8,,,,
2023,ETH,Total,Urban poor (High risk),2,,,,
2024,ETH,Total,Urban poor (High risk),193,,,,
2013,GEO,Total,Lower-middle income (Medium risk),0.61,,,,
2014,GEO,Total,Lower-middle income (Medium risk),0.6,,,,
2015,GEO,Total,Lower-middle income (Medium risk),0.61,,,,
2016,GEO,Total,Lower-middle income (Medium risk),0.62,,,,
2017,GEO,Total,Lower-middle income (Medium risk),0.62,,,,
2018,GEO,Total,Lower-middle income (Medium risk),0.59,,,,
2019,GEO,Total,Lower-middle income (Medium risk),0.6,,,,
2020,GEO,Total,Lower-middle income (Medium risk),0.62,,,,
2021,GEO,Total,Lower-middle income (Medium risk),0.65,,,,
2022,GEO,Total,Lower-middle income (Medium risk),0.65,,,,
2023,GEO,Total,Lower-middle income (Medium risk),0.65,,,,
2024,GEO,Total,Lower-middle income (Medium risk),0.31,,,,
2013,GEO,Total,Medium-income (Low risk),0.13,,,,
2014,GEO,Total,Medium-income (Low risk),0.16,,,,
2015,GEO,Total,Medium-income (Low risk),0.17,,,,
2016,GEO,Total,Medium-income (Low risk),0.17,,,,
2017,GEO,Total,Medium-income (Low risk),0.17,,,,
2018,GEO,Total,Medium-income (Low risk),0.18,,,,
2019,GEO,Total,Medium-income (Low risk),0.18,,,,
2020,GEO,Total,Medium-income (Low risk),0.18,,,,
2021,GEO,Total,Medium-income (Low risk),0.15,,,,
2022,GEO,Total,Medium-income (Low risk),0.15,,,,
2023,GEO,Total,Medium-income (Low risk),0.15,,,,
2024,GEO,Total,Medium-income (Low risk),11,,,,
2013,GEO,Total,Rural poor (High risk),0.055,,,,
2014,GEO,Total,Rural poor (High risk),0.042,,,,
2015,GEO,Total,Rural poor (High risk),0.032,,,,
2016,GEO,Total,Rural poor (High risk),0.025,,,,
2017,GEO,Total,Rural poor (High risk),0.025,,,,
2018,GEO,Total,Rural poor (High risk),0.032,,,,
2019,GEO,Total,Rural poor (High risk),0.028,,,,
2020,GEO,Total,Rural poor (High risk),0.024,,,,
2021,GEO,Total,Rural poor (High risk),0.029,,,,
2022,GEO,Total,Rural poor (High risk),0.029,,,,
2023,GEO,Total,Rural poor (High risk),0.029,,,,
2024,GEO,Total,Rural poor (High risk),3.2,,,,
2013,GEO,Total,Urban poor (High risk),0.087,,,,
2014,GEO,Total,Urban poor (High risk),0.074,,,,
2015,GEO,Total,Urban poor (High risk),0.064,,,,
2016,GEO,Total,Urban poor (High risk),0.057,,,,
2017,GEO,Total,Urban poor (High risk),0.056,,,,
2018,GEO,Total,Urban poor (High risk),0.061,,,,
2019,GEO,Total,Urban poor (High risk),0.057,,,,
2020,GEO,Total,Urban poor (High risk),0.054,,,,
2021,GEO,Total,Urban poor (High risk),0.056,,,,
2022,GEO,Total,Urban poor (High risk),0.055,,,,
2023,GEO,Total,Urban poor (High risk),0.054,,,,
2024,GEO,Total,Urban poor (High risk),293,,,,
2013,GHA,Total,Lower-middle income (Medium risk),12,,,,
2014,GHA,Total,Lower-middle income (Medium risk),13,,,,
2015,GHA,Total,Lower-middle income (Medium risk),13,,,,
2016,GHA,Total,Lower-middle income (Medium risk),14,,,,
2017,GHA,Total,Lower-middle income (Medium risk),14,,,,
2018,GHA,Total,Lower-middle income (Medium risk),14,,,,
2019,GHA,Total,Lower-middle income (Medium risk),15,,,,
2020,GHA,Total,Lower-middle income (Medium risk),15,,,,
2021,GHA,Total,Lower-middle income (Medium risk),16,,,,
2022,GHA,Total,Lower-middle income (Medium risk),16,,,,
2023,GHA,Total,Lower-middle income (Medium risk),17,,,,
2024,GHA,Total,Lower-middle income (Medium risk),0.38,,,,
2013,GHA,Total,Medium-income (Low risk),2,,,,
2014,GHA,Total,Medium-income (Low risk),2.2,,,,
2015,GHA,Total,Medium-income (Low risk),2.3,,,,
2016,GHA,Total,Medium-income (Low risk),2.3,,,,
2017,GHA,Total,Medium-income (Low risk),2.3,,,,
2018,GHA,Total,Medium-income (Low risk),2.6,,,,
2019,GHA,Total,Medium-income (Low risk),2.9,,,,
2020,GHA,Total,Medium-income (Low risk),3.2,,,,
2021,GHA,Total,Medium-income (Low risk),2.7,,,,
2022,GHA,Total,Medium-income (Low risk),2.9,,,,
2023,GHA,Total,Medium-income (Low risk),3.2,,,,
2024,GHA,Total,Medium-income (Low risk),1.7,,,,
2013,GHA,Total,Rural poor (High risk),4.5,,,,
2014,GHA,Total,Rural poor (High risk),4.2,,,,
2015,GHA,Total,Rural poor (High risk),4.3,,,,
2016,GHA,Total,Rural poor (High risk),4.5,,,,
2017,GHA,Total,Rural poor (High risk),4.6,,,,
2018,GHA,Total,Rural poor (High risk),4.4,,,,
2019,GHA,Total,Rural poor (High risk),4.2,,,,
2020,GHA,Total,Rural poor (High risk),4,,,,
2021,GHA,Total,Rural poor (High risk),4.1,,,,
2022,GHA,Total,Rural poor (High risk),4.2,,,,
2023,GHA,Total,Rural poor (High risk),4.2,,,,
2024,GHA,Total,Rural poor (High risk),3.2,,,,
2013,GHA,Total,Urban poor (High risk),8.1,,,,
2014,GHA,Total,Urban poor (High risk),7.9,,,,
2015,GHA,Total,Urban poor (High risk),7.9,,,,
2016,GHA,Total,Urban poor (High risk),8.2,,,,
2017,GHA,Total,Urban poor (High risk),8.2,,,,
2018,GHA,Total,Urban poor (High risk),8.3,,,,
2019,GHA,Total,Urban poor (High risk),8.4,,,,
2020,GHA,Total,Urban poor (High risk),8.2,,,,
2021,GHA,Total,Urban poor (High risk),8.5,,,,
2022,GHA,Total,Urban poor (High risk),8.7,,,,
2023,GHA,Total,Urban poor (High risk),8.8,,,,
2024,GHA,Total,Urban poor (High risk),1.2,,,,
2013,GIN,Total,Lower-middle income (Medium risk),6.2,,,,
2014,GIN,Total,Lower-middle income (Medium risk),6.5,,,,
2015,GIN,Total,Lower-middle income (Medium risk),6.8,,,,
2016,GIN,Total,Lower-middle income (Medium risk),7.1,,,,
2017,GIN,Total,Lower-middle income (Medium risk),7.6,,,,
2018,GIN,Total,Lower-middle income (Medium risk),8,,,,
2019,GIN,Total,Lower-middle income (Medium risk),8.4,,,,
2020,GIN,Total,Lower-middle income (Medium risk),8.7,,,,
2021,GIN,Total,Lower-middle income (Medium risk),9.1,,,,
2022,GIN,Total,Lower-middle income (Medium risk),9.2,,,,
2023,GIN,Total,Lower-middle income (Medium risk),9.4,,,,
2024,GIN,Total,Lower-middle income (Medium risk),0.062,,,,
2013,GIN,Total,Medium-income (Low risk),0.28,,,,
2014,GIN,Total,Medium-income (Low risk),0.29,,,,
2015,GIN,Total,Medium-income (Low risk),0.29,,,,
2016,GIN,Total,Medium-income (Low risk),0.29,,,,
2017,GIN,Total,Medium-income (Low risk),0.34,,,,
2018,GIN,Total,Medium-income (Low risk),0.42,,,,
2019,GIN,Total,Medium-income (Low risk),0.45,,,,
2020,GIN,Total,Medium-income (Low risk),0.49,,,,
2021,GIN,Total,Medium-income (Low risk),0.33,,,,
2022,GIN,Total,Medium-income (Low risk),0.48,,,,
2023,GIN,Total,Medium-income (Low risk),0.5,,,,
2024,GIN,Total,Medium-income (Low risk),1.1,,,,
2013,GIN,Total,Rural poor (High risk),2,,,,
2014,GIN,Total,Rural poor (High risk),1.9,,,,
2015,GIN,Total,Rural poor (High risk),1.9,,,,
2016,GIN,Total,Rural poor (High risk),1.8,,,,
2017,GIN,Total,Rural poor (High risk),1.6,,,,
2018,GIN,Total,Rural poor (High risk),1.4,,,,
2019,GIN,Total,Rural poor (High risk),1.3,,,,
2020,GIN,Total,Rural poor (High risk),1.2,,,,
2021,GIN,Total,Rural poor (High risk),1.3,,,,
2022,GIN,Total,Rural poor (High risk),1.3,,,,
2023,GIN,Total,Rural poor (High risk),1.3,,,,
2024,GIN,Total,Rural poor (High risk),11,,,,
2013,GIN,Total,Urban poor (High risk),2.3,,,,
2014,GIN,Total,Urban poor (High risk),2.3,,,,
2015,GIN,Total,Urban poor (High risk),2.4,,,,
2016,GIN,Total,Urban poor (High risk),2.4,,,,
2017,GIN,Total,Urban poor (High risk),2.4,,,,
2018,GIN,Total,Urban poor (High risk),2.3,,,,
2019,GIN,Total,Urban poor (High risk),2.3,,,,
2020,GIN,Total,Urban poor (High risk),2.4,,,,
2021,GIN,Total,Urban poor (High risk),2.5,,,,
2022,GIN,Total,Urban poor (High risk),2.5,,,,
2023,GIN,Total,Urban poor (High risk),2.6,,,,
2024,GIN,Total,Urban poor (High risk),0,,,,
2013,GMB,Total,Lower-middle income (Medium risk),0.85,,,,
2014,GMB,Total,Lower-middle income (Medium risk),0.96,,,,
2015,GMB,Total,Lower-middle income (Medium risk),1.1,,,,
2016,GMB,Total,Lower-middle income (Medium risk),1.2,,,,
2017,GMB,Total,Lower-middle income (Medium risk),1.3,,,,
2018,GMB,Total,Lower-middle income (Medium risk),1.3,,,,
2019,GMB,Total,Lower-middle income (Medium risk),1.3,,,,
2020,GMB,Total,Lower-middle income (Medium risk),1.3,,,,
2021,GMB,Total,Lower-middle income (Medium risk),1.4,,,,
2022,GMB,Total,Lower-middle income (Medium risk),1.4,,,,
2023,GMB,Total,Lower-middle income (Medium risk),1.5,,,,
2024,GMB,Total,Lower-middle income (Medium risk),0.1,,,,
2013,GMB,Total,Medium-income (Low risk),0.094,,,,
2014,GMB,Total,Medium-income (Low risk),0.11,,,,
2015,GMB,Total,Medium-income (Low risk),0.11,,,,
2016,GMB,Total,Medium-income (Low risk),0.13,,,,
2017,GMB,Total,Medium-income (Low risk),0.13,,,,
2018,GMB,Total,Medium-income (Low risk),0.14,,,,
2019,GMB,Total,Medium-income (Low risk),0.16,,,,
2020,GMB,Total,Medium-income (Low risk),0.18,,,,
2021,GMB,Total,Medium-income (Low risk),0.16,,,,
2022,GMB,Total,Medium-income (Low risk),0.19,,,,
2023,GMB,Total,Medium-income (Low risk),0.2,,,,
2024,GMB,Total,Medium-income (Low risk),8.4,,,,
2013,GMB,Total,Rural poor (High risk),0.3,,,,
2014,GMB,Total,Rural poor (High risk),0.26,,,,
2015,GMB,Total,Rural poor (High risk),0.24,,,,
2016,GMB,Total,Rural poor (High risk),0.18,,,,
2017,GMB,Total,Rural poor (High risk),0.19,,,,
2018,GMB,Total,Rural poor (High risk),0.2,,,,
2019,GMB,Total,Rural poor (High risk),0.2,,,,
2020,GMB,Total,Rural poor (High risk),0.2,,,,
2021,GMB,Total,Rural poor (High risk),0.19,,,,
2022,GMB,Total,Rural poor (High risk),0.21,,,,
2023,GMB,Total,Rural poor (High risk),0.21,,,,
2024,GMB,Total,Rural poor (High risk),1.4,,,,
2013,GMB,Total,Urban poor (High risk),0.78,,,,
2014,GMB,Total,Urban poor (High risk),0.76,,,,
2015,GMB,Total,Urban poor (High risk),0.74,,,,
2016,GMB,Total,Urban poor (High risk),0.7,,,,
2017,GMB,Total,Urban poor (High risk),0.71,,,,
2018,GMB,Total,Urban poor (High risk),0.72,,,,
2019,GMB,Total,Urban poor (High risk),0.74,,,,
2020,GMB,Total,Urban poor (High risk),0.75,,,,
2021,GMB,Total,Urban poor (High risk),0.74,,,,
2022,GMB,Total,Urban poor (High risk),0.76,,,,
2023,GMB,Total,Urban poor (High risk),0.77,,,,
2024,GMB,Total,Urban poor (High risk),0,,,,
2013,GNB,Total,Lower-middle income (Medium risk),0.22,,,,
2014,GNB,Total,Lower-middle income (Medium risk),0.27,,,,
2015,GNB,Total,Lower-middle income (Medium risk),0.37,,,,
2016,GNB,Total,Lower-middle income (Medium risk),0.38,,,,
2017,GNB,Total,Lower-middle income (Medium risk),0.55,,,,
2018,GNB,Total,Lower-middle income (Medium risk),0.71,,,,
2019,GNB,Total,Lower-middle income (Medium risk),0.82,,,,
2020,GNB,Total,Lower-middle income (Medium risk),0.93,,,,
2021,GNB,Total,Lower-middle income (Medium risk),0.99,,,,
2022,GNB,Total,Lower-middle income (Medium risk),1,,,,
2023,GNB,Total,Lower-middle income (Medium risk),1.1,,,,
2024,GNB,Total,Lower-middle income (Medium risk),0.038,,,,
2013,GNB,Total,Medium-income (Low risk),0.027,,,,
2014,GNB,Total,Medium-income (Low risk),0.028,,,,
2015,GNB,Total,Medium-income (Low risk),0.043,,,,
2016,GNB,Total,Medium-income (Low risk),0.031,,,,
2017,GNB,Total,Medium-income (Low risk),0.055,,,,
2018,GNB,Total,Medium-income (Low risk),0.069,,,,
2019,GNB,Total,Medium-income (Low risk),0.073,,,,
2020,GNB,Total,Medium-income (Low risk),0.081,,,,
2021,GNB,Total,Medium-income (Low risk),0.052,,,,
2022,GNB,Total,Medium-income (Low risk),0.071,,,,
2023,GNB,Total,Medium-income (Low risk),0.072,,,,
2024,GNB,Total,Medium-income (Low risk),2.7,,,,
2013,GNB,Total,Rural poor (High risk),0.7,,,,
2014,GNB,Total,Rural poor (High risk),0.68,,,,
2015,GNB,Total,Rural poor (High risk),0.58,,,,
2016,GNB,Total,Rural poor (High risk),0.6,,,,
2017,GNB,Total,Rural poor (High risk),0.44,,,,
2018,GNB,Total,Rural poor (High risk),0.36,,,,
2019,GNB,Total,Rural poor (High risk),0.32,,,,
2020,GNB,Total,Rural poor (High risk),0.28,,,,
2021,GNB,Total,Rural poor (High risk),0.29,,,,
2022,GNB,Total,Rural poor (High risk),0.29,,,,
2023,GNB,Total,Rural poor (High risk),0.29,,,,
2024,GNB,Total,Rural poor (High risk),2.7,,,,
2013,GNB,Total,Urban poor (High risk),0.68,,,,
2014,GNB,Total,Urban poor (High risk),0.7,,,,
2015,GNB,Total,Urban poor (High risk),0.73,,,,
2016,GNB,Total,Urban poor (High risk),0.75,,,,
2017,GNB,Total,Urban poor (High risk),0.77,,,,
2018,GNB,Total,Urban poor (High risk),0.72,,,,
2019,GNB,Total,Urban poor (High risk),0.7,,,,
2020,GNB,Total,Urban poor (High risk),0.67,,,,
2021,GNB,Total,Urban poor (High risk),0.67,,,,
2022,GNB,Total,Urban poor (High risk),0.67,,,,
2023,GNB,Total,Urban poor (High risk),0.66,,,,
2024,GNB,Total,Urban poor (High risk),0,,,,
2013,GTM,Total,Lower-middle income (Medium risk),1.9,,,,
2014,GTM,Total,Lower-middle income (Medium risk),2,,,,
2015,GTM,Total,Lower-middle income (Medium risk),2.1,,,,
2016,GTM,Total,Lower-middle income (Medium risk),2.1,,,,
2017,GTM,Total,Lower-middle income (Medium risk),2.2,,,,
2018,GTM,Total,Lower-middle income (Medium risk),2.2,,,,
2019,GTM,Total,Lower-middle income (Medium risk),2.2,,,,
2020,GTM,Total,Lower-middle income (Medium risk),2.2,,,,
2021,GTM,Total,Lower-middle income (Medium risk),2.3,,,,
2022,GTM,Total,Lower-middle income (Medium risk),0.86,,,,
2023,GTM,Total,Lower-middle income (Medium risk),0.86,,,,
2024,GTM,Total,Lower-middle income (Medium risk),0.12,,,,
2013,GTM,Total,Medium-income (Low risk),0.81,,,,
2014,GTM,Total,Medium-income (Low risk),0.81,,,,
2015,GTM,Total,Medium-income (Low risk),0.83,,,,
2016,GTM,Total,Medium-income (Low risk),0.87,,,,
2017,GTM,Total,Medium-income (Low risk),0.9,,,,
2018,GTM,Total,Medium-income (Low risk),0.92,,,,
2019,GTM,Total,Medium-income (Low risk),0.96,,,,
2020,GTM,Total,Medium-income (Low risk),1,,,,
2021,GTM,Total,Medium-income (Low risk),1,,,,
2022,GTM,Total,Medium-income (Low risk),0.43,,,,
2023,GTM,Total,Medium-income (Low risk),0.43,,,,
2024,GTM,Total,Medium-income (Low risk),101,,,,
2013,GTM,Total,Rural poor (High risk),0.28,,,,
2014,GTM,Total,Rural poor (High risk),0.27,,,,
2015,GTM,Total,Rural poor (High risk),0.26,,,,
2016,GTM,Total,Rural poor (High risk),0.24,,,,
2017,GTM,Total,Rural poor (High risk),0.23,,,,
2018,GTM,Total,Rural poor (High risk),0.22,,,,
2019,GTM,Total,Rural poor (High risk),0.21,,,,
2020,GTM,Total,Rural poor (High risk),0.2,,,,
2021,GTM,Total,Rural poor (High risk),0.22,,,,
2022,GTM,Total,Rural poor (High risk),0.071,,,,
2023,GTM,Total,Rural poor (High risk),0.071,,,,
2024,GTM,Total,Rural poor (High risk),4.6,,,,
2013,GTM,Total,Urban poor (High risk),0.83,,,,
2014,GTM,Total,Urban poor (High risk),0.82,,,,
2015,GTM,Total,Urban poor (High risk),0.83,,,,
2016,GTM,Total,Urban poor (High risk),0.8,,,,
2017,GTM,Total,Urban poor (High risk),0.79,,,,
2018,GTM,Total,Urban poor (High risk),0.8,,,,
2019,GTM,Total,Urban poor (High risk),0.81,,,,
2020,GTM,Total,Urban poor (High risk),0.81,,,,
2021,GTM,Total,Urban poor (High risk),0.85,,,,
2022,GTM,Total,Urban poor (High risk),0.32,,,,
2023,GTM,Total,Urban poor (High risk),0.32,,,,
2024,GTM,Total,Urban poor (High risk),0,,,,
2013,HND,Total,Lower-middle income (Medium risk),1.3,,,,
2014,HND,Total,Lower-middle income (Medium risk),1.3,,,,
2015,HND,Total,Lower-middle income (Medium risk),1.4,,,,
2016,HND,Total,Lower-middle income (Medium risk),1.4,,,,
2017,HND,Total,Lower-middle income (Medium risk),1.3,,,,
2018,HND,Total,Lower-middle income (Medium risk),1.4,,,,
2019,HND,Total,Lower-middle income (Medium risk),1.4,,,,
2020,HND,Total,Lower-middle income (Medium risk),1.4,,,,
2021,HND,Total,Lower-middle income (Medium risk),1.4,,,,
2022,HND,Total,Lower-middle income (Medium risk),1.4,,,,
2023,HND,Total,Lower-middle income (Medium risk),1.4,,,,
2024,HND,Total,Lower-middle income (Medium risk),0.61,,,,
2013,HND,Total,Medium-income (Low risk),0.57,,,,
2014,HND,Total,Medium-income (Low risk),0.64,,,,
2015,HND,Total,Medium-income (Low risk),0.65,,,,
2016,HND,Total,Medium-income (Low risk),0.69,,,,
2017,HND,Total,Medium-income (Low risk),0.74,,,,
2018,HND,Total,Medium-income (Low risk),0.74,,,,
2019,HND,Total,Medium-income (Low risk),0.77,,,,
2020,HND,Total,Medium-income (Low risk),0.85,,,,
2021,HND,Total,Medium-income (Low risk),0.76,,,,
2022,HND,Total,Medium-income (Low risk),0.88,,,,
2023,HND,Total,Medium-income (Low risk),0.9,,,,
2024,HND,Total,Medium-income (Low risk),21,,,,
2013,HND,Total,Rural poor (High risk),0.33,,,,
2014,HND,Total,Rural poor (High risk),0.28,,,,
2015,HND,Total,Rural poor (High risk),0.26,,,,
2016,HND,Total,Rural poor (High risk),0.26,,,,
2017,HND,Total,Rural poor (High risk),0.29,,,,
2018,HND,Total,Rural poor (High risk),0.28,,,,
2019,HND,Total,Rural poor (High risk),0.29,,,,
2020,HND,Total,Rural poor (High risk),0.26,,,,
2021,HND,Total,Rural poor (High risk),0.3,,,,
2022,HND,Total,Rural poor (High risk),0.23,,,,
2023,HND,Total,Rural poor (High risk),0.23,,,,
2024,HND,Total,Rural poor (High risk),0.053,,,,
2013,HND,Total,Urban poor (High risk),0.68,,,,
2014,HND,Total,Urban poor (High risk),0.65,,,,
2015,HND,Total,Urban poor (High risk),0.63,,,,
2016,HND,Total,Urban poor (High risk),0.65,,,,
2017,HND,Total,Urban poor (High risk),0.69,,,,
2018,HND,Total,Urban poor (High risk),0.71,,,,
2019,HND,Total,Urban poor (High risk),0.73,,,,
2020,HND,Total,Urban poor (High risk),0.72,,,,
2021,HND,Total,Urban poor (High risk),0.75,,,,
2022,HND,Total,Urban poor (High risk),0.7,,,,
2023,HND,Total,Urban poor (High risk),0.73,,,,
2024,HND,Total,Urban poor (High risk),35,,,,
2013,IDN,Total,Lower-middle income (Medium risk),164,,,,
2014,IDN,Total,Lower-middle income (Medium risk),168,,,,
2015,IDN,Total,Lower-middle income (Medium risk),175,,,,
2016,IDN,Total,Lower-middle income (Medium risk),179,,,,
2017,IDN,Total,Lower-middle income (Medium risk),178,,,,
2018,IDN,Total,Lower-middle income (Medium risk),177,,,,
2019,IDN,Total,Lower-middle income (Medium risk),179,,,,
2020,IDN,Total,Lower-middle income (Medium risk),183,,,,
2021,IDN,Total,Lower-middle income (Medium risk),188,,,,
2022,IDN,Total,Lower-middle income (Medium risk),193,,,,
2023,IDN,Total,Lower-middle income (Medium risk),192,,,,
2024,IDN,Total,Lower-middle income (Medium risk),0.36,,,,
2013,IDN,Total,Medium-income (Low risk),20,,,,
2014,IDN,Total,Medium-income (Low risk),25,,,,
2015,IDN,Total,Medium-income (Low risk),25,,,,
2016,IDN,Total,Medium-income (Low risk),26,,,,
2017,IDN,Total,Medium-income (Low risk),32,,,,
2018,IDN,Total,Medium-income (Low risk),37,,,,
2019,IDN,Total,Medium-income (Low risk),41,,,,
2020,IDN,Total,Medium-income (Low risk),42,,,,
2021,IDN,Total,Medium-income (Low risk),40,,,,
2022,IDN,Total,Medium-income (Low risk),37,,,,
2023,IDN,Total,Medium-income (Low risk),40,,,,
2024,IDN,Total,Medium-income (Low risk),0.75,,,,
2013,IDN,Total,Rural poor (High risk),21,,,,
2014,IDN,Total,Rural poor (High risk),17,,,,
2015,IDN,Total,Rural poor (High risk),14,,,,
2016,IDN,Total,Rural poor (High risk),13,,,,
2017,IDN,Total,Rural poor (High risk),12,,,,
2018,IDN,Total,Rural poor (High risk),10,,,,
2019,IDN,Total,Rural poor (High risk),8.4,,,,
2020,IDN,Total,Rural poor (High risk),6.8,,,,
2021,IDN,Total,Rural poor (High risk),6.8,,,,
2022,IDN,Total,Rural poor (High risk),6.8,,,,
2023,IDN,Total,Rural poor (High risk),6.8,,,,
2024,IDN,Total,Rural poor (High risk),0.1,,,,
2013,IDN,Total,Urban poor (High risk),39,,,,
2014,IDN,Total,Urban poor (High risk),36,,,,
2015,IDN,Total,Urban poor (High risk),34,,,,
2016,IDN,Total,Urban poor (High risk),33,,,,
2017,IDN,Total,Urban poor (High risk),32,,,,
2018,IDN,Total,Urban poor (High risk),30,,,,
2019,IDN,Total,Urban poor (High risk),28,,,,
2020,IDN,Total,Urban poor (High risk),27,,,,
2021,IDN,Total,Urban poor (High risk),27,,,,
2022,IDN,Total,Urban poor (High risk),27,,,,
2023,IDN,Total,Urban poor (High risk),27,,,,
2024,IDN,Total,Urban poor (High risk),0.62,,,,
2013,IND,Total,Lower-middle income (Medium risk),770,,,,
2014,IND,Total,Lower-middle income (Medium risk),787,,,,
2015,IND,Total,Lower-middle income (Medium risk),807,,,,
2016,IND,Total,Lower-middle income (Medium risk),831,,,,
2017,IND,Total,Lower-middle income (Medium risk),852,,,,
2018,IND,Total,Lower-middle income (Medium risk),898,,,,
2019,IND,Total,Lower-middle income (Medium risk),935,,,,
2020,IND,Total,Lower-middle income (Medium risk),964,,,,
2021,IND,Total,Lower-middle income (Medium risk),928,,,,
2022,IND,Total,Lower-middle income (Medium risk),1017,,,,
2023,IND,Total,Lower-middle income (Medium risk),1038,,,,
2024,IND,Total,Lower-middle income (Medium risk),0.1,,,,
2013,IND,Total,Medium-income (Low risk),43,,,,
2014,IND,Total,Medium-income (Low risk),48,,,,
2015,IND,Total,Medium-income (Low risk),53,,,,
2016,IND,Total,Medium-income (Low risk),57,,,,
2017,IND,Total,Medium-income (Low risk),59,,,,
2018,IND,Total,Medium-income (Low risk),72,,,,
2019,IND,Total,Medium-income (Low risk),90,,,,
2020,IND,Total,Medium-income (Low risk),90,,,,
2021,IND,Total,Medium-income (Low risk),87,,,,
2022,IND,Total,Medium-income (Low risk),37,,,,
2023,IND,Total,Medium-income (Low risk),45,,,,
2024,IND,Total,Medium-income (Low risk),10,,,,
2013,IND,Total,Rural poor (High risk),217,,,,
2014,IND,Total,Rural poor (High risk),211,,,,
2015,IND,Total,Rural poor (High risk),203,,,,
2016,IND,Total,Rural poor (High risk),190,,,,
2017,IND,Total,Rural poor (High risk),183,,,,
2018,IND,Total,Rural poor (High risk),147,,,,
2019,IND,Total,Rural poor (High risk),117,,,,
2020,IND,Total,Rural poor (High risk),99,,,,
2021,IND,Total,Rural poor (High risk),130,,,,
2022,IND,Total,Rural poor (High risk),110,,,,
2023,IND,Total,Rural poor (High risk),93,,,,
2024,IND,Total,Rural poor (High risk),1.3,,,,
2013,IND,Total,Urban poor (High risk),233,,,,
2014,IND,Total,Urban poor (High risk),234,,,,
2015,IND,Total,Urban poor (High risk),234,,,,
2016,IND,Total,Urban poor (High risk),233,,,,
2017,IND,Total,Urban poor (High risk),233,,,,
2018,IND,Total,Urban poor (High risk),221,,,,
2019,IND,Total,Urban poor (High risk),211,,,,
2020,IND,Total,Urban poor (High risk),207,,,,
2021,IND,Total,Urban poor (High risk),227,,,,
2022,IND,Total,Urban poor (High risk),220,,,,
2023,IND,Total,Urban poor (High risk),216,,,,
2024,IND,Total,Urban poor (High risk),0,,,,
2013,IRN,Total,Lower-middle income (Medium risk),29,,,,
2014,IRN,Total,Lower-middle income (Medium risk),31,,,,
2015,IRN,Total,Lower-middle income (Medium risk),32,,,,
2016,IRN,Total,Lower-middle income (Medium risk),29,,,,
2017,IRN,Total,Lower-middle income (Medium risk),24,,,,
2018,IRN,Total,Lower-middle income (Medium risk),23,,,,
2019,IRN,Total,Lower-middle income (Medium risk),24,,,,
2020,IRN,Total,Lower-middle income (Medium risk),28,,,,
2021,IRN,Total,Lower-middle income (Medium risk),30,,,,
2022,IRN,Total,Lower-middle income (Medium risk),32,,,,
2023,IRN,Total,Lower-middle income (Medium risk),35,,,,
2024,IRN,Total,Lower-middle income (Medium risk),0.061,,,,
2013,IRN,Total,Medium-income (Low risk),30,,,,
2014,IRN,Total,Medium-income (Low risk),30,,,,
2015,IRN,Total,Medium-income (Low risk),30,,,,
2016,IRN,Total,Medium-income (Low risk),30,,,,
