year,geog,value
2019,KEN,42.73
2012,KEN,37.84
2013,KEN,37.18
1999,KEN,28.03
2019,KIR,8.83
2015,KIR,16.61
2020,KIR,18.52
2006,KGZ,20.41
2010,KGZ,22.07
2011,KGZ,23.8
2012,KGZ,27.89
2013,KGZ,29.09
2014,KGZ,33.23
2015,KGZ,27.28
2016,KGZ,28.24
2017,KGZ,22.28
2018,KGZ,17.74
2019,KGZ,34.66
2020,KGZ,32.24
2021,KGZ,36.13
1999,KGZ,26.82
2000,KGZ,27.87
2001,KGZ,24.21
2002,KGZ,24.95
2003,KGZ,26.77
2004,KGZ,25.78
2005,KGZ,25.21
2007,KGZ,26.18
2010,LAO,46.8
2017,LAO,37.83
1992,LVA,34.47
1994,LVA,34.05
1995,LVA,34.46
1996,LVA,25.79
1997,LVA,25.2
1998,LVA,28.01
1999,LVA,26.19
2000,LVA,30.66
2001,LVA,27.85
2002,LVA,25.78
2003,LVA,23.63
2004,LVA,21.83
2005,LVA,21.43
2006,LVA,24.27
2007,LVA,28.37
2008,LVA,31.99
2009,LVA,31.19
2010,LVA,28.19
2011,LVA,24.95
2012,LVA,25.88
2013,LVA,27.04
2014,LVA,27.17
2015,LVA,28.8
2016,LVA,29.48
2017,LVA,28.81
2018,LVA,25.27
2019,LVA,28.44
2020,LVA,27.06
2021,LVA,24.11
2019,LBN,11.9
2019,LSO,21.09
2010,LBR,21.65
2017,LBR,17.39
2009,LIE,29.37
2010,LIE,28.67
2011,LIE,25
2012,LIE,23.03
2013,LIE,25.95
2014,LIE,25
2015,LIE,27.78
2016,LIE,30.97
2017,LIE,30.58
1995,LTU,30.97
1996,LTU,30.86
1997,LTU,28.17
1998,LTU,32.84
1999,LTU,28.66
2000,LTU,31.85
2001,LTU,34.69
2002,LTU,32.72
2003,LTU,30.65
2004,LTU,36.78
2005,LTU,25.52
2006,LTU,26.14
2007,LTU,25.61
2008,LTU,27.36
2009,LTU,32.01
2010,LTU,30.8
2011,LTU,33.47
2012,LTU,31.82
2013,LTU,27.9
2014,LTU,29.47
2015,LTU,32.71
2016,LTU,31.66
2017,LTU,30.19
2018,LTU,26.66
2019,LTU,27.12
2020,LTU,29.31
2021,LTU,27.07
2001,MDG,42.95
2005,MDG,46.23
2012,MDG,29.63
2015,MDG,27.35
1990,MWI,24.18
1991,MWI,23.22
1992,MWI,23.22
1993,MWI,23.1
1994,MWI,30.83
1995,MWI,29.11
2013,MWI,50.27
2001,MYS,20.05
2002,MYS,18.85
2003,MYS,19.52
2004,MYS,19.7
2005,MYS,18.96
2006,MYS,19.93
2007,MYS,19.14
2008,MYS,19.18
2009,MYS,21.17
2010,MYS,19.69
2011,MYS,14.83
2012,MYS,15.5
2013,MYS,17.18
2014,MYS,20.16
2015,MYS,19.73
2016,MYS,20.16
2017,MYS,19.32
2018,MYS,17.84
2019,MYS,16.74
2020,MYS,21.58
2016,MDV,1.33
2019,MDV,2.36
2014,MDV,1.97
2013,MLI,24.78
2014,MLI,18.48
2015,MLI,15.72
2016,MLI,30.18
2017,MLI,48.86
2018,MLI,62.24
1990,MLT,12.5
1991,MLT,12.42
1994,MLT,16.34
1995,MLT,17.17
1996,MLT,15.24
1997,MLT,15.95
1998,MLT,14.34
1999,MLT,15.8
2009,MLT,10.58
2012,MLT,16.67
2013,MLT,29.56
2014,MLT,20.35
2015,MLT,10.87
2016,MLT,8.28
2018,MLT,22.19
2019,MLT,30.89
2020,MLT,19.43
2021,MLT,12.33
2019,MRT,1.37
2017,MRT,4.23
1990,MUS,25.56
1991,MUS,31.46
1992,MUS,31.52
1993,MUS,31.73
1994,MUS,31.59
1995,MUS,31.57
1996,MUS,30.41
1997,MUS,29.91
1998,MUS,29.19
1999,MUS,24.65
2000,MUS,24.81
2001,MUS,30.43
2002,MUS,26.41
2003,MUS,26.12
2004,MUS,25.65
2005,MUS,28.93
2006,MUS,24.53
2008,MUS,24.78
2009,MUS,30.36
2010,MUS,28.22
2011,MUS,26.95
2012,MUS,27.77
2013,MUS,27.5
2014,MUS,25.57
2015,MUS,22.6
2016,MUS,28.55
2017,MUS,22.75
2018,MUS,23.23
2019,MUS,24.65
2020,MUS,16.11
2021,MUS,22.29
1991,MEX,13.08
1993,MEX,7.92
1995,MEX,6.78
1996,MEX,8.88
1997,MEX,12.84
1998,MEX,8.79
1999,MEX,9.16
2000,MEX,9.35
2001,MEX,8.47
2002,MEX,8.21
2003,MEX,8.29
2004,MEX,9.23
2005,MEX,9.77
2006,MEX,9.41
2007,MEX,9.57
2008,MEX,9.02
2009,MEX,8.35
2010,MEX,8.74
2011,MEX,8.9
2012,MEX,9.77
2013,MEX,10.05
2014,MEX,9.06
2015,MEX,9.47
2016,MEX,9.95
2017,MEX,10.18
2018,MEX,10.78
2019,MEX,10.83
2020,MEX,11.73
2021,MEX,13.39
2013,MCO,0
2015,MCO,0
2016,MCO,12.5
2017,MCO,12.5
2018,MCO,12.5
2008,MNG,43.13
2009,MNG,31.55
2010,MNG,33.73
2011,MNG,24.56
2012,MNG,31
2013,MNG,30.21
2014,MNG,28.02
2015,MNG,23.28
2016,MNG,28.53
2017,MNG,27.51
2018,MNG,24.87
2019,MNG,26.85
2020,MNG,24.37
2021,MNG,23.16
2011,MNE,31.01
2012,MNE,32.97
2013,MNE,15.81
2014,MNE,24.87
2015,MNE,27.03
2016,MNE,17.92
2017,MNE,16.75
2018,MNE,30.87
2019,MNE,41.37
2020,MNE,21.82
1998,MAR,17.93
1999,MAR,20.14
2000,MAR,20.73
2001,MAR,16.83
2011,MAR,13.78
2012,MAR,11.64
2015,MOZ,18.8
2015,MMR,45.73
2017,MMR,43.13
2018,MMR,43.39
2019,MMR,42.71
2020,MMR,39.18
2014,MMR,36.46
1994,NAM,12.18
2010,NAM,21.15
2012,NAM,16.69
2013,NAM,17.17
2014,NAM,21.29
2016,NAM,22.85
2018,NAM,24.2
1999,NPL,39.56
2008,NPL,43.69
2017,NPL,54.9
1993,NLD,28.46
1994,NLD,27.05
1995,NLD,24.32
1996,NLD,21.38
1997,NLD,27.08
1998,NLD,29
1999,NLD,34.03
2000,NLD,32.07
2001,NLD,36.63
2002,NLD,29.71
2003,NLD,30.16
2004,NLD,29.97
2005,NLD,31.79
2006,NLD,29.33
2007,NLD,28.21
2008,NLD,30.9
2009,NLD,29.42
2010,NLD,26.53
2011,NLD,28.3
2012,NLD,28.25
2013,NLD,29.64
2014,NLD,30.12
2015,NLD,30.21
2016,NLD,30.24
2017,NLD,31.02
2018,NLD,31.38
2019,NLD,33.71
2020,NLD,30.71
2021,NLD,36.33
1991,NZL,29.03
1992,NZL,28.13
1993,NZL,29.51
1994,NZL,27.69
1995,NZL,26.15
1996,NZL,28.36
1997,NZL,27.69
1998,NZL,28.57
1999,NZL,30
2000,NZL,27.27
2001,NZL,26.32
2002,NZL,26.83
2003,NZL,28.21
2004,NZL,29.87
2005,NZL,28.77
2006,NZL,29.11
2007,NZL,29.41
2008,NZL,30.49
2009,NZL,29.46
2010,NZL,28.09
2013,NZL,27.62
2014,NZL,26.68
2015,NZL,29.18
2016,NZL,27.64
2017,NZL,27.53
2018,NZL,25.91
2019,NZL,26.92
2001,NIC,7.12
2014,NIC,6.59
2012,NIC,13.15
2011,NER,55.61
2012,NER,9.02
2017,NER,4.02
2012,NGA,18.45
2019,NGA,42.92
2011,NGA,48.82
2013,NGA,31.11
1990,MKD,26.19
1991,MKD,25.64
1992,MKD,28.95
1993,MKD,23.53
1994,MKD,26.47
1995,MKD,22.22
1996,MKD,24
1997,MKD,26.09
1998,MKD,25
1999,MKD,22.22
2000,MKD,25
2001,MKD,21.43
2002,MKD,25
2003,MKD,18.18
2006,MKD,23.73
2007,MKD,18.4
2008,MKD,19.51
2009,MKD,20.67
2010,MKD,23.44
2011,MKD,26.99
2012,MKD,24.36
2013,MKD,29.54
2014,MKD,28.74
2015,MKD,23.27
2016,MKD,20.2
2017,MKD,21.23
2018,MKD,18.18
2019,MKD,19.35
2020,MKD,22.28
2021,MKD,23.19
1995,NOR,26.2
1996,NOR,26.06
1997,NOR,28.71
1998,NOR,23.9
1999,NOR,24.11
2000,NOR,22.73
2001,NOR,20.53
2002,NOR,20.21
2003,NOR,25.71
2004,NOR,22.65
2005,NOR,20.25
2006,NOR,22.08
2007,NOR,24.42
2008,NOR,25.81
2009,NOR,23.84
2010,NOR,21.21
2011,NOR,17.5
2012,NOR,17.45
2013,NOR,22.52
2014,NOR,25.19
2015,NOR,21.73
2016,NOR,21.7
2017,NOR,25.42
2018,NOR,28.49
2019,NOR,26.66
2020,NOR,24.69
2021,NOR,21.89
2020,OMN,2.52
2010,OMN,1.12
2006,PAK,32.85
2009,PAK,29.26
2010,PAK,30.74
2011,PAK,31.34
2013,PAK,40.28
2014,PAK,43.18
2015,PAK,44.61
2016,PAK,45.98
2018,PAK,35.54
2019,PAK,28.31
2021,PAK,29.48
2020,PLW,16.83
2000,PSE,3.22
2001,PSE,7.68
2002,PSE,8.82
2003,PSE,4.94
2004,PSE,5.29
2005,PSE,5.46
2006,PSE,5.59
2007,PSE,4.85
2008,PSE,4.81
2009,PSE,3.66
2010,PSE,3.09
2011,PSE,3.34
2012,PSE,5.01
2013,PSE,4.79
2014,PSE,5.28
2015,PSE,5
2016,PSE,3.37
2017,PSE,2.2
2018,PSE,3.29
2019,PSE,3.51
2020,PSE,4.5
2021,PSE,6.46
1992,PAN,4.2
1993,PAN,4.96
1994,PAN,4.22
1995,PAN,4.21
1996,PAN,4.1
1997,PAN,4.63
1998,PAN,3.3
1999,PAN,3.4
2000,PAN,4.32
2001,PAN,4.28
2002,PAN,3.1
2003,PAN,3.58
2004,PAN,3.19
2005,PAN,4.4
2006,PAN,4.15
2007,PAN,3.49
2008,PAN,3.66
2009,PAN,4.36
2010,PAN,3.54
2011,PAN,4.89
2012,PAN,4.99
2013,PAN,5.66
2014,PAN,4.94
2015,PAN,6.98
2016,PAN,5.89
2017,PAN,8.9
2018,PAN,5.62
2019,PAN,7.09
2020,PAN,8.36
2021,PAN,8.49
2010,PNG,14.39
1998,PRY,4.42
1999,PRY,4.65
2001,PRY,7.03
2002,PRY,7.69
2003,PRY,5.35
2004,PRY,7.39
2005,PRY,9.63
2006,PRY,8.33
2007,PRY,7.05
2008,PRY,11.68
2009,PRY,12.82
2010,PRY,5.59
2011,PRY,9.34
2012,PRY,7.54
2013,PRY,14.81
2014,PRY,9.91
2015,PRY,9.81
2016,PRY,9.33
2017,PRY,8.78
2018,PRY,10.71
2019,PRY,9.32
2020,PRY,10.09
2021,PRY,11.67
2002,PER,21.16
2003,PER,20.86
2004,PER,19.64
2005,PER,21.08
2006,PER,21.23
2007,PER,22.3
2008,PER,23.25
2009,PER,23.03
2010,PER,24.23
2011,PER,25.29
2012,PER,26.26
2013,PER,24.47
2014,PER,25.62
2015,PER,25.75
2016,PER,26.53
2017,PER,25.51
2018,PER,26.47
2019,PER,27.44
2020,PER,26.92
2021,PER,31.03
1996,PER,22.84
1997,PER,20.77
1998,PER,20.11
1999,PER,25.09
2000,PER,15.44
2001,PER,22.85
2001,PHL,15.8
2005,PHL,17.74
2006,PHL,17.78
2008,PHL,17.65
2003,PHL,20.86
1991,PHL,20.74
1992,PHL,19.94
1993,PHL,21.38
1994,PHL,20.44
1995,PHL,21.05
1996,PHL,22.43
1997,PHL,21.53
1998,PHL,20.95
1999,PHL,22.59
2000,PHL,21.23
2002,PHL,21.97
2012,PHL,19.45
2013,PHL,19.87
2014,PHL,20.01
2015,PHL,19.27
2016,PHL,18.45
2017,PHL,17.91
2018,PHL,18.34
2019,PHL,17.87
2020,PHL,17.3
2021,PHL,19.6
1995,POL,26.29
1996,POL,28.39
1997,POL,24.19
1999,POL,24.37
2000,POL,31.11
2001,POL,24.94
2002,POL,25.67
2003,POL,27.27
2004,POL,27.31
2005,POL,24.77
2006,POL,24.45
2007,POL,26.14
2008,POL,27.44
2009,POL,27.81
2010,POL,28.41
2011,POL,27.54
2012,POL,26.9
2013,POL,25.71
2014,POL,25.87
2015,POL,28.04
2016,POL,28.22
2017,POL,28.95
2018,POL,29.76
2019,POL,29.19
2020,POL,30.15
2021,POL,31.35
1993,PRT,34.72
1994,PRT,35.21
1995,PRT,34.64
1996,PRT,33.28
1997,PRT,38.01
1998,PRT,33.14
1999,PRT,31.4
2000,PRT,33.13
2001,PRT,36.26
2002,PRT,33.95
2003,PRT,34.77
2004,PRT,30.43
2005,PRT,35
2006,PRT,29.04
2007,PRT,29.52
2008,PRT,31.56
2009,PRT,32.53
2010,PRT,27.06
2011,PRT,32.25
2012,PRT,31.09
2013,PRT,29.69
2014,PRT,32.25
2015,PRT,33.88
2016,PRT,33.31
2017,PRT,28.05
2018,PRT,28.28
2019,PRT,29.7
2020,PRT,31.26
2021,PRT,31.94
2014,QAT,0
2018,QAT,0
2019,QAT,0
2020,QAT,0
1992,KOR,49.26
1993,KOR,51.35
1994,KOR,49.13
1995,KOR,50.28
1996,KOR,48.39
1997,KOR,50
1998,KOR,55.7
1999,KOR,55.14
2000,KOR,66.32
2001,KOR,67.97
2002,KOR,66.86
2003,KOR,73.36
2004,KOR,72.94
2005,KOR,72.86
2006,KOR,73.54
2007,KOR,70.54
2008,KOR,67.18
2009,KOR,68.67
2010,KOR,64.91
2011,KOR,63.73
2012,KOR,61.05
2013,KOR,61.56
2014,KOR,57.79
2015,KOR,56
2016,KOR,55.32
2017,KOR,54.29
2018,KOR,50.39
2019,KOR,47.55
2020,KOR,41.15
2021,KOR,39.49
2022,KOR,40.86
1999,MDA,43.19
2000,MDA,43.48
2001,MDA,43.32
2002,MDA,43.67
2003,MDA,43.36
2004,MDA,43.52
2005,MDA,44.32
2006,MDA,35.87
2007,MDA,34.88
2008,MDA,32.91
2009,MDA,33.67
2010,MDA,33.67
2011,MDA,31.09
2012,MDA,29.29
2013,MDA,30.53
2014,MDA,33.34
2015,MDA,33.12
2016,MDA,28.73
2017,MDA,27.95
2018,MDA,30.02
2019,MDA,31.52
2020,MDA,30.2
2021,MDA,30.92
2012,REU,2.91
1994,ROU,19.45
1995,ROU,21.15
1996,ROU,21.53
1997,ROU,19
1998,ROU,21.51
1999,ROU,24.34
2000,ROU,22.25
2001,ROU,22.08
2002,ROU,20.93
2003,ROU,19.79
2004,ROU,23.49
2005,ROU,21.68
2006,ROU,28.21
2007,ROU,22.08
2008,ROU,16.45
2009,ROU,18.32
2010,ROU,21.05
2011,ROU,19.35
2012,ROU,16.05
2013,ROU,16.87
2014,ROU,17.87
2015,ROU,20.94
2016,ROU,19.76
2017,ROU,19.36
2018,ROU,18.99
2019,ROU,19.85
2020,ROU,19.07
2021,ROU,15.62
1998,RUS,30.43
1999,RUS,31.92
2000,RUS,31.83
2001,RUS,31.79
2002,RUS,33.12
2003,RUS,31.83
2004,RUS,31.98
2010,RUS,29.07
2011,RUS,28.6
2012,RUS,28.28
2013,RUS,28.82
2014,RUS,28.25
2015,RUS,27.83
2016,RUS,27.05
2017,RUS,27.6
2018,RUS,26.43
2019,RUS,27.36
2020,RUS,28.59
2021,RUS,27.43
2014,RWA,55.33
2017,RWA,55.99
2018,RWA,56.82
2019,RWA,56
2020,RWA,55.79
2021,RWA,53.28
2017,LCA,15.05
2018,LCA,28.85
2019,LCA,13.65
2020,LCA,14.51
2021,LCA,15.11
2012,WSM,15.33
2017,WSM,13.24
1995,SMR,15
1996,SMR,13.64
1997,SMR,18.52
1998,SMR,16.67
1999,SMR,14.81
2001,SMR,25
2002,SMR,19.23
2003,SMR,19.23
2004,SMR,12.5
2005,SMR,14.29
2006,SMR,13.16
2007,SMR,16.13
2009,SMR,12.9
2010,SMR,25
2015,SMR,45.45
2016,SMR,35.9
2020,SMR,40.74
2018,SEN,27.18
2015,SEN,18.22
2016,SEN,19.56
2019,SEN,17.31
2008,SRB,32.9
2009,SRB,22.97
2010,SRB,23.2
2011,SRB,26.88
2012,SRB,27.2
2013,SRB,26.55
2014,SRB,22.68
2015,SRB,24.77
2016,SRB,26.95
2017,SRB,26.82
2018,SRB,26.81
2019,SRB,25.01
2020,SRB,26.27
2021,SRB,32.31
2011,SYC,12.69
2014,SYC,13.3
2015,SYC,26.03
2016,SYC,11.79
2017,SYC,9.08
2018,SYC,20.47
2019,SYC,13.32
2020,SYC,17.12
2018,SLE,11.38
2014,SLE,23.91
2004,SLE,26.99
1991,SGP,17.86
1992,SGP,13.33
1993,SGP,11.54
1994,SGP,20
1995,SGP,20
1996,SGP,25
1997,SGP,16.79
1998,SGP,21.37
1999,SGP,19.17
2001,SGP,24.6
2002,SGP,20.17
2003,SGP,25.98
2004,SGP,21.09
2021,SGP,54.09
1990,SVK,35.44
1991,SVK,35.07
1992,SVK,35.19
1993,SVK,34.2
1994,SVK,31.72
1995,SVK,31.43
1996,SVK,32.41
1997,SVK,31.88
1998,SVK,32.01
1999,SVK,29.6
2000,SVK,29.85
2001,SVK,28.95
2002,SVK,31.54
2003,SVK,28.86
2004,SVK,26.46
2005,SVK,26.82
2006,SVK,27.08
2007,SVK,27
2008,SVK,25.69
2009,SVK,25.6
2010,SVK,26.98
2011,SVK,25.21
2012,SVK,26.04
2013,SVK,25.2
2014,SVK,21.23
2015,SVK,20.94
2016,SVK,25.83
2017,SVK,25.43
2018,SVK,25.73
2019,SVK,22.46
2020,SVK,22.03
2021,SVK,30.23
1990,SVN,52.43
1991,SVN,52.61
1992,SVN,53.68
1993,SVN,38.89
1994,SVN,33.33
1995,SVN,42.86
1996,SVN,38.44
1997,SVN,36.09
1998,SVN,48.51
1999,SVN,30.82
2000,SVN,36.45
2001,SVN,25.88
2002,SVN,32.88
2003,SVN,37.4
2004,SVN,35.4
2005,SVN,32.45
2006,SVN,27.61
2007,SVN,38.7
2008,SVN,31.79
2009,SVN,33.4
2010,SVN,31.31
2011,SVN,32
2012,SVN,32.77
2013,SVN,32.09
2014,SVN,35.22
2015,SVN,29.26
2016,SVN,31.97
2017,SVN,34.27
2018,SVN,34.85
2019,SVN,41.98
2020,SVN,39.39
2021,SVN,53.35
2013,SLB,16.87
2019,SOM,27.21
2000,ZAF,32.19
2001,ZAF,27.91
2002,ZAF,28.27
2003,ZAF,27.91
2004,ZAF,29.97
2005,ZAF,29.66
2006,ZAF,30.23
2007,ZAF,30.41
2008,ZAF,32.75
2009,ZAF,32.52
2010,ZAF,34.94
2011,ZAF,33.32
2012,ZAF,33.4
2013,ZAF,31.04
2014,ZAF,30.82
2015,ZAF,33.98
2016,ZAF,31.3
2017,ZAF,32.43
2018,ZAF,34.76
2019,ZAF,32.57
2020,ZAF,33.27
2021,ZAF,29.45
1993,ESP,17.91
1994,ESP,14.61
1995,ESP,18.02
1996,ESP,14.9
1997,ESP,19.17
1998,ESP,17.75
1999,ESP,21.69
2000,ESP,21.29
2001,ESP,21.98
2002,ESP,22.62
2003,ESP,24
2004,ESP,24.21
2005,ESP,26.34
2006,ESP,27.06
2007,ESP,26.07
2008,ESP,27.01
2009,ESP,24.53
2010,ESP,24.55
2011,ESP,23.17
2012,ESP,23.53
2013,ESP,22.39
2014,ESP,23.56
2015,ESP,21.57
2016,ESP,21.07
2017,ESP,21.81
2018,ESP,21.47
2019,ESP,21.13
2020,ESP,20.3
2021,ESP,22.36
1990,LKA,51.45
1991,LKA,50.42
1992,LKA,52
1993,LKA,51.86
1994,LKA,52.37
1995,LKA,52.42
1996,LKA,51.77
1997,LKA,51.2
1998,LKA,53.11
1999,LKA,53.04
2000,LKA,53.4
2001,LKA,52.73
2002,LKA,42.68
2003,LKA,45.64
2004,LKA,44.67
2005,LKA,40.31
2006,LKA,45.81
2007,LKA,43.19
2009,LKA,39.31
2010,LKA,43.52
2011,LKA,43.32
2013,LKA,37.52
2014,LKA,36.39
2015,LKA,39.96
2016,LKA,38.46
2017,LKA,38.13
2018,LKA,38.98
2019,LKA,34.93
2020,LKA,36.01
1990,SDN,11.88
1992,SDN,4.39
2011,SDN,13.7
1990,SWE,21.67
1991,SWE,22.81
1992,SWE,26.42
1993,SWE,24.49
1994,SWE,25
1995,SWE,28.54
1996,SWE,32.21
1997,SWE,24.24
2000,SWE,31.83
2001,SWE,24.32
2002,SWE,24.15
2003,SWE,23.75
2004,SWE,20.95
2005,SWE,27.17
2006,SWE,25.71
2007,SWE,22.42
2008,SWE,23.38
2009,SWE,27.82
2010,SWE,28.15
2011,SWE,27.61
2012,SWE,28.81
2013,SWE,24.79
2014,SWE,24.04
2015,SWE,26.87
2016,SWE,28.76
2017,SWE,30.12
2018,SWE,27.41
2019,SWE,29.84
2020,SWE,28.03
2021,SWE,31.75
1991,CHE,30.19
1992,CHE,21.33
1993,CHE,28.88
1994,CHE,36.66
1995,CHE,21.2
1996,CHE,28.01
1997,CHE,21.62
1998,CHE,28.33
1999,CHE,18.46
2000,CHE,22.07
2001,CHE,18.66
2002,CHE,27.12
2003,CHE,29.61
2004,CHE,27.82
2005,CHE,28.42
2006,CHE,35.5
2007,CHE,26.9
2008,CHE,28.52
2009,CHE,41.05
2010,CHE,38.24
2011,CHE,37.56
2012,CHE,42
2013,CHE,39.2
2014,CHE,36.16
2015,CHE,39.77
2016,CHE,47.66
2017,CHE,44.47
2018,CHE,44.14
2019,CHE,36.47
2020,CHE,36.76
2021,CHE,31.07
2007,SYR,17.13
2003,TJK,45.77
2007,TJK,52.94
2009,TJK,53.15
2016,TJK,0.76
2017,TJK,0.1
2000,THA,46.41
2013,THA,43.54
2010,THA,41.11
2011,THA,42.06
2012,THA,43.32
2014,THA,40.53
2015,THA,39.84
2016,THA,40.46
2017,THA,39.23
2018,THA,39.64
2019,THA,38.66
2020,THA,38.48
2021,THA,37.24
2001,TLS,49.93
2007,TLS,16.89
2010,TLS,1.84
2013,TLS,14.86
2016,TLS,39.21
2021,TLS,17.89
2006,TGO,42.33
2011,TGO,44.6
2015,TGO,26.55
2017,TGO,22.42
2021,TON,13.98
2018,TON,5.84
1990,TTO,9.48
1991,TTO,10.78
1992,TTO,9.4
1993,TTO,8.97
1994,TTO,9.24
1995,TTO,9
1996,TTO,9.74
1997,TTO,7.94
1998,TTO,8.06
1999,TTO,5.88
2000,TTO,11.23
2001,TTO,9.22
2002,TTO,8.96
2011,TTO,24.7
2012,TTO,23.88
2013,TTO,20.15
2014,TTO,20.4
2015,TTO,27.25
2016,TTO,23.52
2019,TTO,41.93
2020,TTO,25.91
2021,TTO,50.09
2005,TUN,19.94
2006,TUN,19.63
2007,TUN,25.35
2008,TUN,21.93
2009,TUN,25.8
2010,TUN,22.11
2011,TUN,21.54
2012,TUN,22.91
2013,TUN,18.35
2014,TUN,19.06
2015,TUN,17.56
2016,TUN,19.99
2017,TUN,21.93
1990,TUR,34.93
1991,TUR,28.32
1992,TUR,30.82
1993,TUR,23.62
1994,TUR,37.8
1995,TUR,40.19
1996,TUR,32.9
1997,TUR,30.46
1998,TUR,30.01
1999,TUR,36.44
2000,TUR,27.74
2001,TUR,33.43
2002,TUR,39.24
2003,TUR,31.11
2004,TUR,34
2005,TUR,36.38
2006,TUR,36.52
2007,TUR,36.57
2008,TUR,10.98
2009,TUR,38.17
2010,TUR,41.64
2011,TUR,38.15
2012,TUR,35.26
2013,TUR,36.89
2014,TUR,39.28
2015,TUR,37.94
2016,TUR,37.05
2017,TUR,37.52
2018,TUR,37.26
2019,TUR,38.17
2020,TUR,32.34
2021,TUR,34.88
2006,TCA,14.83
2007,TCA,12.03
2016,TUV,11.36
2013,UGA,42.76
2012,UGA,34.76
2017,UGA,31.19
2021,UGA,34.13
1993,UKR,37.85
1994,UKR,43.45
2006,UKR,33.86
2007,UKR,33.75
2008,UKR,33.5
2009,UKR,29.16
2010,UKR,29.24
2011,UKR,27.73
2012,UKR,27.28
2013,UKR,27.66
2014,UKR,27.31
2015,UKR,27.58
2016,UKR,27.75
2017,UKR,28.61
2019,UKR,25.54
2020,UKR,25.21
2002,UKR,35.85
2003,UKR,35.28
2004,UKR,34.88
2005,UKR,34.26
2008,ARE,0.82
2017,ARE,0.17
2019,ARE,0.71
2005,ARE,0.26
1993,GBR,25.54
1994,GBR,27.79
1995,GBR,28.24
1996,GBR,29.31
1997,GBR,28.34
1998,GBR,26.02
1999,GBR,24.74
2000,GBR,24.12
2001,GBR,26.97
2002,GBR,26.16
2003,GBR,23.25
2004,GBR,25.23
2005,GBR,29.15
2006,GBR,25.2
2007,GBR,27.68
2008,GBR,33.79
2009,GBR,24.29
2010,GBR,25.49
2011,GBR,26.88
2012,GBR,30.04
2013,GBR,32.69
2014,GBR,32.07
2015,GBR,30.3
2016,GBR,29.53
2017,GBR,30.42
2018,GBR,30.11
2019,GBR,30.91
2020,GBR,34.23
1990,GBR,28.57
1991,GBR,28.71
1992,GBR,28.85
2011,TZA,16.92
2013,TZA,37.26
2001,TZA,12.55
2006,TZA,2.26
2014,TZA,13.19
2020,TZA,25.5
1990,USA,22.13
1991,USA,21.34
1992,USA,21.66
1993,USA,21.73
1994,USA,22.39
1995,USA,23.1
1996,USA,24.18
1997,USA,23.86
1998,USA,23.7
1999,USA,25.41
2003,USA,25.75
2004,USA,24.01
2005,USA,24.4
2006,USA,25.32
2007,USA,23
2008,USA,23.96
2009,USA,23.56
2010,USA,24.51
2011,USA,26.06
2012,USA,26.63
2013,USA,24.07
2014,USA,24.41
2015,USA,24.71
2016,USA,24.79
2017,USA,24.57
2018,USA,26.1
2019,USA,27.09
2020,USA,28.03
2021,USA,27.5
2022,USA,29.43
2000,URY,9.77
2001,URY,14.3
2002,URY,9.75
2003,URY,12.37
2004,URY,12.01
2005,URY,11.91
2006,URY,15.24
2007,URY,14.79
2008,URY,15.47
2009,URY,15.17
2010,URY,16.91
2011,URY,16.5
2012,URY,16.44
2013,URY,16.56
2014,URY,16.66
2015,URY,19.69
2016,URY,16.47
2017,URY,15.4
2018,URY,16.64
2019,URY,16.15
2020,URY,16.68
2021,URY,16.4
2015,UZB,17.31
2016,UZB,17.2
2017,UZB,14.97
2018,UZB,14.09
2019,UZB,15.57
2006,VUT,18.91
2010,VUT,35.27
2019,VUT,21.49
2009,VUT,22.64
2005,VEN,5.25
2006,VEN,5.97
2007,VEN,5.9
2008,VEN,6.35
2009,VEN,7.56
2010,VEN,7.19
2011,VEN,7.29
2012,VEN,7.49
2016,VEN,8.92
2017,VEN,12.78
2020,VEN,11.09
2007,VNM,38.54
2009,VNM,41.13
2010,VNM,37.19
2011,VNM,37.45
2012,VNM,35.78
2013,VNM,35.09
2014,VNM,34.95
2015,VNM,34.46
2016,VNM,33.87
2017,VNM,34.74
2018,VNM,35.36
2019,VNM,34.69
2020,VNM,34.3
2021,VNM,35.68
1999,YEM,14.35
2010,YEM,6.42
2014,YEM,3.13
2017,ZMB,18.39
2018,ZMB,20.36
2019,ZMB,19.87
2020,ZMB,24.01
2021,ZMB,26.58
1990,ZWE,26.1
1991,ZWE,26.69
1992,ZWE,27.06
1993,ZWE,29.03
1994,ZWE,29.72
1995,ZWE,29.94
1996,ZWE,30.92
1997,ZWE,31.57
1998,ZWE,31.76
1999,ZWE,32.07
2000,ZWE,32.18
2001,ZWE,32.05
2002,ZWE,31.73
2011,ZWE,31.28
2014,ZWE,29.66
2019,ZWE,27.96
