year,geog,value
2014,TKM,99.9
2015,TKM,100
2016,TKM,100
2017,TKM,100
2018,TKM,100
2019,TKM,99.9
2020,TKM,100
2000,TCA,95.6
2001,TCA,94.9
2002,TCA,95.2
2003,TCA,95.5
2004,TCA,95.7
2005,TCA,96
2006,TCA,96.3
2007,TCA,96.6
2008,TCA,96.9
2009,TCA,100
2010,TCA,100
2011,TCA,100
2012,TCA,93.1
2013,TCA,100
2014,TCA,100
2015,TCA,100
2016,TCA,100
2017,TCA,100
2018,TCA,100
2019,TCA,100
2020,TCA,99.4
2000,TUV,94.6
2001,TUV,94.8
2002,TUV,94.6
2003,TUV,95.2
2004,TUV,95.4
2005,TUV,95.6
2006,TUV,95.8
2007,TUV,96.7
2008,TUV,96.2
2009,TUV,96.4
2010,TUV,96.6
2011,TUV,96.9
2012,TUV,97.7
2013,TUV,97.4
2014,TUV,97.7
2015,TUV,98
2016,TUV,97.3
2017,TUV,98.9
2018,TUV,99.1
2019,TUV,99.7
2020,TUV,99.7
2000,UGA,7.4
2001,UGA,8.6
2002,UGA,7.8
2003,UGA,10.6
2004,UGA,11.6
2005,UGA,8.9
2006,UGA,9
2007,UGA,14.8
2008,UGA,15.9
2009,UGA,10
2010,UGA,12.1
2011,UGA,14.6
2012,UGA,20.3
2013,UGA,13.9
2014,UGA,20.4
2015,UGA,18.5
2016,UGA,26.7
2017,UGA,32.5
2018,UGA,41.9
2019,UGA,41.3
2020,UGA,42.1
2000,UKR,100
2001,UKR,100
2002,UKR,100
2003,UKR,100
2004,UKR,100
2005,UKR,99.9
2006,UKR,100
2007,UKR,99.8
2008,UKR,100
2009,UKR,100
2010,UKR,100
2011,UKR,100
2012,UKR,99.9
2013,UKR,100
2014,UKR,100
2015,UKR,100
2016,UKR,100
2017,UKR,100
2018,UKR,100
2019,UKR,100
2020,UKR,100
2000,ARE,100
2001,ARE,100
2002,ARE,100
2003,ARE,100
2004,ARE,100
2005,ARE,100
2006,ARE,100
2007,ARE,100
2008,ARE,100
2009,ARE,100
2010,ARE,100
2011,ARE,100
2012,ARE,100
2013,ARE,100
2014,ARE,100
2015,ARE,100
2016,ARE,100
2017,ARE,100
2018,ARE,100
2019,ARE,100
2020,ARE,100
2000,GBR,100
2001,GBR,100
2002,GBR,100
2003,GBR,100
2004,GBR,100
2005,GBR,100
2006,GBR,100
2007,GBR,100
2008,GBR,100
2009,GBR,100
2010,GBR,100
2011,GBR,100
2012,GBR,100
2013,GBR,100
2014,GBR,100
2015,GBR,100
2016,GBR,100
2017,GBR,100
2018,GBR,100
2019,GBR,100
2020,GBR,100
2000,TZA,8.9
2001,TZA,9.9
2002,TZA,10.8
2003,TZA,11.1
2004,TZA,11.4
2005,TZA,13.6
2006,TZA,14.5
2007,TZA,15.5
2008,TZA,11.5
2009,TZA,11.2
2010,TZA,14.8
2011,TZA,14.2
2012,TZA,15.3
2013,TZA,16.4
2014,TZA,23.5
2015,TZA,26.2
2016,TZA,32.8
2017,TZA,32.3
2018,TZA,35
2019,TZA,37.7
2020,TZA,39.9
2000,USA,100
2001,USA,100
2002,USA,100
2003,USA,100
2004,USA,100
2005,USA,100
2006,USA,100
2007,USA,100
2008,USA,100
2009,USA,100
2010,USA,100
2011,USA,100
2012,USA,100
2013,USA,100
2014,USA,100
2015,USA,100
2016,USA,100
2017,USA,100
2018,USA,100
2019,USA,100
2020,USA,100
2000,VIR,100
2001,VIR,100
2002,VIR,100
2003,VIR,100
2004,VIR,100
2005,VIR,100
2006,VIR,100
2007,VIR,100
2008,VIR,100
2009,VIR,100
2010,VIR,100
2011,VIR,100
2012,VIR,100
2013,VIR,100
2014,VIR,100
2015,VIR,100
2016,VIR,100
2017,VIR,100
2018,VIR,100
2019,VIR,100
2020,VIR,100
2000,URY,97.7
2001,URY,97.8
2002,URY,97.9
2003,URY,98
2004,URY,98.1
2005,URY,98.2
2006,URY,98.5
2007,URY,98.7
2008,URY,98.8
2009,URY,99.1
2010,URY,99.3
2011,URY,99.2
2012,URY,99.6
2013,URY,99.6
2014,URY,99.7
2015,URY,99.7
2016,URY,99.7
2017,URY,99.8
2018,URY,99.8
2019,URY,99.9
2020,URY,100
2000,UZB,99.6
2001,UZB,99.6
2002,UZB,99.7
2003,UZB,99.7
2004,UZB,99.7
2005,UZB,99.7
2006,UZB,99.5
2007,UZB,99.8
2008,UZB,99.8
2009,UZB,99.9
2010,UZB,99.9
2011,UZB,100
2012,UZB,100
2013,UZB,100
2014,UZB,100
2015,UZB,100
2016,UZB,100
2017,UZB,100
2018,UZB,100
2019,UZB,100
2020,UZB,100
2000,VUT,22.1
2001,VUT,23.9
2002,VUT,25.7
2003,VUT,27.5
2004,VUT,29.3
2005,VUT,31.1
2006,VUT,26.4
2007,VUT,33.6
2008,VUT,36.5
2009,VUT,33.3
2010,VUT,44.1
2011,VUT,41.9
2012,VUT,43.8
2013,VUT,31.7
2014,VUT,49.1
2015,VUT,52.2
2016,VUT,57.8
2017,VUT,62.8
2018,VUT,61.8
2019,VUT,64.6
2020,VUT,67.3
2000,VEN,98.9
2001,VEN,99.9
2002,VEN,99.8
2003,VEN,95.7
2004,VEN,99.1
2005,VEN,98.9
2006,VEN,99.3
2007,VEN,98.9
2008,VEN,98.9
2009,VEN,98.9
2010,VEN,99.1
2011,VEN,98.8
2012,VEN,99.2
2013,VEN,99.3
2014,VEN,100
2015,VEN,100
2016,VEN,99.4
2017,VEN,99.2
2018,VEN,99.9
2019,VEN,100
2020,VEN,100
2000,VNM,87.8
2001,VNM,88.6
2002,VNM,89.1
2003,VNM,90.1
2004,VNM,90.9
2005,VNM,96.1
2006,VNM,96
2007,VNM,93.2
2008,VNM,94
2009,VNM,96.1
2010,VNM,97.4
2011,VNM,99
2012,VNM,97.9
2013,VNM,98.6
2014,VNM,99.2
2015,VNM,99.8
2016,VNM,99.2
2017,VNM,100
2018,VNM,100
2019,VNM,99.4
2020,VNM,100
2000,YEM,49.2
2001,YEM,50.3
2002,YEM,51.5
2003,YEM,52.6
2004,YEM,49.6
2005,YEM,54.9
2006,YEM,55.8
2007,YEM,57.2
2008,YEM,58.3
2009,YEM,59.5
2010,YEM,60.7
2011,YEM,61.9
2012,YEM,52.4
2013,YEM,75.6
2014,YEM,66.1
2015,YEM,67.3
2016,YEM,68.9
2017,YEM,79.2
2018,YEM,62
2019,YEM,72.8
2020,YEM,73.8
2000,ZMB,16.7
2001,ZMB,20.2
2002,ZMB,17.4
2003,ZMB,18.5
2004,ZMB,20.3
2005,ZMB,23.3
2006,ZMB,24.1
2007,ZMB,18.5
2008,ZMB,25.7
2009,ZMB,26.5
2010,ZMB,22
2011,ZMB,28.2
2012,ZMB,29
2013,ZMB,29.9
2014,ZMB,27.9
2015,ZMB,31.1
2016,ZMB,35.4
2017,ZMB,40.3
2018,ZMB,40.3
2019,ZMB,43
2020,ZMB,44.5
2000,ZWE,33.7
2001,ZWE,34.2
2002,ZWE,34.2
2003,ZWE,35.2
2004,ZWE,35.7
2005,ZWE,36.2
2006,ZWE,37.2
2007,ZWE,37.2
2008,ZWE,37.7
2009,ZWE,43.4
2010,ZWE,38.8
2011,ZWE,36.9
2012,ZWE,44
2013,ZWE,40.5
2014,ZWE,32.3
2015,ZWE,33.7
2016,ZWE,42.6
2017,ZWE,44.2
2018,ZWE,45.6
2019,ZWE,46.8
2020,ZWE,52.7
