year,geo,disagg_type,disagg,value,projections,benchmark_low,benchmark_mid,benchmark_high
2006,LBY,All,Total,28.8,,,,
2007,LBY,All,Total,29.3,,,,
2008,LBY,All,Total,29.9,,,,
2009,LBY,All,Total,30.4,,,,
2010,LBY,All,Total,30.9,,,,
2011,LBY,All,Total,31.5,,,,
2012,LBY,All,Total,32,,,,
2013,LBY,All,Total,32.5,,,,
2014,LBY,All,Total,33,,,,
2015,LBY,All,Total,33.5,,,,
2016,LBY,All,Total,34,,,,
2017,LBY,All,Total,34.5,,,,
2018,LBY,All,Total,35,,,,
2019,LBY,All,Total,35.4,,,,
2020,LBY,All,Total,35.8,,,,
2021,LBY,All,Total,36.3,,,,
2022,LBY,All,Total,36.7,,,,
2000,LCA,Sex,Female,25.6,,,,
2001,LCA,Sex,Female,26.7,,,,
2002,LCA,Sex,Female,27.7,,,,
2003,LCA,Sex,Female,28.8,,,,
2004,LCA,Sex,Female,29.8,,,,
2005,LCA,Sex,Female,30.8,,,,
2006,LCA,Sex,Female,31.8,,,,
2007,LCA,Sex,Female,32.8,,,,
2008,LCA,Sex,Female,33.8,,,,
2009,LCA,Sex,Female,34.7,,,,
2010,LCA,Sex,Female,35.7,,,,
2011,LCA,Sex,Female,36.6,,,,
2012,LCA,Sex,Female,37.5,,,,
2013,LCA,Sex,Female,38.4,,,,
2014,LCA,Sex,Female,39.3,,,,
2015,LCA,Sex,Female,40.2,,,,
2016,LCA,Sex,Female,41.1,,,,
2017,LCA,Sex,Female,41.9,,,,
2018,LCA,Sex,Female,42.8,,,,
2019,LCA,Sex,Female,43.6,,,,
2020,LCA,Sex,Female,44.4,,,,
2021,LCA,Sex,Female,45.2,,,,
2022,LCA,Sex,Female,46.1,,,,
2000,LCA,Sex,Male,8.3,,,,
2001,LCA,Sex,Male,8.7,,,,
2002,LCA,Sex,Male,9.2,,,,
2003,LCA,Sex,Male,9.8,,,,
2004,LCA,Sex,Male,10.3,,,,
2005,LCA,Sex,Male,10.8,,,,
2006,LCA,Sex,Male,11.3,,,,
2007,LCA,Sex,Male,11.8,,,,
2008,LCA,Sex,Male,12.3,,,,
2009,LCA,Sex,Male,12.8,,,,
2010,LCA,Sex,Male,13.3,,,,
2011,LCA,Sex,Male,13.8,,,,
2012,LCA,Sex,Male,14.3,,,,
2013,LCA,Sex,Male,14.8,,,,
2014,LCA,Sex,Male,15.3,,,,
2015,LCA,Sex,Male,15.8,,,,
2016,LCA,Sex,Male,16.4,,,,
2017,LCA,Sex,Male,17,,,,
2018,LCA,Sex,Male,17.6,,,,
2019,LCA,Sex,Male,18.2,,,,
2020,LCA,Sex,Male,18.9,,,,
2021,LCA,Sex,Male,19.6,,,,
2022,LCA,Sex,Male,20.4,,,,
2000,LCA,All,Total,17.2,,,,
2001,LCA,All,Total,17.9,,,,
2002,LCA,All,Total,18.7,,,,
2003,LCA,All,Total,19.5,,,,
2004,LCA,All,Total,20.2,,,,
2005,LCA,All,Total,21,,,,
2006,LCA,All,Total,21.7,,,,
2007,LCA,All,Total,22.5,,,,
2008,LCA,All,Total,23.2,,,,
2009,LCA,All,Total,23.9,,,,
2010,LCA,All,Total,24.6,,,,
2011,LCA,All,Total,25.4,,,,
2012,LCA,All,Total,26.1,,,,
2013,LCA,All,Total,26.8,,,,
2014,LCA,All,Total,27.5,,,,
2015,LCA,All,Total,28.2,,,,
2016,LCA,All,Total,28.9,,,,
2017,LCA,All,Total,29.6,,,,
2018,LCA,All,Total,30.4,,,,
2019,LCA,All,Total,31.1,,,,
2020,LCA,All,Total,31.9,,,,
2021,LCA,All,Total,32.7,,,,
2022,LCA,All,Total,33.5,,,,
2000,LKA,Sex,Female,3.5,,,,
2001,LKA,Sex,Female,3.8,,,,
2002,LKA,Sex,Female,4,,,,
2003,LKA,Sex,Female,4.3,,,,
2004,LKA,Sex,Female,4.6,,,,
2005,LKA,Sex,Female,5,,,,
2006,LKA,Sex,Female,5.3,,,,
2007,LKA,Sex,Female,5.7,,,,
2008,LKA,Sex,Female,6.1,,,,
2009,LKA,Sex,Female,6.5,,,,
2010,LKA,Sex,Female,6.9,,,,
2011,LKA,Sex,Female,7.4,,,,
2012,LKA,Sex,Female,7.9,,,,
2013,LKA,Sex,Female,8.4,,,,
2014,LKA,Sex,Female,8.9,,,,
2015,LKA,Sex,Female,9.5,,,,
2016,LKA,Sex,Female,10.1,,,,
2017,LKA,Sex,Female,10.7,,,,
2018,LKA,Sex,Female,11.4,,,,
2019,LKA,Sex,Female,12.1,,,,
2020,LKA,Sex,Female,12.8,,,,
2021,LKA,Sex,Female,13.5,,,,
2022,LKA,Sex,Female,14.2,,,,
2000,LKA,Sex,Male,1.3,,,,
2001,LKA,Sex,Male,1.4,,,,
2002,LKA,Sex,Male,1.5,,,,
2003,LKA,Sex,Male,1.7,,,,
2004,LKA,Sex,Male,1.8,,,,
2005,LKA,Sex,Male,2,,,,
2006,LKA,Sex,Male,2.2,,,,
2007,LKA,Sex,Male,2.4,,,,
2008,LKA,Sex,Male,2.5,,,,
2009,LKA,Sex,Male,2.7,,,,
2010,LKA,Sex,Male,3,,,,
2011,LKA,Sex,Male,3.2,,,,
2012,LKA,Sex,Male,3.4,,,,
2013,LKA,Sex,Male,3.6,,,,
2014,LKA,Sex,Male,3.9,,,,
2015,LKA,Sex,Male,4.2,,,,
2016,LKA,Sex,Male,4.4,,,,
2017,LKA,Sex,Male,4.8,,,,
2018,LKA,Sex,Male,5.1,,,,
2019,LKA,Sex,Male,5.4,,,,
2020,LKA,Sex,Male,5.8,,,,
2021,LKA,Sex,Male,6.2,,,,
2022,LKA,Sex,Male,6.6,,,,
2000,LKA,All,Total,2.4,,,,
2001,LKA,All,Total,2.6,,,,
2002,LKA,All,Total,2.8,,,,
2003,LKA,All,Total,3,,,,
2004,LKA,All,Total,3.3,,,,
2005,LKA,All,Total,3.5,,,,
2006,LKA,All,Total,3.8,,,,
2007,LKA,All,Total,4.1,,,,
2008,LKA,All,Total,4.4,,,,
2009,LKA,All,Total,4.7,,,,
2010,LKA,All,Total,5,,,,
2011,LKA,All,Total,5.4,,,,
2012,LKA,All,Total,5.7,,,,
2013,LKA,All,Total,6.1,,,,
2014,LKA,All,Total,6.5,,,,
2015,LKA,All,Total,6.9,,,,
2016,LKA,All,Total,7.4,,,,
2017,LKA,All,Total,7.9,,,,
2018,LKA,All,Total,8.4,,,,
2019,LKA,All,Total,8.9,,,,
2020,LKA,All,Total,9.4,,,,
2021,LKA,All,Total,10,,,,
2022,LKA,All,Total,10.6,,,,
2000,LSO,Sex,Female,18.1,,,,
2001,LSO,Sex,Female,18.7,,,,
2002,LSO,Sex,Female,19.3,,,,
2003,LSO,Sex,Female,20,,,,
2004,LSO,Sex,Female,20.6,,,,
2005,LSO,Sex,Female,21.3,,,,
2006,LSO,Sex,Female,21.9,,,,
2007,LSO,Sex,Female,22.5,,,,
2008,LSO,Sex,Female,23.2,,,,
2009,LSO,Sex,Female,23.8,,,,
2010,LSO,Sex,Female,24.4,,,,
2011,LSO,Sex,Female,25.1,,,,
2012,LSO,Sex,Female,25.7,,,,
2013,LSO,Sex,Female,26.4,,,,
2014,LSO,Sex,Female,27,,,,
2015,LSO,Sex,Female,27.7,,,,
2016,LSO,Sex,Female,28.4,,,,
2017,LSO,Sex,Female,29.1,,,,
2018,LSO,Sex,Female,29.8,,,,
2019,LSO,Sex,Female,30.5,,,,
2020,LSO,Sex,Female,31.2,,,,
2021,LSO,Sex,Female,31.9,,,,
2022,LSO,Sex,Female,32.7,,,,
2000,LSO,Sex,Male,2.7,,,,
2001,LSO,Sex,Male,2.8,,,,
2002,LSO,Sex,Male,3,,,,
2003,LSO,Sex,Male,3.2,,,,
2004,LSO,Sex,Male,3.3,,,,
2005,LSO,Sex,Male,3.5,,,,
2006,LSO,Sex,Male,3.7,,,,
2007,LSO,Sex,Male,3.9,,,,
2008,LSO,Sex,Male,4.1,,,,
2009,LSO,Sex,Male,4.3,,,,
2010,LSO,Sex,Male,4.5,,,,
2011,LSO,Sex,Male,4.8,,,,
2012,LSO,Sex,Male,5,,,,
2013,LSO,Sex,Male,5.2,,,,
2014,LSO,Sex,Male,5.4,,,,
2015,LSO,Sex,Male,5.7,,,,
2016,LSO,Sex,Male,6,,,,
2017,LSO,Sex,Male,6.3,,,,
2018,LSO,Sex,Male,6.7,,,,
2019,LSO,Sex,Male,7.1,,,,
2020,LSO,Sex,Male,7.5,,,,
2021,LSO,Sex,Male,8,,,,
2022,LSO,Sex,Male,8.4,,,,
2000,LSO,All,Total,10.8,,,,
2001,LSO,All,Total,11.2,,,,
2002,LSO,All,Total,11.6,,,,
2003,LSO,All,Total,12,,,,
2004,LSO,All,Total,12.5,,,,
2005,LSO,All,Total,12.9,,,,
2006,LSO,All,Total,13.4,,,,
2007,LSO,All,Total,13.8,,,,
2008,LSO,All,Total,14.2,,,,
2009,LSO,All,Total,14.6,,,,
2010,LSO,All,Total,15.1,,,,
2011,LSO,All,Total,15.5,,,,
2012,LSO,All,Total,15.9,,,,
2013,LSO,All,Total,16.3,,,,
2014,LSO,All,Total,16.8,,,,
2015,LSO,All,Total,17.2,,,,
2016,LSO,All,Total,17.7,,,,
2017,LSO,All,Total,18.2,,,,
2018,LSO,All,Total,18.7,,,,
2019,LSO,All,Total,19.2,,,,
2020,LSO,All,Total,19.8,,,,
2021,LSO,All,Total,20.4,,,,
2022,LSO,All,Total,21,,,,
2000,LTU,Sex,Female,22.5,,,,
2001,LTU,Sex,Female,22.5,,,,
2002,LTU,Sex,Female,22.5,,,,
2003,LTU,Sex,Female,22.5,,,,
2004,LTU,Sex,Female,22.6,,,,
2005,LTU,Sex,Female,22.6,,,,
2006,LTU,Sex,Female,22.7,,,,
2007,LTU,Sex,Female,22.8,,,,
2008,LTU,Sex,Female,22.8,,,,
2009,LTU,Sex,Female,22.9,,,,
2010,LTU,Sex,Female,22.9,,,,
2011,LTU,Sex,Female,22.9,,,,
2012,LTU,Sex,Female,23,,,,
2013,LTU,Sex,Female,23,,,,
2014,LTU,Sex,Female,23,,,,
2015,LTU,Sex,Female,23,,,,
2016,LTU,Sex,Female,23.1,,,,
2017,LTU,Sex,Female,23.1,,,,
2018,LTU,Sex,Female,23.1,,,,
2019,LTU,Sex,Female,23.1,,,,
2020,LTU,Sex,Female,23.1,,,,
2021,LTU,Sex,Female,23.1,,,,
2022,LTU,Sex,Female,23.1,,,,
2000,LTU,Sex,Male,16.6,,,,
2001,LTU,Sex,Male,17,,,,
2002,LTU,Sex,Male,17.5,,,,
2003,LTU,Sex,Male,17.9,,,,
2004,LTU,Sex,Male,18.4,,,,
2005,LTU,Sex,Male,18.9,,,,
2006,LTU,Sex,Male,19.4,,,,
2007,LTU,Sex,Male,20,,,,
2008,LTU,Sex,Male,20.5,,,,
2009,LTU,Sex,Male,20.9,,,,
2010,LTU,Sex,Male,21.4,,,,
2011,LTU,Sex,Male,21.8,,,,
2012,LTU,Sex,Male,22.3,,,,
2013,LTU,Sex,Male,22.7,,,,
2014,LTU,Sex,Male,23.1,,,,
2015,LTU,Sex,Male,23.6,,,,
2016,LTU,Sex,Male,24,,,,
2017,LTU,Sex,Male,24.5,,,,
2018,LTU,Sex,Male,24.9,,,,
2019,LTU,Sex,Male,25.4,,,,
2020,LTU,Sex,Male,25.9,,,,
2021,LTU,Sex,Male,26.3,,,,
2022,LTU,Sex,Male,26.8,,,,
2000,LTU,All,Total,20.1,,,,
2001,LTU,All,Total,20.3,,,,
2002,LTU,All,Total,20.5,,,,
2003,LTU,All,Total,20.7,,,,
2004,LTU,All,Total,21,,,,
2005,LTU,All,Total,21.3,,,,
2006,LTU,All,Total,21.5,,,,
2007,LTU,All,Total,21.8,,,,
2008,LTU,All,Total,22.1,,,,
2009,LTU,All,Total,22.3,,,,
2010,LTU,All,Total,22.5,,,,
2011,LTU,All,Total,22.8,,,,
2012,LTU,All,Total,23,,,,
2013,LTU,All,Total,23.2,,,,
2014,LTU,All,Total,23.4,,,,
2015,LTU,All,Total,23.7,,,,
2016,LTU,All,Total,23.9,,,,
2017,LTU,All,Total,24.1,,,,
2018,LTU,All,Total,24.4,,,,
2019,LTU,All,Total,24.6,,,,
2020,LTU,All,Total,24.8,,,,
2021,LTU,All,Total,25.1,,,,
2022,LTU,All,Total,25.4,,,,
2000,LUX,Sex,Female,15.3,,,,
2001,LUX,Sex,Female,15.5,,,,
2002,LUX,Sex,Female,15.7,,,,
2003,LUX,Sex,Female,15.9,,,,
2004,LUX,Sex,Female,16.1,,,,
2005,LUX,Sex,Female,16.2,,,,
2006,LUX,Sex,Female,16.4,,,,
2007,LUX,Sex,Female,16.5,,,,
2008,LUX,Sex,Female,16.5,,,,
2009,LUX,Sex,Female,16.6,,,,
2010,LUX,Sex,Female,16.6,,,,
2011,LUX,Sex,Female,16.6,,,,
2012,LUX,Sex,Female,16.6,,,,
2013,LUX,Sex,Female,16.6,,,,
2014,LUX,Sex,Female,16.6,,,,
2015,LUX,Sex,Female,16.6,,,,
2016,LUX,Sex,Female,16.6,,,,
2017,LUX,Sex,Female,16.5,,,,
2018,LUX,Sex,Female,16.5,,,,
2019,LUX,Sex,Female,16.5,,,,
2020,LUX,Sex,Female,16.5,,,,
2021,LUX,Sex,Female,16.5,,,,
2022,LUX,Sex,Female,16.5,,,,
2000,LUX,Sex,Male,16.6,,,,
2001,LUX,Sex,Male,17.1,,,,
2002,LUX,Sex,Male,17.5,,,,
2003,LUX,Sex,Male,18,,,,
2004,LUX,Sex,Male,18.4,,,,
2005,LUX,Sex,Male,18.8,,,,
2006,LUX,Sex,Male,19.1,,,,
2007,LUX,Sex,Male,19.3,,,,
2008,LUX,Sex,Male,19.5,,,,
2009,LUX,Sex,Male,19.7,,,,
2010,LUX,Sex,Male,19.8,,,,
2011,LUX,Sex,Male,19.8,,,,
2012,LUX,Sex,Male,19.8,,,,
2013,LUX,Sex,Male,19.8,,,,
2014,LUX,Sex,Male,19.8,,,,
2015,LUX,Sex,Male,19.8,,,,
2016,LUX,Sex,Male,19.8,,,,
2017,LUX,Sex,Male,19.9,,,,
2018,LUX,Sex,Male,19.9,,,,
2019,LUX,Sex,Male,20,,,,
2020,LUX,Sex,Male,20.1,,,,
2021,LUX,Sex,Male,20.2,,,,
2022,LUX,Sex,Male,20.3,,,,
2000,LUX,All,Total,16,,,,
2001,LUX,All,Total,16.3,,,,
2002,LUX,All,Total,16.7,,,,
2003,LUX,All,Total,17,,,,
2004,LUX,All,Total,17.3,,,,
2005,LUX,All,Total,17.5,,,,
2006,LUX,All,Total,17.7,,,,
2007,LUX,All,Total,17.9,,,,
2008,LUX,All,Total,18.1,,,,
2009,LUX,All,Total,18.1,,,,
2010,LUX,All,Total,18.2,,,,
2011,LUX,All,Total,18.2,,,,
2012,LUX,All,Total,18.2,,,,
2013,LUX,All,Total,18.2,,,,
2014,LUX,All,Total,18.2,,,,
2015,LUX,All,Total,18.2,,,,
2016,LUX,All,Total,18.2,,,,
2017,LUX,All,Total,18.2,,,,
2018,LUX,All,Total,18.2,,,,
2019,LUX,All,Total,18.3,,,,
2020,LUX,All,Total,18.3,,,,
2021,LUX,All,Total,18.4,,,,
2022,LUX,All,Total,18.4,,,,
2000,LVA,Sex,Female,19.5,,,,
2001,LVA,Sex,Female,19.8,,,,
2002,LVA,Sex,Female,20,,,,
2003,LVA,Sex,Female,20.3,,,,
2004,LVA,Sex,Female,20.5,,,,
2005,LVA,Sex,Female,20.8,,,,
2006,LVA,Sex,Female,21,,,,
2007,LVA,Sex,Female,21.2,,,,
2008,LVA,Sex,Female,21.4,,,,
2009,LVA,Sex,Female,21.6,,,,
2010,LVA,Sex,Female,21.8,,,,
2011,LVA,Sex,Female,21.9,,,,
2012,LVA,Sex,Female,22,,,,
2013,LVA,Sex,Female,22.2,,,,
2014,LVA,Sex,Female,22.3,,,,
2015,LVA,Sex,Female,22.4,,,,
2016,LVA,Sex,Female,22.5,,,,
2017,LVA,Sex,Female,22.6,,,,
2018,LVA,Sex,Female,22.7,,,,
2019,LVA,Sex,Female,22.8,,,,
2020,LVA,Sex,Female,22.8,,,,
2021,LVA,Sex,Female,22.9,,,,
2022,LVA,Sex,Female,23,,,,
2000,LVA,Sex,Male,14.4,,,,
2001,LVA,Sex,Male,14.9,,,,
2002,LVA,Sex,Male,15.4,,,,
2003,LVA,Sex,Male,16,,,,
2004,LVA,Sex,Male,16.5,,,,
2005,LVA,Sex,Male,17.1,,,,
2006,LVA,Sex,Male,17.6,,,,
2007,LVA,Sex,Male,18.2,,,,
2008,LVA,Sex,Male,18.7,,,,
2009,LVA,Sex,Male,19.2,,,,
2010,LVA,Sex,Male,19.6,,,,
2011,LVA,Sex,Male,20.1,,,,
2012,LVA,Sex,Male,20.5,,,,
2013,LVA,Sex,Male,20.9,,,,
2014,LVA,Sex,Male,21.3,,,,
2015,LVA,Sex,Male,21.7,,,,
2016,LVA,Sex,Male,22.1,,,,
2017,LVA,Sex,Male,22.6,,,,
2018,LVA,Sex,Male,23,,,,
2019,LVA,Sex,Male,23.4,,,,
2020,LVA,Sex,Male,23.9,,,,
2021,LVA,Sex,Male,24.3,,,,
2022,LVA,Sex,Male,24.8,,,,
2000,LVA,All,Total,17.5,,,,
2001,LVA,All,Total,17.9,,,,
2002,LVA,All,Total,18.2,,,,
2003,LVA,All,Total,18.6,,,,
2004,LVA,All,Total,19,,,,
2005,LVA,All,Total,19.4,,,,
2006,LVA,All,Total,19.8,,,,
2007,LVA,All,Total,20.2,,,,
2008,LVA,All,Total,20.5,,,,
2009,LVA,All,Total,20.8,,,,
2010,LVA,All,Total,21.1,,,,
2011,LVA,All,Total,21.4,,,,
2012,LVA,All,Total,21.7,,,,
2013,LVA,All,Total,21.9,,,,
2014,LVA,All,Total,22.2,,,,
2015,LVA,All,Total,22.5,,,,
2016,LVA,All,Total,22.7,,,,
2017,LVA,All,Total,23,,,,
2018,LVA,All,Total,23.2,,,,
2019,LVA,All,Total,23.5,,,,
2020,LVA,All,Total,23.7,,,,
2021,LVA,All,Total,24,,,,
2022,LVA,All,Total,24.3,,,,
2000,MAR,Sex,Female,15.7,,,,
2001,MAR,Sex,Female,16.2,,,,
2002,MAR,Sex,Female,16.7,,,,
2003,MAR,Sex,Female,17.3,,,,
2004,MAR,Sex,Female,17.8,,,,
2005,MAR,Sex,Female,18.4,,,,
2006,MAR,Sex,Female,18.9,,,,
2007,MAR,Sex,Female,19.5,,,,
2008,MAR,Sex,Female,20.1,,,,
2009,MAR,Sex,Female,20.7,,,,
2010,MAR,Sex,Female,21.3,,,,
2011,MAR,Sex,Female,22,,,,
2012,MAR,Sex,Female,22.7,,,,
2013,MAR,Sex,Female,23.4,,,,
2014,MAR,Sex,Female,24.1,,,,
2015,MAR,Sex,Female,24.9,,,,
2016,MAR,Sex,Female,25.6,,,,
2017,MAR,Sex,Female,26.4,,,,
2018,MAR,Sex,Female,27.2,,,,
2019,MAR,Sex,Female,27.9,,,,
2020,MAR,Sex,Female,28.7,,,,
2021,MAR,Sex,Female,29.4,,,,
2022,MAR,Sex,Female,30.2,,,,
2000,MAR,Sex,Male,6.8,,,,
2001,MAR,Sex,Male,7.1,,,,
2002,MAR,Sex,Male,7.5,,,,
2003,MAR,Sex,Male,7.8,,,,
2004,MAR,Sex,Male,8.1,,,,
2005,MAR,Sex,Male,8.4,,,,
2006,MAR,Sex,Male,8.8,,,,
2007,MAR,Sex,Male,9.1,,,,
2008,MAR,Sex,Male,9.4,,,,
2009,MAR,Sex,Male,9.7,,,,
2010,MAR,Sex,Male,10,,,,
2011,MAR,Sex,Male,10.3,,,,
2012,MAR,Sex,Male,10.6,,,,
2013,MAR,Sex,Male,10.8,,,,
2014,MAR,Sex,Male,11.1,,,,
2015,MAR,Sex,Male,11.4,,,,
2016,MAR,Sex,Male,11.7,,,,
2017,MAR,Sex,Male,12,,,,
2018,MAR,Sex,Male,12.2,,,,
2019,MAR,Sex,Male,12.5,,,,
2020,MAR,Sex,Male,12.8,,,,
2021,MAR,Sex,Male,13,,,,
2022,MAR,Sex,Male,13.3,,,,
2000,MAR,All,Total,11.3,,,,
2001,MAR,All,Total,11.7,,,,
2002,MAR,All,Total,12.2,,,,
2003,MAR,All,Total,12.6,,,,
2004,MAR,All,Total,13,,,,
2005,MAR,All,Total,13.5,,,,
2006,MAR,All,Total,13.9,,,,
2007,MAR,All,Total,14.3,,,,
2008,MAR,All,Total,14.8,,,,
2009,MAR,All,Total,15.2,,,,
2010,MAR,All,Total,15.7,,,,
2011,MAR,All,Total,16.2,,,,
2012,MAR,All,Total,16.7,,,,
2013,MAR,All,Total,17.2,,,,
2014,MAR,All,Total,17.7,,,,
2015,MAR,All,Total,18.2,,,,
2016,MAR,All,Total,18.7,,,,
2017,MAR,All,Total,19.2,,,,
2018,MAR,All,Total,19.7,,,,
2019,MAR,All,Total,20.2,,,,
2020,MAR,All,Total,20.7,,,,
2021,MAR,All,Total,21.3,,,,
2022,MAR,All,Total,21.8,,,,
2000,MDA,Sex,Female,26,,,,
2001,MDA,Sex,Female,26.2,,,,
2002,MDA,Sex,Female,26.3,,,,
2003,MDA,Sex,Female,26.5,,,,
2004,MDA,Sex,Female,26.6,,,,
2005,MDA,Sex,Female,26.7,,,,
2006,MDA,Sex,Female,26.8,,,,
2007,MDA,Sex,Female,26.8,,,,
2008,MDA,Sex,Female,26.8,,,,
2009,MDA,Sex,Female,26.8,,,,
2010,MDA,Sex,Female,26.7,,,,
2011,MDA,Sex,Female,26.6,,,,
2012,MDA,Sex,Female,26.5,,,,
2013,MDA,Sex,Female,26.3,,,,
2014,MDA,Sex,Female,26.2,,,,
2015,MDA,Sex,Female,25.9,,,,
2016,MDA,Sex,Female,25.7,,,,
2017,MDA,Sex,Female,25.5,,,,
2018,MDA,Sex,Female,25.2,,,,
2019,MDA,Sex,Female,24.9,,,,
2020,MDA,Sex,Female,24.7,,,,
2021,MDA,Sex,Female,24.4,,,,
2022,MDA,Sex,Female,24.1,,,,
2000,MDA,Sex,Male,13.1,,,,
2001,MDA,Sex,Male,13.6,,,,
2002,MDA,Sex,Male,14,,,,
2003,MDA,Sex,Male,14.5,,,,
2004,MDA,Sex,Male,15,,,,
2005,MDA,Sex,Male,15.5,,,,
2006,MDA,Sex,Male,16,,,,
2007,MDA,Sex,Male,16.4,,,,
2008,MDA,Sex,Male,16.9,,,,
2009,MDA,Sex,Male,17.3,,,,
2010,MDA,Sex,Male,17.6,,,,
2011,MDA,Sex,Male,18,,,,
2012,MDA,Sex,Male,18.3,,,,
2013,MDA,Sex,Male,18.6,,,,
2014,MDA,Sex,Male,18.9,,,,
2015,MDA,Sex,Male,19.2,,,,
2016,MDA,Sex,Male,19.4,,,,
2017,MDA,Sex,Male,19.7,,,,
2018,MDA,Sex,Male,20,,,,
2019,MDA,Sex,Male,20.3,,,,
2020,MDA,Sex,Male,20.5,,,,
2021,MDA,Sex,Male,20.8,,,,
2022,MDA,Sex,Male,21.1,,,,
2000,MDA,All,Total,20.3,,,,
2001,MDA,All,Total,20.6,,,,
2002,MDA,All,Total,20.9,,,,
2003,MDA,All,Total,21.2,,,,
2004,MDA,All,Total,21.5,,,,
2005,MDA,All,Total,21.8,,,,
2006,MDA,All,Total,22,,,,
2007,MDA,All,Total,22.3,,,,
2008,MDA,All,Total,22.5,,,,
2009,MDA,All,Total,22.6,,,,
2010,MDA,All,Total,22.7,,,,
2011,MDA,All,Total,22.8,,,,
2012,MDA,All,Total,22.9,,,,
2013,MDA,All,Total,23,,,,
2014,MDA,All,Total,23,,,,
2015,MDA,All,Total,23,,,,
2016,MDA,All,Total,23,,,,
2017,MDA,All,Total,23,,,,
2018,MDA,All,Total,23,,,,
2019,MDA,All,Total,23,,,,
2020,MDA,All,Total,23,,,,
2021,MDA,All,Total,23,,,,
2022,MDA,All,Total,23,,,,
2000,MDG,Sex,Female,1.1,,,,
2001,MDG,Sex,Female,1.2,,,,
2002,MDG,Sex,Female,1.3,,,,
2003,MDG,Sex,Female,1.4,,,,
2004,MDG,Sex,Female,1.5,,,,
2005,MDG,Sex,Female,1.6,,,,
2006,MDG,Sex,Female,1.7,,,,
2007,MDG,Sex,Female,1.8,,,,
2008,MDG,Sex,Female,1.9,,,,
2009,MDG,Sex,Female,2,,,,
2010,MDG,Sex,Female,2.1,,,,
2011,MDG,Sex,Female,2.3,,,,
2012,MDG,Sex,Female,2.4,,,,
2013,MDG,Sex,Female,2.5,,,,
2014,MDG,Sex,Female,2.7,,,,
2015,MDG,Sex,Female,2.8,,,,
2016,MDG,Sex,Female,3,,,,
2017,MDG,Sex,Female,3.1,,,,
2018,MDG,Sex,Female,3.3,,,,
2019,MDG,Sex,Female,3.5,,,,
2020,MDG,Sex,Female,3.7,,,,
2021,MDG,Sex,Female,3.9,,,,
2022,MDG,Sex,Female,4.1,,,,
2000,MDG,Sex,Male,1.1,,,,
2001,MDG,Sex,Male,1.2,,,,
2002,MDG,Sex,Male,1.2,,,,
2003,MDG,Sex,Male,1.3,,,,
2004,MDG,Sex,Male,1.4,,,,
2005,MDG,Sex,Male,1.5,,,,
2006,MDG,Sex,Male,1.6,,,,
2007,MDG,Sex,Male,1.7,,,,
2008,MDG,Sex,Male,1.8,,,,
2009,MDG,Sex,Male,1.9,,,,
2010,MDG,Sex,Male,2,,,,
2011,MDG,Sex,Male,2.1,,,,
2012,MDG,Sex,Male,2.3,,,,
2013,MDG,Sex,Male,2.4,,,,
2014,MDG,Sex,Male,2.5,,,,
2015,MDG,Sex,Male,2.7,,,,
2016,MDG,Sex,Male,2.9,,,,
2017,MDG,Sex,Male,3.1,,,,
2018,MDG,Sex,Male,3.3,,,,
2019,MDG,Sex,Male,3.5,,,,
2020,MDG,Sex,Male,3.8,,,,
2021,MDG,Sex,Male,4.1,,,,
2022,MDG,Sex,Male,4.5,,,,
2000,MDG,All,Total,1.1,,,,
2001,MDG,All,Total,1.2,,,,
2002,MDG,All,Total,1.3,,,,
2003,MDG,All,Total,1.4,,,,
2004,MDG,All,Total,1.4,,,,
2005,MDG,All,Total,1.5,,,,
2006,MDG,All,Total,1.6,,,,
2007,MDG,All,Total,1.7,,,,
2008,MDG,All,Total,1.9,,,,
2009,MDG,All,Total,2,,,,
2010,MDG,All,Total,2.1,,,,
2011,MDG,All,Total,2.2,,,,
2012,MDG,All,Total,2.3,,,,
2013,MDG,All,Total,2.5,,,,
2014,MDG,All,Total,2.6,,,,
2015,MDG,All,Total,2.8,,,,
2016,MDG,All,Total,2.9,,,,
2017,MDG,All,Total,3.1,,,,
2018,MDG,All,Total,3.3,,,,
2019,MDG,All,Total,3.5,,,,
2020,MDG,All,Total,3.7,,,,
2021,MDG,All,Total,4,,,,
2022,MDG,All,Total,4.3,,,,
2000,MDV,Sex,Female,9.3,,,,
2001,MDV,Sex,Female,9.8,,,,
2002,MDV,Sex,Female,10.2,,,,
2003,MDV,Sex,Female,10.7,,,,
2004,MDV,Sex,Female,11.2,,,,
2005,MDV,Sex,Female,11.7,,,,
2006,MDV,Sex,Female,12.2,,,,
2007,MDV,Sex,Female,12.8,,,,
2008,MDV,Sex,Female,13.4,,,,
2009,MDV,Sex,Female,14,,,,
2010,MDV,Sex,Female,14.6,,,,
2011,MDV,Sex,Female,15.2,,,,
2012,MDV,Sex,Female,15.9,,,,
2013,MDV,Sex,Female,16.6,,,,
2014,MDV,Sex,Female,17.3,,,,
2015,MDV,Sex,Female,18.1,,,,
2016,MDV,Sex,Female,18.8,,,,
2017,MDV,Sex,Female,19.6,,,,
2018,MDV,Sex,Female,20.4,,,,
2019,MDV,Sex,Female,21.2,,,,
2020,MDV,Sex,Female,21.9,,,,
2021,MDV,Sex,Female,22.7,,,,
2022,MDV,Sex,Female,23.6,,,,
