year,ISO,value,projections,benchmark_low,benchmark_mid,benchmark_high
1989,ISR,1.13126,,,,
1990,ISR,1.41778,,,,
1991,ISR,1.62324,,,,
1992,ISR,1.89288,,,,
1993,ISR,2.1338,,,,
1994,ISR,2.2224,,,,
1995,ISR,2.184,,,,
1996,ISR,2.9949,,,,
1997,ISR,2.3706,,,,
1998,ISR,2.79288,,,,
1999,ISR,2.68605,,,,
2000,ISR,2.739,,,,
2001,ISR,1.9646,,,,
2002,ISR,1.93276,,,,
2003,ISR,1.96775,,,,
2004,ISR,1.92172,,,,
2005,ISR,2.19379,,,,
2006,ISR,2.13271,,,,
2007,ISR,2.115,,,,
2008,ISR,2.15936,,,,
2009,ISR,2.08964,,,,
2010,ISR,2.25602,,,,
2011,ISR,2.29064,,,,
2012,ISR,2.51588,,,,
2013,ISR,2.53361,,,,
2014,ISR,2.60158,,,,
2015,ISR,2.7616,,,,
2016,ISR,3.14483,,,,
2017,ISR,2.81328,,,,
2018,ISR,2.86859,,,,
2019,ISR,2.90156,,,,
2020,ISR,2.93453,,,,
1970,ITA,16.3514,,,,
1971,ITA,15.5184,,,,
1972,ITA,16.1805,,,,
1973,ITA,17.3151,,,,
1974,ITA,17.0973,,,,
1975,ITA,15.903,,,,
1976,ITA,16.698,,,,
1977,ITA,17.3428,,,,
1978,ITA,17.1136,,,,
1979,ITA,17.4099,,,,
1980,ITA,18.3103,,,,
1981,ITA,18.1451,,,,
1982,ITA,17.1678,,,,
1983,ITA,16.716,,,,
1984,ITA,15.8945,,,,
1985,ITA,15.252,,,,
1986,ITA,14.7056,,,,
1987,ITA,15.0822,,,,
1988,ITA,15.0126,,,,
1989,ITA,15.4036,,,,
1990,ITA,15.471,,,,
1991,ITA,15.3543,,,,
1992,ITA,16.072,,,,
1993,ITA,13.7566,,,,
1994,ITA,13.4724,,,,
1995,ITA,14.9628,,,,
1996,ITA,13.6863,,,,
1997,ITA,13.9181,,,,
1998,ITA,14.2,,,,
1999,ITA,14.92,,,,
2000,ITA,15.5211,,,,
2001,ITA,16.0792,,,,
2002,ITA,15.9804,,,,
2003,ITA,16.6656,,,,
2004,ITA,17.158,,,,
2005,ITA,17.2484,,,,
2006,ITA,17.2558,,,,
2007,ITA,17.5275,,,,
2008,ITA,16.168,,,,
2009,ITA,13.1406,,,,
2010,ITA,13.1094,,,,
2011,ITA,12.5194,,,,
2012,ITA,9.99744,,,,
2013,ITA,8.778,,,,
2014,ITA,8.2775,,,,
2015,ITA,7.6336,,,,
2016,ITA,7.67617,,,,
2017,ITA,7.70742,,,,
2018,ITA,7.70638,,,,
2019,ITA,7.86207,,,,
2020,ITA,7.9514,,,,
1970,JAM,0.225758,,,,
1971,JAM,0.211621,,,,
1972,JAM,0.210759,,,,
1973,JAM,0.195858,,,,
1974,JAM,0.191664,,,,
1975,JAM,0.195286,,,,
1976,JAM,0.17447,,,,
1977,JAM,0.154224,,,,
1978,JAM,0.136224,,,,
1979,JAM,0.101736,,,,
1980,JAM,0.067392,,,,
1981,JAM,0.073935,,,,
1982,JAM,0.109731,,,,
1983,JAM,0.12788,,,,
1984,JAM,0.118363,,,,
1985,JAM,0.109655,,,,
1986,JAM,0.111644,,,,
1987,JAM,0.117189,,,,
1988,JAM,0.151194,,,,
1989,JAM,0.160284,,,,
1990,JAM,0.185661,,,,
1991,JAM,0.17004,,,,
1992,JAM,0.20688,,,,
1993,JAM,0.187866,,,,
1994,JAM,0.187345,,,,
1995,JAM,0.219648,,,,
1996,JAM,0.228927,,,,
1997,JAM,0.238728,,,,
1998,JAM,0.223758,,,,
1999,JAM,0.199584,,,,
2000,JAM,0.203711,,,,
2001,JAM,0.231248,,,,
2002,JAM,0.23639,,,,
2003,JAM,0.232256,,,,
2004,JAM,0.306232,,,,
2005,JAM,0.31772,,,,
2006,JAM,0.294507,,,,
2007,JAM,0.223184,,,,
2008,JAM,0.26535,,,,
2009,JAM,0.27269,,,,
2010,JAM,0.269679,,,,
2011,JAM,0.292612,,,,
2012,JAM,0.28424,,,,
2013,JAM,0.3168,,,,
2014,JAM,0.31872,,,,
2015,JAM,0.311888,,,,
2016,JAM,0.346931,,,,
2017,JAM,0.346634,,,,
2018,JAM,0.350702,,,,
2019,JAM,0.354733,,,,
2020,JAM,0.358764,,,,
1970,JOR,0.186732,,,,
1971,JOR,0.206986,,,,
1972,JOR,0.327028,,,,
1973,JOR,0.304798,,,,
1974,JOR,0.294424,,,,
1975,JOR,0.282568,,,,
1976,JOR,0.287508,,,,
1977,JOR,0.265772,,,,
1978,JOR,0.273182,,,,
1979,JOR,0.307762,,,,
1980,JOR,0.451022,,,,
1981,JOR,0.47671,,,,
1982,JOR,0.389272,,,,
1983,JOR,0.62738,,,,
1984,JOR,1.00282,,,,
1985,JOR,0.99788,,,,
1986,JOR,0.90896,,,,
1987,JOR,1.22018,,,,
1988,JOR,0.87932,,,,
1989,JOR,0.95342,,,,
1990,JOR,0.85462,,,,
1991,JOR,0.81648,,,,
1992,JOR,1.2667,,,,
1993,JOR,1.6168,,,,
1994,JOR,1.56957,,,,
1995,JOR,1.5561,,,,
1996,JOR,1.61367,,,,
1997,JOR,1.42675,,,,
1998,JOR,1.14215,,,,
1999,JOR,1.13787,,,,
2000,JOR,1.0956,,,,
2001,JOR,1.32506,,,,
2002,JOR,1.50232,,,,
2003,JOR,1.496,,,,
2004,JOR,1.67348,,,,
2005,JOR,1.74555,,,,
2006,JOR,1.66343,,,,
2007,JOR,1.71315,,,,
2008,JOR,1.96224,,,,
2009,JOR,1.70332,,,,
2010,JOR,1.72483,,,,
2011,JOR,1.17709,,,,
2012,JOR,1.73362,,,,
2013,JOR,1.6632,,,,
2014,JOR,1.7336,,,,
2015,JOR,1.8,,,,
2016,JOR,2.11122,,,,
2017,JOR,2.23789,,,,
2018,JOR,2.26398,,,,
2019,JOR,2.29,,,,
2020,JOR,2.31602,,,,
1970,JPN,28.2568,,,,
1971,JPN,29.2842,,,,
1972,JPN,32.6196,,,,
1973,JPN,38.3471,,,,
1974,JPN,35.819,,,,
1975,JPN,32.0295,,,,
1976,JPN,33.5256,,,,
1977,JPN,35.5997,,,,
1978,JPN,41.2614,,,,
1979,JPN,42.583,,,,
1980,JPN,42.592,,,,
1981,JPN,40.8736,,,,
1982,JPN,38.8167,,,,
1983,JPN,38.7511,,,,
1984,JPN,37.7142,,,,
1985,JPN,34.7004,,,,
1986,JPN,33.8675,,,,
1987,JPN,33.9384,,,,
1988,JPN,36.6272,,,,
1989,JPN,37.5387,,,,
1990,JPN,39.6305,,,,
1991,JPN,41.3056,,,,
1992,JPN,42.6489,,,,
1993,JPN,42.24,,,,
1994,JPN,43.3268,,,,
1995,JPN,43.1685,,,,
1996,JPN,43.5645,,,,
1997,JPN,40.8955,,,,
1998,JPN,36.2598,,,,
1999,JPN,35.8848,,,,
2000,JPN,36.1706,,,,
2001,JPN,35.236,,,,
2002,JPN,33.1716,,,,
2003,JPN,32.6112,,,,
2004,JPN,31.8128,,,,
2005,JPN,32.7816,,,,
2006,JPN,32.4336,,,,
2007,JPN,31.142,,,,
2008,JPN,28.9508,,,,
2009,JPN,25.5916,,,,
2010,JPN,24.5779,,,,
2011,JPN,25.4403,,,,
2012,JPN,25.9453,,,,
2013,JPN,27.0683,,,,
2014,JPN,26.8137,,,,
2015,JPN,26.1525,,,,
2016,JPN,26.2267,,,,
2017,JPN,26.7025,,,,
2018,JPN,26.5091,,,,
2019,JPN,25.6323,,,,
2020,JPN,25.6323,,,,
1970,KAZ,2.48976,,,,
1971,KAZ,2.60721,,,,
1972,KAZ,2.69928,,,,
1973,KAZ,2.81394,,,,
1974,KAZ,2.94756,,,,
1975,KAZ,3.10726,,,,
1976,KAZ,3.14046,,,,
1977,KAZ,3.19872,,,,
1978,KAZ,3.17856,,,,
1979,KAZ,3.06621,,,,
1980,KAZ,3.09348,,,,
1981,KAZ,3.12945,,,,
1982,KAZ,3.02148,,,,
1983,KAZ,3.43791,,,,
1984,KAZ,3.22392,,,,
1985,KAZ,3.42015,,,,
1986,KAZ,3.62343,,,,
1987,KAZ,3.7241,,,,
1988,KAZ,3.74335,,,,
1989,KAZ,3.806,,,,
1990,KAZ,3.6271,,,,
1991,KAZ,3.31246,,,,
1992,KAZ,2.80784,,,,
1993,KAZ,1.72656,,,,
1994,KAZ,0.88305,,,,
1995,KAZ,0.76995,,,,
1996,KAZ,0.48608,,,,
1997,KAZ,0.286874,,,,
1998,KAZ,0.2598,,,,
1999,KAZ,0.362854,,,,
2000,KAZ,0.50976,,,,
2001,KAZ,0.87087,,,,
2002,KAZ,0.90525,,,,
2003,KAZ,1.08454,,,,
2004,KAZ,1.52988,,,,
2005,KAZ,1.64755,,,,
2006,KAZ,2.01056,,,,
2007,KAZ,2.3313,,,,
2008,KAZ,2.46448,,,,
2009,KAZ,2.21341,,,,
2010,KAZ,2.75463,,,,
2011,KAZ,3.27078,,,,
2012,KAZ,2.7918,,,,
2013,KAZ,2.99146,,,,
2014,KAZ,3.19902,,,,
2015,KAZ,3.41304,,,,
2016,KAZ,3.4829,,,,
2017,KAZ,3.71793,,,,
2018,KAZ,3.81546,,,,
2019,KAZ,3.75524,,,,
2020,KAZ,3.79791,,,,
1970,KEN,0.391248,,,,
1971,KEN,0.389854,,,,
1972,KEN,0.3904,,,,
1973,KEN,0.38412,,,,
1974,KEN,0.412592,,,,
1975,KEN,0.428766,,,,
1976,KEN,0.461225,,,,
1977,KEN,0.53808,,,,
1978,KEN,0.52997,,,,
1979,KEN,0.5359,,,,
1980,KEN,0.59264,,,,
1981,KEN,0.58752,,,,
1982,KEN,0.56544,,,,
1983,KEN,0.53336,,,,
1984,KEN,0.50737,,,,
1985,KEN,0.4984,,,,
1986,KEN,0.51714,,,,
1987,KEN,0.54312,,,,
1988,KEN,0.522,,,,
1989,KEN,0.56892,,,,
1990,KEN,0.65056,,,,
1991,KEN,0.60492,,,,
1992,KEN,0.64175,,,,
1993,KEN,0.60208,,,,
1994,KEN,0.62181,,,,
1995,KEN,0.66097,,,,
1996,KEN,0.7644,,,,
1997,KEN,0.63269,,,,
1998,KEN,0.59774,,,,
1999,KEN,0.5004,,,,
2000,KEN,0.47725,,,,
2001,KEN,0.54912,,,,
2002,KEN,0.60736,,,,
2003,KEN,0.69056,,,,
2004,KEN,0.74643,,,,
2005,KEN,0.88404,,,,
2006,KEN,0.86366,,,,
2007,KEN,0.97155,,,,
2008,KEN,1.06408,,,,
2009,KEN,1.17528,,,,
2010,KEN,1.35044,,,,
2011,KEN,1.58521,,,,
2012,KEN,1.66168,,,,
2013,KEN,1.715,,,,
2014,KEN,1.95316,,,,
2015,KEN,2.24896,,,,
2016,KEN,2.702,,,,
2017,KEN,2.4657,,,,
2018,KEN,2.24083,,,,
2019,KEN,2.26658,,,,
2020,KEN,2.29234,,,,
1970,KGZ,0.438672,,,,
1971,KGZ,0.459085,,,,
1972,KGZ,0.475308,,,,
1973,KGZ,0.49572,,,,
1974,KGZ,0.51788,,,,
1975,KGZ,0.54834,,,,
1976,KGZ,0.55448,,,,
1977,KGZ,0.56168,,,,
1978,KGZ,0.55814,,,,
1979,KGZ,0.54165,,,,
1980,KGZ,0.54756,,,,
1981,KGZ,0.55335,,,,
1982,KGZ,0.5313,,,,
1983,KGZ,0.52785,,,,
1984,KGZ,0.51072,,,,
1985,KGZ,0.54813,,,,
1986,KGZ,0.57023,,,,
1987,KGZ,0.58426,,,,
1988,KGZ,0.61134,,,,
1989,KGZ,0.6204,,,,
1990,KGZ,0.60743,,,,
1991,KGZ,0.57684,,,,
1992,KGZ,0.4796,,,,
1993,KGZ,0.301712,,,,
1994,KGZ,0.18531,,,,
1995,KGZ,0.13485,,,,
1996,KGZ,0.236096,,,,
1997,KGZ,0.285572,,,,
1998,KGZ,0.306997,,,,
1999,KGZ,0.167138,,,,
2000,KGZ,0.216,,,,
2001,KGZ,0.201201,,,,
2002,KGZ,0.226525,,,,
2003,KGZ,0.319454,,,,
2004,KGZ,0.3344,,,,
2005,KGZ,0.403795,,,,
2006,KGZ,0.43672,,,,
2007,KGZ,0.50307,,,,
2008,KGZ,0.51484,,,,
2009,KGZ,0.225231,,,,
2010,KGZ,0.31312,,,,
2011,KGZ,0.437416,,,,
2012,KGZ,0.490644,,,,
2013,KGZ,0.708948,,,,
2014,KGZ,0.67989,,,,
2015,KGZ,0.584936,,,,
2016,KGZ,0.556078,,,,
2017,KGZ,0.642981,,,,
2018,KGZ,0.822012,,,,
2019,KGZ,0.831459,,,,
2020,KGZ,0.84091,,,,
1970,KHM,0.018772,,,,
1971,KHM,0.021736,,,,
1972,KHM,0.026182,,,,
1973,KHM,0.038532,,,,
1974,KHM,0.0247,,,,
1975,KHM,0.0247,,,,
1976,KHM,0.0247,,,,
1977,KHM,0.0247,,,,
1978,KHM,0.00494,,,,
1996,KHM,0.1048,,,,
1997,KHM,0.1058,,,,
1998,KHM,0.07995,,,,
2007,KHM,0.043761,,,,
2008,KHM,0.364384,,,,
2009,KHM,0.428247,,,,
2010,KHM,0.338481,,,,
2011,KHM,0.38094,,,,
2012,KHM,0.392,,,,
2013,KHM,0.4081,,,,
2014,KHM,0.5418,,,,
2015,KHM,0.6596,,,,
2016,KHM,0.883615,,,,
2017,KHM,1.4376,,,,
2018,KHM,2.00683,,,,
2019,KHM,2.0299,,,,
2020,KHM,2.05297,,,,
1970,KOR,2.85532,,,,
1971,KOR,3.39378,,,,
1972,KOR,3.20606,,,,
1973,KOR,4.04092,,,,
1974,KOR,4.36696,,,,
1975,KOR,4.9894,,,,
1976,KOR,5.8786,,,,
1977,KOR,7.0148,,,,
1978,KOR,7.4594,,,,
1979,KOR,8.1016,,,,
1980,KOR,7.7064,,,,
1981,KOR,7.7064,,,,
1982,KOR,8.8605,,,,
1983,KOR,10.5435,,,,
1984,KOR,10.098,,,,
1985,KOR,10.168,,,,
1986,KOR,11.656,,,,
1987,KOR,12.922,,,,
1988,KOR,14.7112,,,,
1989,KOR,15.3076,,,,
1990,KOR,16.8822,,,,
1991,KOR,19.6784,,,,
1992,KOR,22.5108,,,,
1993,KOR,24.1703,,,,
1994,KOR,26.8836,,,,
1995,KOR,29.172,,,,
1996,KOR,30.6016,,,,
1997,KOR,31.8987,,,,
1998,KOR,24.5713,,,,
1999,KOR,25.9316,,,,
2000,KOR,27.8046,,,,
2001,KOR,27.612,,,,
2002,KOR,28.86,,,,
2003,KOR,30.1328,,,,
2004,KOR,26.9871,,,,
2005,KOR,24.9804,,,,
2006,KOR,26.784,,,,
2007,KOR,26.2566,,,,
2008,KOR,24.4024,,,,
2009,KOR,22.9959,,,,
2010,KOR,20.3432,,,,
2011,KOR,20.2646,,,,
2012,KOR,18.7448,,,,
2013,KOR,18.207,,,,
2014,KOR,18.2076,,,,
2015,KOR,20.1931,,,,
2016,KOR,23.3217,,,,
2017,KOR,24.8125,,,,
2018,KOR,24.4087,,,,
2019,KOR,24.6892,,,,
2020,KOR,24.9698,,,,
1972,KWT,0.048412,,,,
1973,KWT,0.123994,,,,
1974,KWT,0.113126,,,,
1975,KWT,0.138814,,,,
1976,KWT,0.173394,,,,
1977,KWT,0.162526,,,,
1978,KWT,0.306774,,,,
1979,KWT,0.51376,,,,
1980,KWT,0.64714,,,,
1981,KWT,0.7657,,,,
1982,KWT,0.7657,,,,
1983,KWT,0.55328,,,,
1984,KWT,0.58292,,,,
1985,KWT,0.52858,,,,
1986,KWT,0.49894,,,,
1987,KWT,0.435708,,,,
1988,KWT,0.486096,,,,
1989,KWT,0.54834,,,,
1990,KWT,0.3952,,,,
1991,KWT,0.1458,,,,
1992,KWT,0.255252,,,,
1993,KWT,0.44932,,,,
1994,KWT,0.56949,,,,
1995,KWT,0.91,,,,
1996,KWT,0.894,,,,
1997,KWT,0.878,,,,
1998,KWT,0.58185,,,,
1999,KWT,0.60912,,,,
2000,KWT,0.6391,,,,
2001,KWT,0.384978,,,,
2002,KWT,0.66676,,,,
2003,KWT,0.7905,,,,
2004,KWT,1.12992,,,,
2005,KWT,0.92665,,,,
2006,KWT,0.9218,,,,
2007,KWT,0.9306,,,,
2008,KWT,1.1648,,,,
2009,KWT,0.878,,,,
2010,KWT,0.878,,,,
2011,KWT,0.9405,,,,
2012,KWT,1.0248,,,,
2013,KWT,1.188,,,,
2014,KWT,1.1032,,,,
2015,KWT,1.24,,,,
2016,KWT,1.97927,,,,
2017,KWT,1.94599,,,,
2018,KWT,1.98594,,,,
2019,KWT,2.00877,,,,
2020,KWT,2.0316,,,,
1990,LAO,0.003486,,,,
1991,LAO,0.003514,,,,
1992,LAO,0.003549,,,,
1993,LAO,0.003577,,,,
1994,LAO,0.00516,,,,
1995,LAO,0.0052,,,,
1996,LAO,0.004716,,,,
1997,LAO,0.004232,,,,
1998,LAO,0.04264,,,,
1999,LAO,0.04304,,,,
2000,LAO,0.049864,,,,
2001,LAO,0.048852,,,,
2002,LAO,0.1248,,,,
2003,LAO,0.12725,,,,
2004,LAO,0.12425,,,,
2005,LAO,0.1215,,,,
2006,LAO,0.1984,,,,
2007,LAO,0.2012,,,,
2008,LAO,0.1888,,,,
2009,LAO,0.459,,,,
2010,LAO,0.5148,,,,
2011,LAO,0.546,,,,
2012,LAO,0.6,,,,
2013,LAO,0.5775,,,,
2014,LAO,0.851787,,,,
2015,LAO,1.20241,,,,
2016,LAO,1.43356,,,,
2017,LAO,1.66508,,,,
2018,LAO,1.63823,,,,
2019,LAO,1.65706,,,,
2020,LAO,1.67589,,,,
1970,LBN,0.66196,,,,
1971,LBN,0.741,,,,
1972,LBN,0.83486,,,,
1973,LBN,0.82004,,,,
1974,LBN,0.85956,,,,
1975,LBN,0.82004,,,,
1976,LBN,0.8398,,,,
1977,LBN,0.67184,,,,
1978,LBN,0.68172,,,,
1979,LBN,1.00282,,,,
1980,LBN,0.73112,,,,
1981,LBN,1.18066,,,,
1982,LBN,0.8398,,,,
1983,LBN,0.741,,,,
1984,LBN,0.6175,,,,
1985,LBN,0.494,,,,
1986,LBN,0.4446,,,,
1987,LBN,0.4446,,,,
1988,LBN,0.4446,,,,
1989,LBN,0.4446,,,,
1990,LBN,0.4446,,,,
1991,LBN,0.4374,,,,
1992,LBN,1.03248,,,,
1993,LBN,1.2173,,,,
1994,LBN,1.36585,,,,
1995,LBN,1.57885,,,,
1996,LBN,1.6539,,,,
1997,LBN,1.1853,,,,
1998,LBN,1.43092,,,,
1999,LBN,1.14633,,,,
2000,LBN,1.16615,,,,
2001,LBN,1.20802,,,,
2002,LBN,1.2027,,,,
2003,LBN,1.275,,,,
2004,LBN,1.3268,,,,
2005,LBN,1.9826,,,,
2006,LBN,1.8436,,,,
2007,LBN,2.0727,,,,
2008,LBN,1.904,,,,
2009,LBN,2.1511,,,,
2010,LBN,2.29465,,,,
2011,LBN,2.3199,,,,
2012,LBN,2.26694,,,,
2013,LBN,2.30908,,,,
2014,LBN,2.364,,,,
2015,LBN,2.2,,,,
2016,LBN,2.37512,,,,
2017,LBN,2.43249,,,,
2018,LBN,2.4714,,,,
2019,LBN,2.49981,,,,
2020,LBN,2.52821,,,,
1970,LBR,0.043472,,,,
1971,LBR,0.037807,,,,
1972,LBR,0.044408,,,,
1973,LBR,0.043165,,,,
1974,LBR,0.041452,,,,
1975,LBR,0.043498,,,,
1976,LBR,0.049875,,,,
1977,LBR,0.049088,,,,
1978,LBR,0.061908,,,,
1979,LBR,0.08621,,,,
1980,LBR,0.050004,,,,
1981,LBR,0.0459,,,,
1982,LBR,0.030096,,,,
1983,LBR,0.039776,,,,
1984,LBR,0.038614,,,,
1985,LBR,0.04628,,,,
1986,LBR,0.042874,,,,
1987,LBR,0.04161,,,,
1988,LBR,0.05655,,,,
1989,LBR,0.036635,,,,
1990,LBR,0.0214,,,,
1991,LBR,0.000852,,,,
1992,LBR,0.0034,,,,
1993,LBR,0.003392,,,,
1994,LBR,0.0035955,,,,
1995,LBR,0.003789,,,,
1996,LBR,0.0063,,,,
1997,LBR,0.002933,,,,
1998,LBR,0.00418,,,,
1999,LBR,0.006255,,,,
2000,LBR,0.006225,,,,
2001,LBR,0.026208,,,,
2002,LBR,0.022464,,,,
2003,LBR,0.0104,,,,
2004,LBR,0.01668,,,,
2005,LBR,0.060048,,,,
2006,LBR,0.06169,,,,
2007,LBR,0.059817,,,,
2008,LBR,0.035344,,,,
2009,LBR,0.025134,,,,
2010,LBR,0.026208,,,,
2011,LBR,0.028674,,,,
2012,LBR,0.043188,,,,
2013,LBR,0.065766,,,,
2014,LBR,0.09794,,,,
2015,LBR,0.105492,,,,
2016,LBR,0.0969743,,,,
2017,LBR,0.114023,,,,
2018,LBR,0.124844,,,,
2019,LBR,0.126279,,,,
2020,LBR,0.127714,,,,
1970,LBY,0.04693,,,,
1971,LBY,0.035352,,,,
1972,LBY,0.029768,,,,
1973,LBY,0.038315,,,,
1974,LBY,0.23377,,,,
1975,LBY,0.29397,,,,
1976,LBY,0.320625,,,,
1977,LBY,0.311048,,,,
1978,LBY,0.50652,,,,
1979,LBY,0.74094,,,,
1980,LBY,0.82877,,,,
1981,LBY,1.24848,,,,
1982,LBY,1.43184,,,,
1983,LBY,1.39668,,,,
1984,LBY,2.694,,,,
1985,LBY,2.8925,,,,
1986,LBY,0.91936,,,,
1987,LBY,1.1826,,,,
1988,LBY,1.1745,,,,
1989,LBY,1.1637,,,,
1990,LBY,1.1556,,,,
1991,LBY,1.00962,,,,
1992,LBY,0.9775,,,,
1993,LBY,0.9752,,,,
1994,LBY,0.9729,,,,
1995,LBY,0.9683,,,,
1996,LBY,1.491,,,,
1997,LBY,1.05588,,,,
1998,LBY,1.254,,,,
1999,LBY,1.251,,,,
2000,LBY,1.245,,,,
2001,LBY,1.248,,,,
2002,LBY,1.3728,,,,
2003,LBY,1.456,,,,
2004,LBY,1.5012,,,,
2005,LBY,1.50954,,,,
2006,LBY,2.1094,,,,
2007,LBY,1.98501,,,,
2008,LBY,2.07176,,,,
2009,LBY,2.301,,,,
2010,LBY,2.548,,,,
2011,LBY,1.239,,,,
2012,LBY,0.708,,,,
2013,LBY,0.736,,,,
2014,LBY,2.555,,,,
2015,LBY,1.835,,,,
2016,LBY,1.71013,,,,
2017,LBY,2.62453,,,,
2018,LBY,2.46507,,,,
2019,LBY,2.4934,,,,
2020,LBY,2.52174,,,,
1970,LKA,0.161044,,,,
1971,LKA,0.190684,,,,
1972,LKA,0.189202,,,,
1973,LKA,0.208468,,,,
1974,LKA,0.234156,,,,
1975,LKA,0.194142,,,,
1976,LKA,0.165984,,,,
1977,LKA,0.178334,,,,
1978,LKA,0.28405,,,,
1979,LKA,0.326534,,,,
1980,LKA,0.312702,,,,
1981,LKA,0.348764,,,,
1982,LKA,0.26631,,,,
1983,LKA,0.2376,,,,
1984,LKA,0.198495,,,,
1985,LKA,0.18848,,,,
1986,LKA,0.276768,,,,
1987,LKA,0.307643,,,,
1988,LKA,0.314601,,,,
1989,LKA,0.296212,,,,
1990,LKA,0.288342,,,,
1991,LKA,0.31124,,,,
1992,LKA,0.280371,,,,
1993,LKA,0.238126,,,,
1994,LKA,0.4773,,,,
1995,LKA,0.468,,,,
1996,LKA,0.486272,,,,
1997,LKA,0.510485,,,,
1998,LKA,0.465842,,,,
1999,LKA,0.525088,,,,
2000,LKA,0.54742,,,,
2001,LKA,0.58941,,,,
2002,LKA,0.5304,,,,
2003,LKA,0.59044,,,,
2004,LKA,0.57155,,,,
2005,LKA,0.729,,,,
2006,LKA,0.7936,,,,
2007,LKA,0.8551,,,,
2008,LKA,0.8496,,,,
2009,LKA,0.8721,,,,
2010,LKA,0.745173,,,,
2011,LKA,0.83328,,,,
2012,LKA,0.8264,,,,
2013,LKA,0.709872,,,,
2014,LKA,0.68614,,,,
2015,LKA,0.82332,,,,
2016,LKA,0.973973,,,,
2017,LKA,1.01872,,,,
2018,LKA,1.03309,,,,
2019,LKA,1.04496,,,,
2020,LKA,1.05683,,,,
1970,LTU,0.79534,,,,
1971,LTU,0.83317,,,,
1972,LTU,0.86592,,,,
1973,LTU,0.90835,,,,
1974,LTU,0.9506,,,,
1975,LTU,1.00734,,,,
1976,LTU,1.0248,,,,
1977,LTU,1.04705,,,,
1978,LTU,1.04004,,,,
1979,LTU,1.0088,,,,
1980,LTU,1.02124,,,,
1981,LTU,1.03845,,,,
1982,LTU,1.00738,,,,
1983,LTU,1.0368,,,,
1984,LTU,1.61902,,,,
1985,LTU,1.61564,,,,
1986,LTU,1.61703,,,,
1987,LTU,1.61364,,,,
1988,LTU,1.61975,,,,
1989,LTU,1.61634,,,,
1990,LTU,1.58928,,,,
1991,LTU,1.48362,,,,
1992,LTU,0.71073,,,,
1993,LTU,0.340963,,,,
1994,LTU,0.359168,,,,
1995,LTU,0.295295,,,,
1996,LTU,0.3048,,,,
1997,LTU,0.347508,,,,
1998,LTU,0.391636,,,,
1999,LTU,0.328338,,,,
2000,LTU,0.28101,,,,
2001,LTU,0.268732,,,,
2002,LTU,0.272094,,,,
2003,LTU,0.274023,,,,
2004,LTU,0.329061,,,,
2005,LTU,0.379392,,,,
2006,LTU,0.49862,,,,
2007,LTU,0.50505,,,,
2008,LTU,0.43956,,,,
2009,LTU,0.271678,,,,
2010,LTU,0.278556,,,,
2011,LTU,0.312744,,,,
2012,LTU,0.37961,,,,
2013,LTU,0.44405,,,,
2014,LTU,0.391902,,,,
2015,LTU,0.50078,,,,
2016,LTU,0.443029,,,,
2017,LTU,0.435668,,,,
2018,LTU,0.549044,,,,
2019,LTU,0.558713,,,,
2020,LTU,0.565062,,,,
1970,LUX,0.12103,,,,
1971,LUX,0.136704,,,,
1972,LUX,0.16377,,,,
1973,LUX,0.195993,,,,
1974,LUX,0.221697,,,,
1975,LUX,0.200655,,,,
1976,LUX,0.180297,,,,
1977,LUX,0.180711,,,,
1978,LUX,0.19904,,,,
1979,LUX,0.209244,,,,
1980,LUX,0.2197,,,,
1981,LUX,0.237348,,,,
1982,LUX,0.244928,,,,
1983,LUX,0.25769,,,,
1984,LUX,0.25432,,,,
1985,LUX,0.22597,,,,
1986,LUX,0.305365,,,,
1987,LUX,0.408727,,,,
1988,LUX,0.462223,,,,
1989,LUX,0.49501,,,,
1990,LUX,0.545052,,,,
1991,LUX,0.520816,,,,
1992,LUX,0.52681,,,,
1993,LUX,0.43859,,,,
1994,LUX,0.494145,,,,
1995,LUX,0.441252,,,,
1996,LUX,0.435551,,,,
1997,LUX,0.450097,,,,
1998,LUX,0.452253,,,,
1999,LUX,0.47488,,,,
2000,LUX,0.50183,,,,
2001,LUX,0.438858,,,,
2002,LUX,0.455,,,,
2003,LUX,0.400554,,,,
2004,LUX,0.440741,,,,
2005,LUX,0.4332,,,,
2006,LUX,0.4296,,,,
2007,LUX,0.42432,,,,
2008,LUX,0.39567,,,,
2009,LUX,0.368,,,,
2010,LUX,0.38269,,,,
2011,LUX,0.400976,,,,
2012,LUX,0.39416,,,,
2013,LUX,0.38612,,,,
2014,LUX,0.379822,,,,
2015,LUX,0.35208,,,,
2016,LUX,0.390029,,,,
2017,LUX,0.395853,,,,
2018,LUX,0.388286,,,,
2019,LUX,0.417295,,,,
2020,LUX,0.422037,,,,
1970,LVA,0.186238,,,,
1971,LVA,0.203264,,,,
1972,LVA,0.21889,,,,
1973,LVA,0.237717,,,,
1974,LVA,0.257985,,,,
1975,LVA,0.282555,,,,
1976,LVA,0.296073,,,,
1977,LVA,0.312363,,,,
1978,LVA,0.32128,,,,
1979,LVA,0.319788,,,,
1980,LVA,0.333944,,,,
1981,LVA,0.349082,,,,
1982,LVA,0.561768,,,,
1983,LVA,0.59057,,,,
1984,LVA,0.60588,,,,
1985,LVA,0.602842,,,,
1986,LVA,0.68138,,,,
1987,LVA,0.676929,,,,
1988,LVA,0.677325,,,,
