geo,disagg,year,value
MDA,Female,2018,23
MDA,Female,2019,23.8
ROU,Female,2010,22.8
ROU,Female,2011,22.5
ROU,Female,2012,22.7
ROU,Female,2013,22.7
ROU,Female,2014,23.1
ROU,Female,2015,22.6
ROU,Female,2016,22.9
ROU,Female,2017,24.5
ROU,Female,2018,24.8
ROU,Female,2019,24.8
RUS,Female,2010,41.5
RUS,Female,2011,42.3
RUS,Female,2012,43.2
RUS,Female,2013,42.9
RUS,Female,2014,43.4
RUS,Female,2015,42.6
RUS,Female,2016,42.6
RUS,Female,2017,37.6
RUS,Female,2018,38
RUS,Female,2019,37.8
RWA,Female,2010,4.6
RWA,Female,2014,4.7
RWA,Female,2017,5.5
RWA,Female,2018,5.7
RWA,Female,2019,6
LCA,Female,2017,30.5
LCA,Female,2018,31.1
LCA,Female,2019,33.7
WSM,Female,2012,7.1
WSM,Female,2014,7.2
WSM,Female,2017,6.7
STP,Female,2017,13.5
SEN,Female,2011,6
SEN,Female,2015,7.6
SEN,Female,2016,8.1
SEN,Female,2017,7.8
SEN,Female,2018,7.4
SEN,Female,2019,8.1
SRB,Female,2010,20.6
SRB,Female,2011,19.8
SRB,Female,2012,20.2
SRB,Female,2013,21.8
SRB,Female,2014,23.6
SRB,Female,2015,24.1
SRB,Female,2016,25.6
SRB,Female,2017,26.9
SRB,Female,2018,27.6
SRB,Female,2019,28.8
SLE,Female,2010,10.7
SLE,Female,2014,14.3
SLE,Female,2018,8.2
SGP,Female,2010,49.8
SGP,Female,2011,50.8
SGP,Female,2012,52.4
SGP,Female,2013,53.2
SGP,Female,2014,53.9
SGP,Female,2015,55.8
SGP,Female,2016,55.4
SGP,Female,2017,55.3
SGP,Female,2018,55.6
SGP,Female,2019,55.7
SVK,Female,2010,21.3
SVK,Female,2011,22.1
SVK,Female,2012,24.8
SVK,Female,2013,24.5
SVK,Female,2014,24
SVK,Female,2015,23.7
SVK,Female,2016,25.5
SVK,Female,2017,27.2
SVK,Female,2018,27.7
SVK,Female,2019,27.4
SVN,Female,2010,25.3
SVN,Female,2011,24.9
SVN,Female,2012,23.1
SVN,Female,2013,22.9
SVN,Female,2014,22.6
SVN,Female,2015,23
SVN,Female,2016,24.8
SVN,Female,2017,26.5
SVN,Female,2018,27.5
SVN,Female,2019,28.3
ZAF,Female,2010,17.6
ZAF,Female,2011,17.9
ZAF,Female,2012,17.9
ZAF,Female,2013,18.7
ZAF,Female,2014,18.7
ZAF,Female,2015,18.5
ZAF,Female,2016,18.3
ZAF,Female,2017,18.4
ZAF,Female,2018,18.6
ZAF,Female,2019,18.2
ESP,Female,2010,27.2
ESP,Female,2011,26.7
ESP,Female,2012,26.1
ESP,Female,2013,25.6
ESP,Female,2014,26.1
ESP,Female,2015,26.6
ESP,Female,2016,27.3
ESP,Female,2017,29.5
ESP,Female,2018,32.1
ESP,Female,2019,32.5
LKA,Female,2010,2.6
LKA,Female,2011,2.9
LKA,Female,2012,3.5
LKA,Female,2013,3.6
LKA,Female,2014,3.7
LKA,Female,2015,3.9
LKA,Female,2016,3.8
LKA,Female,2017,4.2
LKA,Female,2018,3.8
LKA,Female,2019,3.9
SDN,Female,2011,4.3
SUR,Female,2010,28.5
SUR,Female,2011,29.5
SUR,Female,2012,30
SUR,Female,2013,30.6
SUR,Female,2014,30.6
SUR,Female,2015,31.8
SUR,Female,2016,20.9
SWE,Female,2010,23.8
SWE,Female,2011,24.1
SWE,Female,2012,42.5
SWE,Female,2013,42.9
SWE,Female,2014,43.2
SWE,Female,2015,44
SWE,Female,2016,44.6
SWE,Female,2017,44.8
SWE,Female,2018,45.1
SWE,Female,2019,45.1
CHE,Female,2010,44.5
CHE,Female,2011,45.4
CHE,Female,2012,39.9
CHE,Female,2013,40.6
CHE,Female,2014,41.5
CHE,Female,2015,41.9
CHE,Female,2016,42.2
CHE,Female,2017,44.4
CHE,Female,2018,44.6
CHE,Female,2019,45.1
TWN,Female,2010,30.5
TWN,Female,2011,30.6
TWN,Female,2012,30.8
TWN,Female,2013,31.1
TWN,Female,2014,31.5
TWN,Female,2015,31.7
TWN,Female,2016,31.7
TWN,Female,2017,31.9
TWN,Female,2018,32.1
TWN,Female,2019,32.5
TJK,Female,2010,7.8
TJK,Female,2016,9.9
TZA,Female,2010,3.3
TZA,Female,2011,3.5
TZA,Female,2012,4
TZA,Female,2013,4.5
TZA,Female,2014,6.1
THA,Female,2010,16.8
THA,Female,2011,16.5
THA,Female,2012,16.2
THA,Female,2013,17.3
THA,Female,2014,22.2
THA,Female,2015,22.2
THA,Female,2016,22.1
THA,Female,2017,21.8
THA,Female,2018,21.6
THA,Female,2019,21.5
TLS,Female,2010,8.1
TLS,Female,2013,7.1
TLS,Female,2016,6.6
TGO,Female,2010,16.5
TGO,Female,2011,21.2
TGO,Female,2013,16.1
TGO,Female,2014,15.9
TGO,Female,2015,17.4
TGO,Female,2017,20.9
TGO,Female,2018,1317.8
TGO,Female,2019,19.8
TGO,Female,2010,0.2
TTO,Female,2010,8
TTO,Female,2011,30.6
TTO,Female,2012,31.2
TTO,Female,2013,31.8
TTO,Female,2014,32.6
TTO,Female,2015,31.7
TTO,Female,2016,32
TTO,Female,2019,31.7
TUN,Female,2010,11.1
TUN,Female,2011,10.3
TUN,Female,2012,11
TUN,Female,2013,11.5
TUN,Female,2014,12.2
TUN,Female,2015,12.3
TUN,Female,2016,12.2
TUN,Female,2017,11.9
TUN,Female,2019,11.8
TUR,Female,2010,10.2
TUR,Female,2011,10.7
TUR,Female,2012,11.5
TUR,Female,2013,12.2
TUR,Female,2014,12.6
TUR,Female,2015,13.3
TUR,Female,2016,14.1
TUR,Female,2017,14.6
TUR,Female,2018,15.2
TUR,Female,2019,15
UGA,Female,2010,7.7
UGA,Female,2011,8.1
UGA,Female,2012,9
UGA,Female,2013,9.3
UGA,Female,2014,8.4
UGA,Female,2017,10
UGA,Female,2019,10.5
UKR,Female,2014,35.2
UKR,Female,2015,37.8
UKR,Female,2016,37.6
UKR,Female,2017,37.3
UKR,Female,2018,37.3
UKR,Female,2019,31.6
ARE,Female,2016,18.6
ARE,Female,2017,19.4
ARE,Female,2018,20.1
ARE,Female,2019,17.7
GBR,Female,2010,41.2
GBR,Female,2011,40.9
GBR,Female,2012,42.4
GBR,Female,2013,42.8
GBR,Female,2014,43.6
GBR,Female,2015,44.2
GBR,Female,2016,44.7
GBR,Female,2017,45.2
GBR,Female,2018,45.9
GBR,Female,2019,46.4
USA,Female,2010,41.3
USA,Female,2011,41.4
USA,Female,2012,41.3
USA,Female,2013,41.5
USA,Female,2014,41.9
USA,Female,2015,42.3
USA,Female,2016,42.7
USA,Female,2017,43.3
USA,Female,2018,43.5
USA,Female,2019,44.1
URY,Female,2010,36.5
URY,Female,2011,37.2
URY,Female,2012,38.5
URY,Female,2013,36.9
URY,Female,2014,37.8
URY,Female,2015,37.4
URY,Female,2016,37.1
URY,Female,2017,37.1
URY,Female,2018,36.7
URY,Female,2019,36.5
UZB,Female,2010,17.8
UZB,Female,2011,17.9
UZB,Female,2012,18
UZB,Female,2013,18.4
UZB,Female,2014,18.7
UZB,Female,2015,18.9
UZB,Female,2016,19.1
UZB,Female,2017,19.1
UZB,Female,2018,19.2
UZB,Female,2019,19.4
VUT,Female,2010,7.8
VUT,Female,2019,9.2
VEN,Female,2010,37.1
VEN,Female,2011,37.1
VEN,Female,2012,37.1
VEN,Female,2016,33.9
VEN,Female,2017,31.6
VNM,Female,2010,15.2
VNM,Female,2011,15.9
VNM,Female,2012,16.6
VNM,Female,2013,16.6
VNM,Female,2014,17.3
VNM,Female,2015,18.2
VNM,Female,2016,18.4
VNM,Female,2017,18.5
VNM,Female,2018,19
VNM,Female,2019,19.1
YEM,Female,2010,1.8
YEM,Female,2014,1.2
ZMB,Female,2010,6.5
ZMB,Female,2011,8.5
ZMB,Female,2012,8.5
ZMB,Female,2014,9
ZMB,Female,2015,7.5
ZMB,Female,2017,8.5
ZMB,Female,2018,8.6
ZMB,Female,2019,8.5
ZMB,Female,2019,9.9
AFG,Male,2010,15.2
AFG,Male,2012,15.7
AFG,Male,2014,15.7
AFG,Male,2017,17.3
ALB,Male,2010,27.5
ALB,Male,2011,31.6
ALB,Male,2012,29.1
ALB,Male,2013,27.6
ALB,Male,2014,26.6
ALB,Male,2015,27.8
ALB,Male,2016,27.8
ALB,Male,2017,29.2
ALB,Male,2018,31.9
ALB,Male,2019,32.9
DZA,Male,2010,29.5
DZA,Male,2011,28.9
DZA,Male,2014,28
DZA,Male,2017,28.1
AGO,Male,2010,37.1
AGO,Male,2011,32.2
AGO,Male,2014,25.8
AGO,Male,2019,24.8
ARG,Male,2010,63.8
ARG,Male,2011,65.1
ARG,Male,2012,65.2
ARG,Male,2013,65.6
ARG,Male,2014,64.5
ARG,Male,2017,60.5
ARG,Male,2018,60.5
ARG,Male,2019,58.7
ARM,Male,2010,27.1
ARM,Male,2011,27.6
ARM,Male,2012,28.8
ARM,Male,2013,30.8
ARM,Male,2014,30.4
ARM,Male,2015,28.7
ARM,Male,2016,29.7
ARM,Male,2017,29.2
ARM,Male,2018,26.8
ARM,Male,2019,27
AUS,Male,2010,42.4
AUS,Male,2011,42.7
AUS,Male,2012,42.4
AUS,Male,2013,42
AUS,Male,2014,41.7
AUS,Male,2015,42
AUS,Male,2016,42
AUS,Male,2017,41.9
AUS,Male,2018,41.8
AUS,Male,2019,41.6
AUT,Male,2010,35
AUT,Male,2011,35.2
AUT,Male,2012,33.5
AUT,Male,2013,33.7
AUT,Male,2014,32.9
AUT,Male,2015,33.1
AUT,Male,2016,33.3
AUT,Male,2017,34.9
AUT,Male,2018,35.7
AUT,Male,2019,36.2
AZE,Male,2010,29.4
AZE,Male,2011,31
AZE,Male,2012,31.2
AZE,Male,2013,31.6
AZE,Male,2014,31.7
AZE,Male,2015,31.6
AZE,Male,2016,32
AZE,Male,2017,32.2
AZE,Male,2018,32.2
AZE,Male,2019,33
BHR,Male,2010,43.9
BHR,Male,2011,46.7
BHR,Male,2015,43.2
BGD,Male,2010,16.9
BGD,Male,2013,17.3
BGD,Male,2016,19.2
BGD,Male,2017,19.8
BRB,Male,2011,40.8
BRB,Male,2012,39.9
BRB,Male,2013,39.9
BRB,Male,2014,36.7
BRB,Male,2015,37.4
BRB,Male,2016,39.2
BRB,Male,2017,39.4
BRB,Male,2018,39.6
BRB,Male,2019,39.9
BLR,Male,2011,39.4
BLR,Male,2012,39.6
BLR,Male,2013,39.6
BLR,Male,2014,39.8
BLR,Male,2015,39.7
BLR,Male,2016,41.7
BLR,Male,2017,41.9
BLR,Male,2018,43
BLR,Male,2019,42.8
BEL,Male,2010,48.8
BEL,Male,2011,48.2
BEL,Male,2012,41.9
BEL,Male,2013,41.3
BEL,Male,2014,41.2
BEL,Male,2015,40.9
BEL,Male,2016,41.1
BEL,Male,2017,43.2
BEL,Male,2018,43.8
BEL,Male,2019,44.5
BLZ,Male,2012,26
BLZ,Male,2013,25.5
BLZ,Male,2014,26.3
BLZ,Male,2015,25.7
BLZ,Male,2016,26.5
BLZ,Male,2017,26.4
BLZ,Male,2019,26.9
BLZ,Male,2010,1.9
BLZ,Male,2011,1.4
BLZ,Male,2018,1.2
BTN,Male,2010,18.3
BTN,Male,2011,18.1
BTN,Male,2012,16.5
BTN,Male,2014,16.4
BTN,Male,2015,17.7
BTN,Male,2018,22.1
BTN,Male,2019,23.6
BOL,Male,2011,45.3
BOL,Male,2012,45.1
BOL,Male,2013,46.6
BOL,Male,2014,46
BOL,Male,2015,44.7
BOL,Male,2016,44.5
BOL,Male,2017,45.3
BOL,Male,2018,46.7
BOL,Male,2019,47.3
BIH,Male,2010,18.9
BIH,Male,2011,18.8
BIH,Male,2012,18.2
BIH,Male,2013,17.5
BIH,Male,2014,18.7
BIH,Male,2015,17.2
BIH,Male,2016,18.2
BIH,Male,2017,19.3
BIH,Male,2018,20.2
BIH,Male,2019,21.7
BWA,Male,2010,25.9
BWA,Male,2013,28.7
BWA,Male,2019,26.6
BRA,Male,2011,50.5
BRA,Male,2012,50.3
BRA,Male,2013,50.6
BRA,Male,2014,51.1
BRA,Male,2015,50.1
BRA,Male,2016,48.3
BRA,Male,2017,47.9
BRA,Male,2018,48.2
BRA,Male,2019,48.8
BRN,Male,2014,48.6
BRN,Male,2017,42.4
BRN,Male,2018,47.1
BRN,Male,2019,39.3
BGR,Male,2010,27.4
BGR,Male,2011,26.4
BGR,Male,2012,33.2
BGR,Male,2013,33.8
BGR,Male,2014,34.6
BGR,Male,2015,35.6
BGR,Male,2016,36.1
BGR,Male,2017,37.9
BGR,Male,2018,38.5
BGR,Male,2019,39.5
BFA,Male,2014,5
BFA,Male,2018,5.6
BDI,Male,2014,5.8
BDI,Male,2017,5.9
CPV,Male,2015,42
CPV,Male,2017,30.7
CPV,Male,2018,31
CPV,Male,2019,31.9
KHM,Male,2010,13.2
KHM,Male,2011,13.4
KHM,Male,2012,13
KHM,Male,2013,15.5
KHM,Male,2014,15.9
KHM,Male,2015,16.5
KHM,Male,2016,17.8
KHM,Male,2017,18.2
KHM,Male,2019,19.8
CMR,Male,2010,22.6
CMR,Male,2014,32
CAN,Male,2010,49.2
CAN,Male,2011,49.5
CAN,Male,2012,49.5
CAN,Male,2013,49.7
CAN,Male,2014,50
CAN,Male,2015,50
CAN,Male,2016,49.7
CAN,Male,2017,50.1
CAN,Male,2018,49.9
CAN,Male,2019,50.1
TCD,Male,2018,15.7
CHL,Male,2010,45.1
CHL,Male,2011,46.1
CHL,Male,2012,46.5
CHL,Male,2013,46.9
CHL,Male,2014,46.3
CHL,Male,2015,47
CHL,Male,2016,46.3
CHL,Male,2017,46.7
CHL,Male,2018,46.2
CHL,Male,2019,47.2
CHN,Male,2010,30.6
COL,Male,2010,36.5
COL,Male,2011,37.5
COL,Male,2012,37.9
COL,Male,2013,38.1
COL,Male,2014,38.5
COL,Male,2014,3066.1
COL,Male,2015,38.9
COL,Male,2016,38.9
COL,Male,2017,38.9
COL,Male,2018,38.8
COL,Male,2019,38.3
COD,Male,2012,13.3
CRI,Male,2010,45.2
CRI,Male,2011,41.7
CRI,Male,2012,42.7
CRI,Male,2013,43.4
CRI,Male,2014,42.1
CRI,Male,2015,40.1
CRI,Male,2016,38.6
CRI,Male,2017,39.5
CRI,Male,2018,40.4
CRI,Male,2019,39.1
CIV,Male,2012,34.5
CIV,Male,2013,21.8
CIV,Male,2016,20.4
CIV,Male,2017,23.5
CIV,Male,2019,24.7
HRV,Male,2010,28.4
HRV,Male,2011,27.5
HRV,Male,2012,26.7
HRV,Male,2013,25.8
HRV,Male,2014,27.5
HRV,Male,2015,27.7
HRV,Male,2016,28.9
HRV,Male,2017,30.1
HRV,Male,2018,31.1
HRV,Male,2019,30.6
CUB,Male,2010,36.2
CYP,Male,2010,61.1
CYP,Male,2011,57.7
CYP,Male,2012,58.1
CYP,Male,2013,55.1
CYP,Male,2014,55.3
CYP,Male,2015,57.6
CYP,Male,2016,59.9
CYP,Male,2017,61.9
CYP,Male,2018,66.3
CYP,Male,2019,67.3
CZE,Male,2010,36.2
CZE,Male,2011,36.8
CZE,Male,2012,38.7
CZE,Male,2013,38.8
CZE,Male,2014,39
CZE,Male,2015,39.3
CZE,Male,2016,40.3
CZE,Male,2017,41.6
CZE,Male,2018,41.6
CZE,Male,2019,41.2
DNK,Male,2010,36.3
DNK,Male,2011,36.6
DNK,Male,2012,30.7
DNK,Male,2013,30.3
DNK,Male,2014,30.8
DNK,Male,2015,31.2
DNK,Male,2016,33
DNK,Male,2017,33.6
DNK,Male,2017,471.3
DNK,Male,2018,34
DNK,Male,2019,34.8
DOM,Male,2010,41.7
DOM,Male,2011,42.1
DOM,Male,2012,43.3
DOM,Male,2013,42.8
DOM,Male,2014,46.4
DOM,Male,2015,46.7
DOM,Male,2016,47.5
DOM,Male,2017,47.5
DOM,Male,2018,49.9
DOM,Male,2019,51.6
ECU,Male,2010,40.2
ECU,Male,2011,39.9
ECU,Male,2012,39.5
ECU,Male,2013,39.2
ECU,Male,2014,40.4
ECU,Male,2015,41.2
ECU,Male,2016,39.8
ECU,Male,2017,39.6
ECU,Male,2018,39.2
ECU,Male,2019,38.6
EGY,Male,2010,26.7
EGY,Male,2011,25.1
EGY,Male,2012,25.6
EGY,Male,2013,25.4
EGY,Male,2014,25.5
EGY,Male,2015,24.1
EGY,Male,2016,23.7
EGY,Male,2017,22
EGY,Male,2018,22.8
EGY,Male,2019,22.8
SLV,Male,2010,33.4
SLV,Male,2011,32.7
SLV,Male,2012,32.7
SLV,Male,2013,32.6
SLV,Male,2014,32.6
SLV,Male,2015,32
SLV,Male,2016,31.9
SLV,Male,2017,30.7
SLV,Male,2018,32.1
SLV,Male,2019,32
EST,Male,2010,24.5
EST,Male,2011,27.1
EST,Male,2012,34
EST,Male,2013,34.9
EST,Male,2014,36.1
EST,Male,2015,38.5
EST,Male,2016,38.6
EST,Male,2017,43
EST,Male,2018,42.2
EST,Male,2019,42.4
SWZ,Male,2016,11.9
ETH,Male,2013,10.2
FJI,Male,2010,27.2
FJI,Male,2011,27.7
FJI,Male,2014,26.2
FJI,Male,2016,30.3
FIN,Male,2010,22.6
FIN,Male,2011,22.7
FIN,Male,2012,37
FIN,Male,2013,37
FIN,Male,2014,36.2
FIN,Male,2015,36.4
FIN,Male,2016,37.2
FIN,Male,2017,37.7
FIN,Male,2018,38.7
FIN,Male,2019,39.3
FRA,Male,2010,34.8
FRA,Male,2011,34.8
FRA,Male,2012,34.1
FRA,Male,2013,34.2
FRA,Male,2014,32.8
FRA,Male,2015,32.5
FRA,Male,2016,32.8
FRA,Male,2017,32.5
FRA,Male,2018,32.7
FRA,Male,2019,32.7
PYF,Male,2012,34.4
GAB,Male,2010,24.9
GMB,Male,2012,31.3
GMB,Male,2018,29
GEO,Male,2010,23.6
GEO,Male,2011,24.5
GEO,Male,2012,26.1
GEO,Male,2013,25.1
GEO,Male,2014,26.4
GEO,Male,2015,27.5
GEO,Male,2016,26
GEO,Male,2017,26.9
GEO,Male,2018,27.4
GEO,Male,2019,27.3
DEU,Male,2010,48.5
DEU,Male,2011,49.6
DEU,Male,2012,45.1
DEU,Male,2013,45
DEU,Male,2014,45
DEU,Male,2015,44.8
DEU,Male,2016,44.9
DEU,Male,2017,45.2
DEU,Male,2018,45.9
DEU,Male,2019,46.6
GHA,Male,2010,23.5
GHA,Male,2013,26.6
GHA,Male,2015,39.8
GHA,Male,2017,32.6
GRC,Male,2010,28
GRC,Male,2011,26.1
GRC,Male,2012,29.8
GRC,Male,2013,28.3
GRC,Male,2014,28.2
GRC,Male,2015,29.9
GRC,Male,2016,30.2
GRC,Male,2017,31.4
GRC,Male,2018,36
GRC,Male,2019,36.9
GTM,Male,2010,27.4
GTM,Male,2011,26.6
GTM,Male,2012,27.1
GTM,Male,2013,27.4
GTM,Male,2014,30.6
GTM,Male,2015,33.2
GTM,Male,2016,29.6
GTM,Male,2017,29.4
GTM,Male,2018,29.6
GTM,Male,2019,29.2
GIN,Male,2019,11.6
GNB,Male,2018,14.8
GUY,Male,2010,14.3
GUY,Male,2018,11.8
GUY,Male,2019,11.9
HTI,Male,2010,11.1
HND,Male,2010,26.7
HND,Male,2011,26.7
HND,Male,2012,26.5
HND,Male,2013,30.3
HND,Male,2014,34.9
HND,Male,2015,33.7
HND,Male,2016,35.6
HND,Male,2017,36
HND,Male,2018,34.2
HND,Male,2019,34.9
HKG,Male,2010,42.7
HKG,Male,2011,43.1
HKG,Male,2012,43.3
HKG,Male,2013,43.7
HKG,Male,2014,43.5
HKG,Male,2015,43.6
HKG,Male,2016,43.4
HKG,Male,2017,43.3
HKG,Male,2018,43
HKG,Male,2019,42.6
HUN,Male,2010,27.1
HUN,Male,2011,27.9
HUN,Male,2012,32.1
HUN,Male,2013,33.2
HUN,Male,2014,34.9
HUN,Male,2015,35.3
HUN,Male,2016,36.5
HUN,Male,2017,39
HUN,Male,2018,39.5
HUN,Male,2019,40.4
ISL,Male,2010,46
ISL,Male,2011,46.5
ISL,Male,2012,63.1
ISL,Male,2013,62.3
ISL,Male,2014,64.9
ISL,Male,2015,66.4
ISL,Male,2016,68.6
ISL,Male,2017,66.5
ISL,Male,2018,62.3
ISL,Male,2019,60.2
IND,Male,2010,19.9
IND,Male,2012,21
IND,Male,2018,22.4
IND,Male,2019,22.4
IDN,Male,2010,24.1
IDN,Male,2011,28.1
IDN,Male,2012,28.6
IDN,Male,2013,28.8
IDN,Male,2014,28.8
IDN,Male,2015,30.6
IDN,Male,2016,29.7
IDN,Male,2017,30.1
IDN,Male,2018,30.2
IDN,Male,2019,30.9
IRN,Male,2010,33.7
IRN,Male,2011,34.1
IRN,Male,2012,35
IRN,Male,2013,36
IRN,Male,2014,36.1
IRN,Male,2015,36.7
IRN,Male,2016,37.3
IRN,Male,2017,38.7
IRN,Male,2018,39
IRN,Male,2019,39.3
IRQ,Male,2012,36.5
IRQ,Male,2014,39.5
IRQ,Male,2016,46.3
IRQ,Male,2017,45.8
IRL,Male,2010,18
IRL,Male,2011,17.4
IRL,Male,2012,28.1
IRL,Male,2013,29
IRL,Male,2014,30.2
IRL,Male,2015,29.9
IRL,Male,2016,30.3
IRL,Male,2017,32.3
IRL,Male,2018,33.3
IRL,Male,2019,33.4
ISR,Male,2010,51.8
ISR,Male,2011,52.9
ISR,Male,2012,55.5
ISR,Male,2013,55.3
ISR,Male,2014,55.2
ISR,Male,2015,55.5
ISR,Male,2016,55.5
ISR,Male,2017,55.6
ISR,Male,2018,55.2
ISR,Male,2019,54.6
ITA,Male,2010,41.3
ITA,Male,2011,42
ITA,Male,2012,35.6
ITA,Male,2013,34.4
ITA,Male,2014,34.2
ITA,Male,2015,34.5
ITA,Male,2016,35
ITA,Male,2017,35.5
ITA,Male,2018,35.8
ITA,Male,2019,35.9
JAM,Male,2010,26.8
JAM,Male,2011,26.9
JAM,Male,2012,26.6
JAM,Male,2013,26.3
JAM,Male,2014,26.7
JAM,Male,2015,26.3
JAM,Male,2016,27.6
JAM,Male,2017,28.4
JAM,Male,2018,29
JAM,Male,2019,30.1
JPN,Male,2010,46.7
JPN,Male,2011,47.6
JPN,Male,2012,46.1
JPN,Male,2013,46.2
JPN,Male,2014,46.5
JPN,Male,2015,46.3
JPN,Male,2016,46.5
JPN,Male,2017,46.5
JPN,Male,2018,47
JPN,Male,2019,47.1
JOR,Male,2011,27.5
JOR,Male,2012,28.1
JOR,Male,2017,20.8
JOR,Male,2018,19.6
JOR,Male,2019,18.5
KEN,Male,2016,14.6
KEN,Male,2019,15.2
KWT,Male,2015,44.3
KWT,Male,2016,43.8
KGZ,Male,2010,37
KGZ,Male,2011,37.5
KGZ,Male,2012,37.9
KGZ,Male,2013,38.2
KGZ,Male,2014,38.2
KGZ,Male,2015,39.1
KGZ,Male,2016,39.3
KGZ,Male,2017,39.4
KGZ,Male,2018,39.4
KGZ,Male,2019,39.6
LAO,Male,2010,12.7
LAO,Male,2017,14.8
LVA,Male,2010,21.9
LVA,Male,2011,23.4
LVA,Male,2012,31.2
LVA,Male,2013,32.7
LVA,Male,2014,33.5
LVA,Male,2015,34.1
LVA,Male,2016,33.2
LVA,Male,2017,36
LVA,Male,2018,36.5
LVA,Male,2019,36.1
LBN,Male,2019,57.2
LSO,Male,2010,16.4
LSO,Male,2013,17.4
LSO,Male,2019,20.6
LBR,Male,2010,37.5
LBR,Male,2014,38
LBR,Male,2016,32.8
LBR,Male,2017,33.9
LBY,Male,2012,29.6
LTU,Male,2010,21.4
LTU,Male,2011,23.4
LTU,Male,2012,29.7
LTU,Male,2013,30
LTU,Male,2014,30.3
LTU,Male,2015,29.6
LTU,Male,2016,30
LTU,Male,2017,36.5
LTU,Male,2018,37.3
LTU,Male,2019,34.1
LUX,Male,2010,47.5
LUX,Male,2011,47.7
LUX,Male,2012,39.2
LUX,Male,2013,29.9
LUX,Male,2014,31.5
LUX,Male,2015,32.2
LUX,Male,2016,29.2
LUX,Male,2017,34.2
LUX,Male,2018,36.5
LUX,Male,2019,37
MAC,Male,2010,48.5
MAC,Male,2011,49.8
MAC,Male,2012,49.3
MAC,Male,2013,48
MAC,Male,2014,46.6
MAC,Male,2015,45.7
MAC,Male,2016,45.4
MDG,Male,2012,12.6
MDG,Male,2015,10.1
MWI,Male,2011,8.3
MWI,Male,2013,8.4
MWI,Male,2017,10.1
MYS,Male,2011,19.2
MYS,Male,2012,19
MYS,Male,2013,18.5
MYS,Male,2014,18.4
MYS,Male,2015,18
MYS,Male,2016,17.7
MYS,Male,2017,17.2
MYS,Male,2018,16.6
MYS,Male,2019,17
MDV,Male,2010,31.5
MDV,Male,2014,31.9
MDV,Male,2016,54.5
MDV,Male,2019,57.1
MLI,Male,2010,14.1
MLI,Male,2013,18.1
MLI,Male,2014,16
MLI,Male,2015,15.8
MLI,Male,2016,16.5
MLI,Male,2017,15.7
MLI,Male,2018,17
MLT,Male,2010,52.7
MLT,Male,2011,53.5
MLT,Male,2012,53.6
MLT,Male,2013,53.8
MLT,Male,2014,53.5
MLT,Male,2015,52.9
MLT,Male,2016,52.9
MLT,Male,2017,51.8
MLT,Male,2018,50.4
MLT,Male,2019,48.3
MRT,Male,2012,22
MRT,Male,2017,25.3
MRT,Male,2019,22.5
MUS,Male,2010,40.6
MUS,Male,2011,39.9
MUS,Male,2012,40
MUS,Male,2013,40.7
MUS,Male,2014,40.6
MUS,Male,2015,40.2
MUS,Male,2016,41.1
MUS,Male,2017,40.9
MUS,Male,2018,40.3
MUS,Male,2019,40.2
MEX,Male,2010,45.2
MEX,Male,2011,45.9
MEX,Male,2012,46.2
MEX,Male,2013,46.2
MEX,Male,2014,46
MEX,Male,2015,46.1
MEX,Male,2016,46.6
MEX,Male,2017,47.3
MEX,Male,2018,47.2
MEX,Male,2019,46.7
MNG,Male,2010,30.3
MNG,Male,2011,34.1
MNG,Male,2012,32.6
MNG,Male,2013,35.2
MNG,Male,2014,36.2
MNG,Male,2015,35.6
MNG,Male,2016,31.2
MNG,Male,2017,31.3
MNG,Male,2018,34.7
MNG,Male,2019,38
MNE,Male,2011,27.3
MNE,Male,2012,28.1
MNE,Male,2013,28.1
MNE,Male,2014,30.1
MNE,Male,2015,30.1
MNE,Male,2016,30.5
MNE,Male,2017,31.4
MNE,Male,2018,32.4
MNE,Male,2019,33.2
MAR,Male,2011,23
MAR,Male,2012,23.3
MAR,Male,2013,23.4
MOZ,Male,2010,17.9
MOZ,Male,2015,19.4
MMR,Male,2015,19.8
MMR,Male,2017,17.5
MMR,Male,2018,18.5
MMR,Male,2019,18.9
NAM,Male,2010,20.7
NAM,Male,2012,24
NAM,Male,2013,20.7
NAM,Male,2014,21.8
NAM,Male,2016,23.5
NAM,Male,2018,20.6
NPL,Male,2015,3370.5
NPL,Male,2017,10.6
NLD,Male,2010,60.2
NLD,Male,2011,59.6
NLD,Male,2012,51.7
NLD,Male,2013,50.2
NLD,Male,2014,50.2
NLD,Male,2015,50.6
NLD,Male,2016,53.1
NLD,Male,2017,53.3
NLD,Male,2018,53.5
NLD,Male,2019,53.8
NCL,Male,2014,35.4
NCL,Male,2017,36.1
NCL,Male,2018,36.3
NCL,Male,2019,36.5
NZL,Male,2010,52.3
NZL,Male,2011,52.8
NZL,Male,2012,53.2
NZL,Male,2013,53.9
NZL,Male,2014,54.5
NZL,Male,2015,54.1
NZL,Male,2016,54
NZL,Male,2017,54.3
NZL,Male,2018,53.5
NZL,Male,2019,52.4
NIC,Male,2012,28.5
NIC,Male,2014,27.8
NER,Male,2011,11.1
NER,Male,2012,10.3
NER,Male,2014,11.3
NER,Male,2017,13.3
NER,Male,2019,13.5
NGA,Male,2011,17.1
NGA,Male,2013,15.3
NGA,Male,2019,14.5
MKD,Male,2010,26.5
