year,geo,value,disagg
2010,AUT,4,Taxes and fees
2010,BEL,3,Taxes and fees
2010,BFA,1,Taxes and fees
2010,BGR,13,Taxes and fees
2010,BIH,6,Taxes and fees
2010,BRN,13,Taxes and fees
2010,BWA,1,Taxes and fees
2010,CAN,10,Taxes and fees
2010,CHL,3,Taxes and fees
2010,CHN,1,Taxes and fees
2010,CIV,2,Taxes and fees
2010,COD,1,Taxes and fees
2010,COK,2,Taxes and fees
2010,COL,6,Taxes and fees
2010,CRI,13,Taxes and fees
2010,CYP,1,Taxes and fees
2010,CZE,6,Taxes and fees
2010,DEU,13,Taxes and fees
2010,DNK,9,Taxes and fees
2010,ESP,14,Taxes and fees
2010,EST,8,Taxes and fees
2010,FIN,6,Taxes and fees
2010,FRA,12,Taxes and fees
2010,GBR,1,Taxes and fees
2010,GNQ,1,Taxes and fees
2010,GRC,2,Taxes and fees
2010,HRV,12,Taxes and fees
2010,HUN,2,Taxes and fees
2010,IDN,5,Taxes and fees
2010,IRL,1,Taxes and fees
2010,ISL,4,Taxes and fees
2010,ISR,8,Taxes and fees
2010,JPN,3,Taxes and fees
2010,KEN,1,Taxes and fees
2010,KHM,5,Taxes and fees
2010,KOR,11,Taxes and fees
2010,LAO,5,Taxes and fees
2010,LTU,10,Taxes and fees
2010,LUX,1,Taxes and fees
2010,LVA,7,Taxes and fees
2010,MEX,4,Taxes and fees
2010,MHL,1,Taxes and fees
2010,MKD,2,Taxes and fees
2010,MLT,5,Taxes and fees
2010,MMR,9,Taxes and fees
2010,MNE,7,Taxes and fees
2010,MNG,1,Taxes and fees
2010,MOZ,3,Taxes and fees
2010,MRT,1,Taxes and fees
2010,MUS,1,Taxes and fees
2010,MYS,7,Taxes and fees
2010,NER,1,Taxes and fees
2010,NLD,4,Taxes and fees
2010,NOR,5,Taxes and fees
2010,NZL,3,Taxes and fees
2010,PAN,1,Taxes and fees
2010,PER,1,Taxes and fees
2010,PHL,12,Taxes and fees
2010,POL,6,Taxes and fees
2010,PRT,2,Taxes and fees
2010,PRY,1,Taxes and fees
2010,ROU,9,Taxes and fees
2010,SGP,9,Taxes and fees
2010,SLB,1,Taxes and fees
2010,SRB,7,Taxes and fees
2010,SVK,3,Taxes and fees
2010,SVN,4,Taxes and fees
2010,SWE,2,Taxes and fees
2010,SYC,3,Taxes and fees
2010,THA,8,Taxes and fees
2010,TKL,1,Taxes and fees
2010,TUR,1,Taxes and fees
2010,UKR,1,Taxes and fees
2010,USA,21,Taxes and fees
2010,VNM,2,Taxes and fees
2010,ZAF,1,Taxes and fees
2011,MAR,2,Taxes and fees
2011,ALB,3,Taxes and fees
2011,ARG,1,Taxes and fees
2011,ARM,1,Taxes and fees
2011,AUS,7,Taxes and fees
2011,AUT,4,Taxes and fees
2011,BEL,3,Taxes and fees
2011,BFA,1,Taxes and fees
2011,BGR,13,Taxes and fees
2011,BIH,6,Taxes and fees
2011,BRN,13,Taxes and fees
2011,BWA,1,Taxes and fees
2011,CAN,10,Taxes and fees
2011,CHL,3,Taxes and fees
2011,CHN,1,Taxes and fees
2011,CIV,2,Taxes and fees
2011,COD,1,Taxes and fees
2011,COK,2,Taxes and fees
2011,COL,6,Taxes and fees
2011,CRI,13,Taxes and fees
2011,CYP,1,Taxes and fees
2011,CZE,6,Taxes and fees
2011,DEU,13,Taxes and fees
2011,DNK,9,Taxes and fees
2011,ESP,15,Taxes and fees
2011,EST,8,Taxes and fees
2011,FIN,6,Taxes and fees
2011,FRA,12,Taxes and fees
2011,GBR,1,Taxes and fees
2011,GNQ,1,Taxes and fees
2011,GRC,2,Taxes and fees
2011,HRV,12,Taxes and fees
2011,HUN,2,Taxes and fees
2011,IDN,5,Taxes and fees
2011,IRL,1,Taxes and fees
2011,ISL,4,Taxes and fees
2011,ISR,8,Taxes and fees
2011,JPN,3,Taxes and fees
2011,KEN,1,Taxes and fees
2011,KHM,5,Taxes and fees
2011,KOR,14,Taxes and fees
2011,LAO,5,Taxes and fees
2011,LTU,10,Taxes and fees
2011,LUX,1,Taxes and fees
2011,LVA,7,Taxes and fees
2011,MEX,4,Taxes and fees
2011,MHL,1,Taxes and fees
2011,MKD,2,Taxes and fees
2011,MLT,5,Taxes and fees
2011,MMR,9,Taxes and fees
2011,MNE,7,Taxes and fees
2011,MNG,1,Taxes and fees
2011,MOZ,3,Taxes and fees
2011,MRT,1,Taxes and fees
2011,MUS,1,Taxes and fees
2011,MYS,7,Taxes and fees
2011,NER,1,Taxes and fees
2011,NLD,4,Taxes and fees
2011,NOR,5,Taxes and fees
2011,NZL,3,Taxes and fees
2011,PAN,1,Taxes and fees
2011,PER,1,Taxes and fees
2011,PHL,12,Taxes and fees
2011,POL,6,Taxes and fees
2011,PRT,2,Taxes and fees
2011,PRY,1,Taxes and fees
2011,ROU,9,Taxes and fees
2011,SGP,9,Taxes and fees
2011,SLB,1,Taxes and fees
2011,SRB,9,Taxes and fees
2011,SVK,3,Taxes and fees
2011,SVN,4,Taxes and fees
2011,SWE,2,Taxes and fees
2011,SYC,3,Taxes and fees
2011,THA,8,Taxes and fees
2011,TKL,1,Taxes and fees
2011,TUR,1,Taxes and fees
2011,UKR,1,Taxes and fees
2011,USA,21,Taxes and fees
2011,VNM,2,Taxes and fees
2011,ZAF,1,Taxes and fees
2012,MAR,2,Taxes and fees
2012,ALB,3,Taxes and fees
2012,ARG,1,Taxes and fees
2012,ARM,1,Taxes and fees
2012,AUS,7,Taxes and fees
2012,AUT,4,Taxes and fees
2012,BEL,3,Taxes and fees
2012,BFA,1,Taxes and fees
2012,BGR,13,Taxes and fees
2012,BIH,6,Taxes and fees
2012,BRN,13,Taxes and fees
2012,BWA,1,Taxes and fees
2012,CAN,10,Taxes and fees
2012,CHL,3,Taxes and fees
2012,CHN,1,Taxes and fees
2012,CIV,2,Taxes and fees
2012,COD,1,Taxes and fees
2012,COK,2,Taxes and fees
2012,COL,6,Taxes and fees
2012,CRI,13,Taxes and fees
2012,CYP,3,Taxes and fees
2012,CZE,6,Taxes and fees
2012,DEU,13,Taxes and fees
2012,DNK,9,Taxes and fees
2012,ESP,15,Taxes and fees
2012,EST,8,Taxes and fees
2012,FIN,6,Taxes and fees
2012,FRA,13,Taxes and fees
2012,GBR,1,Taxes and fees
2012,GNQ,1,Taxes and fees
2012,GRC,2,Taxes and fees
2012,HRV,12,Taxes and fees
2012,HUN,2,Taxes and fees
2012,IDN,5,Taxes and fees
2012,IRL,1,Taxes and fees
2012,ISL,5,Taxes and fees
2012,ISR,8,Taxes and fees
2012,JPN,3,Taxes and fees
2012,KEN,1,Taxes and fees
2012,KHM,5,Taxes and fees
2012,KOR,14,Taxes and fees
2012,LAO,5,Taxes and fees
2012,LTU,10,Taxes and fees
2012,LUX,1,Taxes and fees
2012,LVA,7,Taxes and fees
2012,MEX,4,Taxes and fees
2012,MHL,1,Taxes and fees
2012,MKD,2,Taxes and fees
2012,MLT,5,Taxes and fees
2012,MMR,9,Taxes and fees
2012,MNE,7,Taxes and fees
2012,MNG,1,Taxes and fees
2012,MOZ,3,Taxes and fees
2012,MRT,1,Taxes and fees
2012,MUS,1,Taxes and fees
2012,MYS,7,Taxes and fees
2012,NER,1,Taxes and fees
2012,NLD,4,Taxes and fees
2012,NOR,5,Taxes and fees
2012,NZL,3,Taxes and fees
2012,PAN,1,Taxes and fees
2012,PER,1,Taxes and fees
2012,PHL,12,Taxes and fees
2012,POL,6,Taxes and fees
2012,PRT,2,Taxes and fees
2012,PRY,1,Taxes and fees
2012,ROU,9,Taxes and fees
2012,SGP,9,Taxes and fees
2012,SLB,1,Taxes and fees
2012,SRB,9,Taxes and fees
2012,SVK,3,Taxes and fees
2012,SVN,4,Taxes and fees
2012,SWE,2,Taxes and fees
2012,SYC,3,Taxes and fees
2012,THA,8,Taxes and fees
2012,TKL,1,Taxes and fees
2012,TUR,1,Taxes and fees
2012,UKR,1,Taxes and fees
2012,USA,21,Taxes and fees
2012,VNM,2,Taxes and fees
2012,ZAF,1,Taxes and fees
2013,MAR,2,Taxes and fees
2013,ALB,3,Taxes and fees
2013,ARG,1,Taxes and fees
2013,ARM,1,Taxes and fees
2013,AUS,7,Taxes and fees
2013,AUT,4,Taxes and fees
2013,BEL,3,Taxes and fees
2013,BFA,1,Taxes and fees
2013,BGR,13,Taxes and fees
2013,BIH,6,Taxes and fees
2013,BRN,13,Taxes and fees
2013,BWA,1,Taxes and fees
2013,CAN,10,Taxes and fees
2013,CHL,3,Taxes and fees
2013,CHN,3,Taxes and fees
2013,CIV,2,Taxes and fees
2013,COD,1,Taxes and fees
2013,COK,2,Taxes and fees
2013,COL,6,Taxes and fees
2013,CRI,13,Taxes and fees
2013,CYP,3,Taxes and fees
2013,CZE,6,Taxes and fees
2013,DEU,13,Taxes and fees
2013,DNK,9,Taxes and fees
2013,ESP,17,Taxes and fees
2013,EST,8,Taxes and fees
2013,FIN,6,Taxes and fees
2013,FRA,13,Taxes and fees
2013,GBR,1,Taxes and fees
2013,GNQ,1,Taxes and fees
2013,GRC,2,Taxes and fees
2013,HRV,12,Taxes and fees
2013,HUN,2,Taxes and fees
2013,IDN,5,Taxes and fees
2013,IRL,1,Taxes and fees
2013,ISL,5,Taxes and fees
2013,ISR,8,Taxes and fees
2013,JPN,3,Taxes and fees
2013,KEN,1,Taxes and fees
2013,KHM,5,Taxes and fees
2013,KOR,14,Taxes and fees
2013,LAO,5,Taxes and fees
2013,LTU,10,Taxes and fees
2013,LUX,1,Taxes and fees
2013,LVA,7,Taxes and fees
2013,MEX,4,Taxes and fees
2013,MHL,1,Taxes and fees
2013,MKD,2,Taxes and fees
2013,MLT,5,Taxes and fees
2013,MMR,9,Taxes and fees
2013,MNE,7,Taxes and fees
2013,MNG,1,Taxes and fees
2013,MOZ,3,Taxes and fees
2013,MRT,1,Taxes and fees
2013,MUS,1,Taxes and fees
2013,MYS,7,Taxes and fees
2013,NER,1,Taxes and fees
2013,NLD,4,Taxes and fees
2013,NOR,5,Taxes and fees
2013,NZL,3,Taxes and fees
2013,PAN,1,Taxes and fees
2013,PER,1,Taxes and fees
2013,PHL,12,Taxes and fees
2013,POL,6,Taxes and fees
2013,PRT,2,Taxes and fees
2013,PRY,1,Taxes and fees
2013,ROU,9,Taxes and fees
2013,SGP,9,Taxes and fees
2013,SLB,1,Taxes and fees
2013,SOM,2,Taxes and fees
2013,SRB,9,Taxes and fees
2013,SVK,3,Taxes and fees
2013,SVN,4,Taxes and fees
2013,SWE,2,Taxes and fees
2013,SYC,3,Taxes and fees
2013,THA,8,Taxes and fees
2013,TKL,1,Taxes and fees
2013,TUR,1,Taxes and fees
2013,UKR,1,Taxes and fees
2013,USA,21,Taxes and fees
2013,VNM,2,Taxes and fees
2013,ZAF,2,Taxes and fees
2014,MAR,2,Taxes and fees
2014,ALB,3,Taxes and fees
2014,ARG,1,Taxes and fees
2014,ARM,1,Taxes and fees
2014,AUS,7,Taxes and fees
2014,AUT,4,Taxes and fees
2014,BEL,3,Taxes and fees
2014,BFA,1,Taxes and fees
2014,BGR,13,Taxes and fees
2014,BIH,6,Taxes and fees
2014,BRA,1,Taxes and fees
2014,BRN,13,Taxes and fees
2014,BWA,1,Taxes and fees
2014,CAN,10,Taxes and fees
2014,CHL,4,Taxes and fees
2014,CHN,3,Taxes and fees
2014,CIV,2,Taxes and fees
2014,COD,1,Taxes and fees
2014,COK,2,Taxes and fees
2014,COL,6,Taxes and fees
2014,CRI,13,Taxes and fees
2014,CYP,3,Taxes and fees
2014,CZE,6,Taxes and fees
2014,DEU,13,Taxes and fees
2014,DNK,9,Taxes and fees
2014,ESP,18,Taxes and fees
2014,EST,8,Taxes and fees
2014,FIN,6,Taxes and fees
2014,FRA,16,Taxes and fees
2014,GBR,1,Taxes and fees
2014,GNQ,1,Taxes and fees
2014,GRC,2,Taxes and fees
2014,HRV,12,Taxes and fees
2014,HUN,2,Taxes and fees
2014,IDN,5,Taxes and fees
2014,IRL,1,Taxes and fees
2014,ISL,5,Taxes and fees
2014,ISR,8,Taxes and fees
2014,JPN,3,Taxes and fees
2014,KEN,1,Taxes and fees
2014,KHM,5,Taxes and fees
2014,KOR,14,Taxes and fees
2014,LAO,5,Taxes and fees
2014,LTU,10,Taxes and fees
2014,LUX,1,Taxes and fees
2014,LVA,8,Taxes and fees
2014,MEX,5,Taxes and fees
2014,MHL,1,Taxes and fees
2014,MKD,2,Taxes and fees
2014,MLT,5,Taxes and fees
2014,MMR,9,Taxes and fees
2014,MNE,7,Taxes and fees
2014,MNG,1,Taxes and fees
2014,MOZ,3,Taxes and fees
2014,MRT,1,Taxes and fees
2014,MUS,1,Taxes and fees
2014,MYS,7,Taxes and fees
2014,NER,1,Taxes and fees
2014,NLD,4,Taxes and fees
2014,NOR,5,Taxes and fees
2014,NZL,3,Taxes and fees
2014,PAN,1,Taxes and fees
2014,PER,1,Taxes and fees
2014,PHL,12,Taxes and fees
2014,POL,6,Taxes and fees
2014,PRT,2,Taxes and fees
2014,PRY,1,Taxes and fees
2014,ROU,9,Taxes and fees
2014,RUS,1,Taxes and fees
2014,SGP,9,Taxes and fees
2014,SLB,1,Taxes and fees
2014,SOM,2,Taxes and fees
2014,SRB,9,Taxes and fees
2014,SVK,3,Taxes and fees
2014,SVN,4,Taxes and fees
2014,SWE,2,Taxes and fees
2014,SYC,3,Taxes and fees
2014,THA,8,Taxes and fees
2014,TKL,1,Taxes and fees
2014,TUR,2,Taxes and fees
2014,UKR,1,Taxes and fees
2014,USA,21,Taxes and fees
2014,VNM,2,Taxes and fees
2014,ZAF,2,Taxes and fees
2015,MAR,2,Taxes and fees
2015,ALB,3,Taxes and fees
2015,ARG,1,Taxes and fees
2015,ARM,1,Taxes and fees
2015,AUS,7,Taxes and fees
2015,AUT,4,Taxes and fees
2015,BEL,4,Taxes and fees
2015,BFA,1,Taxes and fees
2015,BGR,13,Taxes and fees
2015,BIH,6,Taxes and fees
2015,BRA,1,Taxes and fees
2015,BRN,13,Taxes and fees
2015,BWA,1,Taxes and fees
2015,CAN,10,Taxes and fees
2015,CHL,6,Taxes and fees
2015,CHN,3,Taxes and fees
2015,CIV,2,Taxes and fees
2015,COD,1,Taxes and fees
2015,COK,2,Taxes and fees
2015,COL,6,Taxes and fees
2015,CRI,13,Taxes and fees
2015,CYP,3,Taxes and fees
2015,CZE,6,Taxes and fees
2015,DEU,13,Taxes and fees
2015,DNK,9,Taxes and fees
2015,ESP,18,Taxes and fees
2015,EST,8,Taxes and fees
2015,FIN,6,Taxes and fees
2015,FRA,16,Taxes and fees
2015,GBR,1,Taxes and fees
2015,GNQ,1,Taxes and fees
2015,GRC,2,Taxes and fees
2015,HRV,12,Taxes and fees
2015,HUN,2,Taxes and fees
2015,IDN,5,Taxes and fees
2015,IRL,1,Taxes and fees
2015,ISL,5,Taxes and fees
2015,ISR,8,Taxes and fees
2015,JPN,3,Taxes and fees
2015,KEN,1,Taxes and fees
2015,KHM,5,Taxes and fees
2015,KOR,14,Taxes and fees
2015,LAO,5,Taxes and fees
2015,LTU,10,Taxes and fees
2015,LUX,1,Taxes and fees
2015,LVA,8,Taxes and fees
2015,MEX,5,Taxes and fees
2015,MHL,1,Taxes and fees
2015,MKD,2,Taxes and fees
2015,MLT,6,Taxes and fees
2015,MMR,9,Taxes and fees
2015,MNE,7,Taxes and fees
2015,MNG,1,Taxes and fees
2015,MOZ,3,Taxes and fees
2015,MRT,2,Taxes and fees
2015,MUS,1,Taxes and fees
2015,MYS,7,Taxes and fees
2015,NER,1,Taxes and fees
2015,NLD,4,Taxes and fees
2015,NOR,5,Taxes and fees
2015,NZL,3,Taxes and fees
2015,PAN,1,Taxes and fees
2015,PER,1,Taxes and fees
2015,PHL,12,Taxes and fees
2015,POL,6,Taxes and fees
2015,PRT,2,Taxes and fees
2015,PRY,1,Taxes and fees
2015,ROU,9,Taxes and fees
2015,RUS,1,Taxes and fees
2015,SGP,9,Taxes and fees
2015,SLB,1,Taxes and fees
2015,SOM,2,Taxes and fees
2015,SRB,9,Taxes and fees
2015,SVK,3,Taxes and fees
2015,SVN,4,Taxes and fees
2015,SWE,2,Taxes and fees
2015,SYC,3,Taxes and fees
2015,THA,8,Taxes and fees
2015,TKL,1,Taxes and fees
2015,TUR,2,Taxes and fees
2015,UKR,1,Taxes and fees
2015,USA,21,Taxes and fees
2015,VNM,2,Taxes and fees
2015,ZAF,2,Taxes and fees
2016,MAR,2,Taxes and fees
2016,ALB,3,Taxes and fees
2016,ARG,1,Taxes and fees
2016,ARM,1,Taxes and fees
2016,AUS,7,Taxes and fees
2016,AUT,4,Taxes and fees
2016,BEL,4,Taxes and fees
2016,BFA,1,Taxes and fees
2016,BGR,13,Taxes and fees
2016,BIH,6,Taxes and fees
2016,BRA,1,Taxes and fees
2016,BRN,13,Taxes and fees
2016,BWA,1,Taxes and fees
2016,CAN,10,Taxes and fees
2016,CHL,6,Taxes and fees
2016,CHN,3,Taxes and fees
2016,CIV,2,Taxes and fees
2016,COD,1,Taxes and fees
2016,COK,2,Taxes and fees
2016,COL,6,Taxes and fees
2016,CRI,13,Taxes and fees
2016,CYP,3,Taxes and fees
2016,CZE,6,Taxes and fees
2016,DEU,13,Taxes and fees
2016,DNK,9,Taxes and fees
2016,ESP,18,Taxes and fees
2016,EST,8,Taxes and fees
2016,FIN,7,Taxes and fees
2016,FRA,16,Taxes and fees
2016,GBR,2,Taxes and fees
2016,GNQ,1,Taxes and fees
2016,GRC,2,Taxes and fees
2016,HRV,12,Taxes and fees
2016,HUN,3,Taxes and fees
2016,IDN,5,Taxes and fees
2016,IRL,1,Taxes and fees
2016,ISL,5,Taxes and fees
2016,ISR,8,Taxes and fees
2016,JPN,3,Taxes and fees
2016,KEN,1,Taxes and fees
2016,KHM,5,Taxes and fees
2016,KOR,14,Taxes and fees
2016,LAO,5,Taxes and fees
2016,LTU,10,Taxes and fees
2016,LUX,1,Taxes and fees
2016,LVA,9,Taxes and fees
2016,MEX,5,Taxes and fees
2016,MHL,1,Taxes and fees
2016,MKD,2,Taxes and fees
2016,MLT,6,Taxes and fees
2016,MMR,9,Taxes and fees
2016,MNE,7,Taxes and fees
2016,MNG,1,Taxes and fees
2016,MOZ,3,Taxes and fees
2016,MRT,2,Taxes and fees
2016,MUS,1,Taxes and fees
2016,MYS,7,Taxes and fees
2016,NER,1,Taxes and fees
2016,NLD,4,Taxes and fees
2016,NOR,5,Taxes and fees
2016,NZL,3,Taxes and fees
2016,PAN,1,Taxes and fees
2016,PER,1,Taxes and fees
2016,PHL,12,Taxes and fees
2016,POL,6,Taxes and fees
2016,PRT,2,Taxes and fees
2016,PRY,1,Taxes and fees
2016,ROU,9,Taxes and fees
2016,RUS,1,Taxes and fees
2016,SGP,9,Taxes and fees
2016,SLB,1,Taxes and fees
2016,SOM,2,Taxes and fees
2016,SRB,9,Taxes and fees
2016,SVK,3,Taxes and fees
2016,SVN,4,Taxes and fees
2016,SWE,2,Taxes and fees
2016,SYC,3,Taxes and fees
2016,THA,8,Taxes and fees
2016,TKL,1,Taxes and fees
2016,TUR,2,Taxes and fees
2016,UKR,1,Taxes and fees
2016,USA,21,Taxes and fees
2016,VNM,2,Taxes and fees
2016,ZAF,2,Taxes and fees
2017,MAR,2,Taxes and fees
2017,ALB,3,Taxes and fees
2017,ARG,1,Taxes and fees
2017,ARM,1,Taxes and fees
2017,AUS,7,Taxes and fees
2017,AUT,4,Taxes and fees
2017,BEL,4,Taxes and fees
2017,BFA,1,Taxes and fees
2017,BGR,13,Taxes and fees
2017,BIH,6,Taxes and fees
2017,BRA,1,Taxes and fees
2017,BRN,13,Taxes and fees
2017,BWA,1,Taxes and fees
2017,CAN,10,Taxes and fees
2017,CHL,6,Taxes and fees
2017,CHN,3,Taxes and fees
2017,CIV,2,Taxes and fees
2017,COD,1,Taxes and fees
2017,COK,2,Taxes and fees
2017,COL,6,Taxes and fees
2017,CRI,13,Taxes and fees
2017,CYP,4,Taxes and fees
2017,CZE,6,Taxes and fees
2017,DEU,13,Taxes and fees
2017,DNK,9,Taxes and fees
2017,ESP,18,Taxes and fees
2017,EST,8,Taxes and fees
2017,FIN,7,Taxes and fees
2017,FRA,16,Taxes and fees
2017,GBR,2,Taxes and fees
2017,GNQ,1,Taxes and fees
2017,GRC,2,Taxes and fees
2017,HRV,12,Taxes and fees
2017,HUN,3,Taxes and fees
2017,IDN,5,Taxes and fees
2017,IRL,1,Taxes and fees
2017,ISL,5,Taxes and fees
2017,ISR,8,Taxes and fees
2017,JPN,3,Taxes and fees
2017,KEN,1,Taxes and fees
2017,KHM,5,Taxes and fees
2017,KOR,14,Taxes and fees
2017,LAO,5,Taxes and fees
2017,LTU,10,Taxes and fees
2017,LUX,1,Taxes and fees
2017,LVA,9,Taxes and fees
2017,MEX,5,Taxes and fees
2017,MHL,1,Taxes and fees
2017,MKD,2,Taxes and fees
2017,MLT,6,Taxes and fees
2017,MMR,9,Taxes and fees
2017,MNE,7,Taxes and fees
2017,MNG,1,Taxes and fees
2017,MOZ,3,Taxes and fees
2017,MRT,2,Taxes and fees
2017,MUS,1,Taxes and fees
2017,MYS,8,Taxes and fees
2017,NER,1,Taxes and fees
2017,NLD,4,Taxes and fees
2017,NOR,5,Taxes and fees
2017,NZL,3,Taxes and fees
2017,PAN,1,Taxes and fees
2017,PER,2,Taxes and fees
2017,PHL,12,Taxes and fees
2017,POL,6,Taxes and fees
2017,PRT,2,Taxes and fees
2017,PRY,1,Taxes and fees
2017,ROU,9,Taxes and fees
2017,RUS,1,Taxes and fees
2017,SGP,9,Taxes and fees
2017,SLB,1,Taxes and fees
2017,SOM,2,Taxes and fees
2017,SRB,9,Taxes and fees
2017,SVK,3,Taxes and fees
2017,SVN,4,Taxes and fees
2017,SWE,2,Taxes and fees
2017,SYC,3,Taxes and fees
2017,THA,8,Taxes and fees
2017,TKL,1,Taxes and fees
2017,TUR,2,Taxes and fees
2017,UKR,1,Taxes and fees
2017,USA,21,Taxes and fees
2017,VGB,1,Taxes and fees
2017,VNM,2,Taxes and fees
2017,ZAF,2,Taxes and fees
2018,MAR,2,Taxes and fees
2018,ALB,3,Taxes and fees
2018,ARG,1,Taxes and fees
2018,ARM,1,Taxes and fees
2018,AUS,7,Taxes and fees
2018,AUT,4,Taxes and fees
2018,BEL,4,Taxes and fees
2018,BFA,1,Taxes and fees
2018,BGR,13,Taxes and fees
2018,BIH,6,Taxes and fees
2018,BRA,1,Taxes and fees
2018,BRN,13,Taxes and fees
2018,BWA,1,Taxes and fees
2018,CAN,10,Taxes and fees
2018,CHL,6,Taxes and fees
2018,CHN,3,Taxes and fees
2018,CIV,3,Taxes and fees
2018,COD,1,Taxes and fees
2018,COK,2,Taxes and fees
2018,COL,6,Taxes and fees
2018,CRI,13,Taxes and fees
2018,CYP,4,Taxes and fees
2018,CZE,6,Taxes and fees
2018,DEU,13,Taxes and fees
2018,DNK,9,Taxes and fees
2018,ESP,18,Taxes and fees
2018,EST,8,Taxes and fees
2018,FIN,7,Taxes and fees
2018,FRA,16,Taxes and fees
2018,GBR,2,Taxes and fees
2018,GNQ,1,Taxes and fees
2018,GRC,2,Taxes and fees
2018,HRV,12,Taxes and fees
2018,HUN,3,Taxes and fees
2018,IDN,5,Taxes and fees
2018,IRL,1,Taxes and fees
2018,ISL,5,Taxes and fees
2018,ISR,8,Taxes and fees
2018,JPN,3,Taxes and fees
2018,KEN,1,Taxes and fees
2018,KHM,5,Taxes and fees
2018,KOR,14,Taxes and fees
2018,LAO,5,Taxes and fees
2018,LTU,10,Taxes and fees
2018,LUX,1,Taxes and fees
2018,LVA,9,Taxes and fees
2018,MEX,5,Taxes and fees
2018,MHL,1,Taxes and fees
2018,MKD,2,Taxes and fees
2018,MLT,6,Taxes and fees
2018,MMR,9,Taxes and fees
2018,MNE,7,Taxes and fees
2018,MNG,1,Taxes and fees
2018,MOZ,3,Taxes and fees
2018,MRT,2,Taxes and fees
2018,MUS,1,Taxes and fees
2018,MYS,8,Taxes and fees
2018,NER,1,Taxes and fees
2018,NLD,4,Taxes and fees
2018,NOR,5,Taxes and fees
2018,NZL,3,Taxes and fees
2018,PAN,1,Taxes and fees
2018,PER,2,Taxes and fees
2018,PHL,12,Taxes and fees
2018,POL,9,Taxes and fees
2018,PRT,2,Taxes and fees
2018,PRY,1,Taxes and fees
2018,ROU,9,Taxes and fees
2018,RUS,1,Taxes and fees
2018,SGP,9,Taxes and fees
2018,SLB,1,Taxes and fees
2018,SOM,2,Taxes and fees
2018,SRB,9,Taxes and fees
2018,SVK,3,Taxes and fees
2018,SVN,4,Taxes and fees
2018,SWE,2,Taxes and fees
2018,SYC,3,Taxes and fees
2018,THA,8,Taxes and fees
2018,TKL,1,Taxes and fees
2018,TUR,2,Taxes and fees
2018,UKR,1,Taxes and fees
2018,USA,21,Taxes and fees
2018,VGB,1,Taxes and fees
2018,VNM,2,Taxes and fees
2018,ZAF,2,Taxes and fees
2019,MAR,2,Taxes and fees
2019,ALB,3,Taxes and fees
2019,ARG,1,Taxes and fees
2019,ARM,1,Taxes and fees
2019,AUS,7,Taxes and fees
2019,AUT,4,Taxes and fees
2019,BEL,4,Taxes and fees
2019,BFA,1,Taxes and fees
2019,BGR,13,Taxes and fees
2019,BIH,6,Taxes and fees
2019,BRA,1,Taxes and fees
2019,BRN,13,Taxes and fees
2019,BWA,1,Taxes and fees
2019,CAN,10,Taxes and fees
2019,CHL,6,Taxes and fees
2019,CHN,3,Taxes and fees
2019,CIV,3,Taxes and fees
2019,COD,1,Taxes and fees
2019,COK,2,Taxes and fees
2019,COL,7,Taxes and fees
2019,CRI,13,Taxes and fees
2019,CYP,4,Taxes and fees
2019,CZE,6,Taxes and fees
2019,DEU,13,Taxes and fees
2019,DNK,9,Taxes and fees
2019,ESP,19,Taxes and fees
2019,EST,8,Taxes and fees
2019,FIN,7,Taxes and fees
2019,FRA,16,Taxes and fees
2019,GBR,2,Taxes and fees
2019,GNQ,1,Taxes and fees
2019,GRC,2,Taxes and fees
2019,HRV,12,Taxes and fees
2019,HUN,3,Taxes and fees
2019,IDN,5,Taxes and fees
2019,IRL,1,Taxes and fees
2019,ISL,5,Taxes and fees
2019,ISR,8,Taxes and fees
2019,JPN,3,Taxes and fees
2019,KEN,1,Taxes and fees
2019,KHM,5,Taxes and fees
2019,KOR,14,Taxes and fees
2019,LAO,5,Taxes and fees
2019,LTU,10,Taxes and fees
2019,LUX,1,Taxes and fees
2019,LVA,9,Taxes and fees
2019,MEX,5,Taxes and fees
2019,MHL,1,Taxes and fees
2019,MKD,2,Taxes and fees
2019,MLT,6,Taxes and fees
2019,MMR,9,Taxes and fees
2019,MNE,7,Taxes and fees
2019,MNG,1,Taxes and fees
2019,MOZ,3,Taxes and fees
2019,MRT,2,Taxes and fees
2019,MUS,1,Taxes and fees
2019,MYS,8,Taxes and fees
2019,NER,1,Taxes and fees
2019,NLD,4,Taxes and fees
2019,NOR,5,Taxes and fees
2019,NZL,3,Taxes and fees
2019,PAN,1,Taxes and fees
2019,PER,2,Taxes and fees
2019,PHL,12,Taxes and fees
2019,POL,10,Taxes and fees
2019,PRT,2,Taxes and fees
2019,PRY,1,Taxes and fees
2019,ROU,9,Taxes and fees
2019,RUS,1,Taxes and fees
2019,SGP,9,Taxes and fees
2019,SLB,1,Taxes and fees
2019,SOM,2,Taxes and fees
2019,SRB,9,Taxes and fees
2019,SVK,3,Taxes and fees
2019,SVN,4,Taxes and fees
2019,SWE,2,Taxes and fees
2019,SYC,3,Taxes and fees
2019,THA,8,Taxes and fees
2019,TKL,1,Taxes and fees
2019,TUR,2,Taxes and fees
2019,UKR,1,Taxes and fees
2019,USA,21,Taxes and fees
2019,VGB,1,Taxes and fees
2019,VNM,2,Taxes and fees
