year,geo,value,projections,benchmark_low,benchmark_mid,benchmark_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,SWE,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,SWE,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SWE,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SWE,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,SWE,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,SWE,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,SWE,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,SWE,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,TWN,48.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,TWN,52.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,TWN,53.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,TWN,55.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,TWN,54.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,TWN,54.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,TWN,54.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,TWN,54.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,TWN,52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,TWN,53.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,TWN,50.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,TWN,50.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,TWN,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,TWN,49.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,TWN,48.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,TWN,46.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,TWN,47.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,TWN,48.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,TWN,48.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,TWN,47.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,TWN,45.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,TWN,45.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,TWN,42.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,TWN,43.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,TJK,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,TJK,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,TJK,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,TJK,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,TJK,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,TJK,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,TJK,7.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,TJK,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,TJK,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,TJK,9.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,TZA,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,TZA,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,TZA,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,TZA,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,TZA,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,TZA,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,TZA,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,TZA,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,TZA,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,THA,19.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,THA,20.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,THA,17.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,THA,16.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,THA,16.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,THA,15.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,THA,17.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,THA,21.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,THA,21.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,THA,20.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,THA,18.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,THA,20.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,THA,20.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,THA,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,THA,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,THA,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,THA,20.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,THA,20.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,THA,20.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,THA,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,THA,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,THA,20.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,THA,19.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,THA,16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,TUR,30.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,TUR,31.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,TUR,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,TUR,23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,TUR,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,TUR,26.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,TUR,26.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,TUR,27.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,TUR,29.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,TUR,28.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,TUR,26.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,TUR,28.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,TUR,28.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,TUR,26.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,TUR,30.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,TUR,29.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,TUR,33.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,TUR,32.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,TUR,37.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,TUR,37.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,TUR,35.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,TUR,31.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,TUR,35.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,TUR,36.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,UKR,30.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,UKR,30.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,UKR,31.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,UKR,30.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,UKR,24.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,UKR,27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,UKR,33.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,UKR,35.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,UKR,36.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,UKR,37.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,UKR,37.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,UKR,38.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,UKR,40.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,UKR,41.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,UKR,38.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,UKR,34.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,UKR,37.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,UKR,31.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,UKR,30.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,UKR,29.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,UKR,27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,UKR,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,UKR,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ARE,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ARE,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,GBR,31.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,GBR,34.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,GBR,32.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,GBR,34.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,GBR,33.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,GBR,33.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,GBR,37.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,GBR,34.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,GBR,32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,GBR,27.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,GBR,28.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,GBR,29.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,GBR,39.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,GBR,36.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,GBR,29.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,GBR,22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,GBR,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,GBR,6.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,GBR,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,GBR,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,GBR,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,GBR,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,GBR,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,GBR,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,USA,51.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,USA,51.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,USA,50.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,USA,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,USA,50.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,USA,49.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,USA,49.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,USA,48.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,USA,48.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,USA,44.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,USA,44.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,USA,42.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,USA,37.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,USA,39.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,USA,38.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,USA,33.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,USA,30.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,USA,29.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,USA,27.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,USA,23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,USA,19.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,USA,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,USA,19.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,USA,15.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,UZB,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,UZB,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,UZB,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,UZB,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,UZB,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,UZB,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,UZB,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,UZB,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,UZB,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,VNM,11.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,VNM,10.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,VNM,13.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,VNM,17.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,VNM,15.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,VNM,21.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,VNM,21.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,VNM,19.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,VNM,17.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,VNM,15.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,VNM,17.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,VNM,19.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,VNM,18.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,VNM,19.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,VNM,24.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,VNM,34.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,VNM,38.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,VNM,34.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,VNM,42.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,VNM,50.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,VNM,50.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,VNM,46.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,VNM,39.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,VNM,46.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,ZMB,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,ZMB,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,ZMB,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,ZMB,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,ZMB,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,ZMB,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ZMB,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ZMB,8.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ZMB,12.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ZMB,11.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ZMB,12.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ZMB,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ZMB,11.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,ZWE,53.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,ZWE,62.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,ZWE,55.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,ZWE,39.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,ZWE,43.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,ZWE,47.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,ZWE,31.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,ZWE,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,ZWE,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,ZWE,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,ZWE,31.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,ZWE,41.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,ZWE,39.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,ZWE,45.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,ZWE,44.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ZWE,47.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ZWE,54.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,ZWE,44.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,ZWE,43.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,ZWE,47.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,ZWE,40.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,ZWE,29.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,ZWE,32.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
